interaction_id,customer_id,campaign_name,channel,interaction_date,clicked,converted
8002068,120983,Savings Goal,Push Notification,2023-05-19,False,False
8002069,100537,Premium Upgrade,Push Notification,2024-04-24,False,False
8002070,103169,Cashback Boost,Email,2023-02-16,False,False
8002071,121999,Savings Goal,Push Notification,2024-03-27,False,False
8002072,103041,Cashback Boost,Email,2024-01-13,False,False
8002073,107202,Travel Card,Email,2024-11-13,False,False
8002074,122152,Cashback Boost,Push Notification,2024-08-14,False,False
8002075,122530,Travel Card,Push Notification,2024-03-15,False,False
8002076,127027,Premium Upgrade,In-App Banner,2024-10-09,False,False
8002077,118381,Travel Card,Push Notification,2023-08-26,False,False
8002078,117243,Cashback Boost,Push Notification,2023-12-15,False,False
8002079,128282,Savings Goal,Email,2023-02-21,False,False
8002080,126726,Cashback Boost,Email,2023-12-31,False,False
8002081,109249,Savings Goal,In-App Banner,2023-01-26,False,False
8002082,105623,Cashback Boost,Push Notification,2024-11-23,False,False
8002083,123796,Loan Offer,Push Notification,2024-03-28,False,False
8002084,112258,Loan Offer,In-App Banner,2024-01-06,False,False
8002085,116534,Cashback Boost,Email,2024-12-21,False,False
8002086,128885,Savings Goal,Email,2023-01-22,False,False
8002087,110163,Travel Card,In-App Banner,2024-08-26,False,False
8002088,124127,Cashback Boost,Push Notification,2024-09-22,False,False
8002089,113781,Travel Card,Push Notification,2024-10-28,True,False
8002090,107560,Dormant Reactivation,Email,2023-05-14,False,False
8002091,126249,Travel Card,Email,2023-11-01,False,False
8002092,127710,Savings Goal,SMS,2023-09-14,False,False
8002093,126963,Premium Upgrade,SMS,2024-11-30,False,False
8002094,114907,Premium Upgrade,Email,2024-09-05,False,False
8002095,120563,Savings Goal,Email,2023-12-07,False,False
8002096,129774,Cashback Boost,Email,2024-02-24,False,False
8002097,122744,Savings Goal,Email,2024-02-07,False,False
8002098,122363,Savings Goal,SMS,2024-10-23,False,False
8002099,110388,Dormant Reactivation,Email,2024-06-25,False,False
8002100,126339,Premium Upgrade,SMS,2023-08-16,False,False
8002101,116916,Cashback Boost,In-App Banner,2024-06-18,False,False
8002102,127246,Cashback Boost,Push Notification,2023-03-18,False,False
8002103,103837,Cashback Boost,In-App Banner,2024-07-16,False,False
8002104,114556,Travel Card,In-App Banner,2023-01-12,False,False
8002105,104973,Travel Card,In-App Banner,2023-11-18,False,False
8002106,112683,Cashback Boost,Push Notification,2024-01-11,True,False
8002107,128961,Premium Upgrade,SMS,2024-03-10,False,False
8002108,122498,Savings Goal,In-App Banner,2024-04-06,False,False
8002109,120285,Cashback Boost,Push Notification,2024-03-03,False,False
8002110,124227,Premium Upgrade,Push Notification,2023-08-11,False,False
8002111,104343,Cashback Boost,Push Notification,2024-06-04,True,False
8002112,116870,Loan Offer,Email,2023-04-06,False,False
8002113,116553,Cashback Boost,Email,2024-07-16,False,False
8002114,115276,Cashback Boost,Push Notification,2024-07-19,False,False
8002115,103232,Travel Card,Email,2023-07-08,True,False
8002116,101969,Loan Offer,SMS,2024-07-03,False,False
8002117,128956,Savings Goal,Email,2024-07-22,False,False
8002118,101964,Loan Offer,Push Notification,2024-02-29,True,False
8002119,113483,Cashback Boost,Email,2024-11-25,False,False
8002120,111988,Cashback Boost,Push Notification,2023-10-08,False,False
8002121,108589,Savings Goal,Push Notification,2023-08-18,False,False
8002122,105846,Cashback Boost,Email,2024-01-28,False,False
8002123,125491,Cashback Boost,Push Notification,2023-03-18,True,False
8002124,126299,Cashback Boost,In-App Banner,2023-11-05,False,False
8002125,127917,Cashback Boost,Push Notification,2024-10-22,False,False
8002126,116855,Travel Card,Push Notification,2024-12-14,True,False
8002127,125393,Cashback Boost,SMS,2023-04-14,False,False
8002128,127588,Loan Offer,Email,2024-03-07,False,False
8002129,114663,Travel Card,Email,2024-02-16,False,False
8002130,105470,Cashback Boost,Email,2024-12-14,False,False
8002131,100521,Cashback Boost,Email,2023-09-25,False,False
8002132,122286,Premium Upgrade,Push Notification,2024-05-31,False,False
8002133,105820,Premium Upgrade,Push Notification,2023-02-07,False,False
8002134,124625,Cashback Boost,SMS,2023-04-24,False,False
8002135,121526,Dormant Reactivation,Email,2023-02-01,False,False
8002136,115806,Premium Upgrade,Push Notification,2024-06-07,False,False
8002137,124110,Premium Upgrade,In-App Banner,2024-08-02,False,False
8002138,104438,Savings Goal,Email,2024-02-29,False,False
8002139,120521,Savings Goal,Email,2024-07-13,False,False
8002140,101096,Dormant Reactivation,Push Notification,2024-11-20,False,False
8002141,124347,Cashback Boost,In-App Banner,2024-10-08,False,False
8002142,112430,Dormant Reactivation,In-App Banner,2024-01-28,False,False
8002143,120194,Premium Upgrade,Email,2023-11-11,False,False
8002144,122139,Travel Card,Push Notification,2024-10-01,False,False
8002145,119179,Savings Goal,Email,2024-07-10,False,False
8002146,109049,Travel Card,Push Notification,2023-10-24,True,False
8002147,107819,Premium Upgrade,Push Notification,2023-03-13,True,False
8002148,120134,Dormant Reactivation,Email,2024-01-09,False,False
8002149,100162,Cashback Boost,Email,2023-08-06,False,False
8002150,111586,Travel Card,Email,2024-08-23,False,False
8002151,112490,Dormant Reactivation,Email,2024-02-06,False,False
8002152,111985,Travel Card,SMS,2023-11-27,False,False
8002153,103220,Loan Offer,In-App Banner,2024-10-06,False,False
8002154,127267,Dormant Reactivation,Email,2024-10-17,False,False
8002155,114313,Travel Card,SMS,2023-11-19,False,False
8002156,104218,Dormant Reactivation,Email,2024-11-08,False,False
8002157,101986,Cashback Boost,SMS,2023-09-23,False,False
8002158,129798,Travel Card,Push Notification,2023-12-07,False,False
8002159,124257,Cashback Boost,Email,2023-05-13,False,False
8002160,106938,Premium Upgrade,Push Notification,2024-01-19,True,False
8002161,108545,Dormant Reactivation,In-App Banner,2023-03-07,False,False
8002162,116440,Dormant Reactivation,SMS,2023-03-28,False,False
8002163,122558,Cashback Boost,In-App Banner,2023-09-20,False,False
8002164,125512,Travel Card,Email,2024-01-05,False,False
8002165,109023,Loan Offer,SMS,2024-01-21,False,False
8002166,101740,Savings Goal,Push Notification,2024-01-26,False,False
8002167,124510,Savings Goal,Email,2024-05-30,False,False
8002168,129489,Travel Card,Email,2024-09-10,True,True
8002169,127845,Dormant Reactivation,SMS,2023-11-15,False,False
8002170,124894,Premium Upgrade,Email,2024-12-25,True,False
8002171,117406,Loan Offer,Email,2024-11-28,False,False
8002172,128172,Premium Upgrade,Push Notification,2024-03-26,False,False
8002173,125006,Premium Upgrade,In-App Banner,2024-01-04,False,False
8002174,105275,Savings Goal,In-App Banner,2024-10-31,False,False
8002175,105494,Loan Offer,Email,2023-06-01,False,False
8002176,101254,Dormant Reactivation,SMS,2023-07-11,False,False
8002177,126726,Travel Card,Email,2023-03-30,False,False
8002178,126414,Travel Card,Email,2024-10-12,False,False
8002179,128156,Cashback Boost,Email,2023-08-24,True,False
8002180,113882,Cashback Boost,In-App Banner,2024-12-28,True,False
8002181,112890,Loan Offer,SMS,2023-06-23,False,False
8002182,100574,Loan Offer,Email,2023-08-19,False,False
8002183,109197,Dormant Reactivation,Push Notification,2024-04-27,False,False
8002184,110709,Premium Upgrade,Email,2023-09-17,False,False
8002185,105774,Premium Upgrade,Email,2024-06-01,False,False
8002186,121716,Savings Goal,Email,2024-04-13,False,False
8002187,117602,Savings Goal,Email,2024-05-15,False,False
8002188,128799,Premium Upgrade,In-App Banner,2024-04-05,False,False
8002189,115243,Premium Upgrade,SMS,2023-07-16,False,False
8002190,115075,Cashback Boost,Push Notification,2024-05-23,False,False
8002191,117763,Savings Goal,Push Notification,2024-06-07,False,False
8002192,107543,Travel Card,SMS,2023-11-21,True,False
8002193,112000,Savings Goal,Push Notification,2024-01-30,False,False
8002194,106152,Cashback Boost,In-App Banner,2024-08-09,False,False
8002195,104176,Dormant Reactivation,Email,2024-02-21,True,True
8002196,119858,Cashback Boost,SMS,2023-01-18,False,False
8002197,108457,Cashback Boost,Push Notification,2024-07-01,True,False
8002198,900060,Travel Card,Email,2023-09-10,False,False
8002199,111765,Premium Upgrade,Email,2024-12-13,False,False
8002200,113550,Savings Goal,In-App Banner,2024-01-27,True,False
8002201,125581,Premium Upgrade,Push Notification,2024-05-31,False,False
8002202,900280,Premium Upgrade,Email,2023-11-19,False,True
8002203,105074,Cashback Boost,Email,2024-09-06,False,False
8002204,123671,Cashback Boost,In-App Banner,2024-04-10,False,False
8002205,119874,Savings Goal,Push Notification,2023-07-12,False,False
8002206,117483,Premium Upgrade,Push Notification,2023-03-22,False,False
8002207,113305,Cashback Boost,Email,2023-06-24,False,False
8002208,116078,Savings Goal,In-App Banner,2024-08-31,False,False
8002209,122132,Savings Goal,In-App Banner,2024-07-10,False,False
8002210,122132,Savings Goal,Email,2024-08-13,False,False
8002211,100810,Cashback Boost,Email,2024-05-10,False,False
8002212,117642,Cashback Boost,Push Notification,2024-10-19,False,False
8002213,104201,Dormant Reactivation,Email,2023-04-28,False,False
8002214,102575,Cashback Boost,In-App Banner,2023-05-29,False,False
8002215,121781,Travel Card,SMS,2023-01-09,False,True
8002216,125286,Savings Goal,In-App Banner,2024-02-13,False,False
8002217,115048,Premium Upgrade,SMS,2024-12-23,False,False
8002218,111706,Cashback Boost,In-App Banner,2024-10-16,False,False
8002219,102138,Travel Card,Email,2023-02-05,False,False
8002220,105403,Loan Offer,Push Notification,2024-11-27,False,False
8002221,113084,Loan Offer,Email,2024-07-17,False,False
8002222,103610,Premium Upgrade,In-App Banner,2024-02-13,False,False
8002223,100690,Premium Upgrade,Email,2023-01-26,False,False
8002224,127092,Savings Goal,SMS,2023-04-22,True,False
8002225,107220,Premium Upgrade,Push Notification,2024-01-16,False,False
8002226,125449,Loan Offer,Email,2023-09-17,False,False
8002227,119010,Premium Upgrade,Email,2023-11-22,False,False
8002228,106954,Premium Upgrade,Push Notification,2024-05-29,False,False
8002229,108835,Premium Upgrade,Push Notification,2023-01-18,False,False
8002230,124011,Cashback Boost,In-App Banner,2024-07-12,False,False
8002231,116877,Savings Goal,Email,2024-12-10,False,False
8002232,101621,Travel Card,Email,2023-05-01,False,False
8002233,129257,Premium Upgrade,Push Notification,2023-01-14,False,False
8002234,107078,Loan Offer,Push Notification,2024-06-09,False,False
8002235,127313,Travel Card,Email,2023-07-29,False,False
8002236,105881,Loan Offer,SMS,2023-10-07,False,False
8002237,124569,Loan Offer,Push Notification,2024-09-22,False,False
8002238,900107,Savings Goal,Email,2023-01-12,True,False
8002239,102065,Premium Upgrade,Email,2023-01-26,False,False
8002240,112322,Dormant Reactivation,Push Notification,2024-03-15,False,False
8002241,115774,Savings Goal,SMS,2023-09-01,False,False
8002242,128817,Premium Upgrade,Email,2024-10-06,False,False
8002243,111364,Travel Card,In-App Banner,2024-03-16,False,False
8002244,104021,Cashback Boost,Push Notification,2024-01-06,False,False
8002245,100430,Travel Card,SMS,2024-06-12,False,False
8002246,103749,Savings Goal,Email,2024-10-20,False,False
8002247,116489,Dormant Reactivation,Push Notification,2023-10-28,False,False
8002248,126996,Cashback Boost,Email,2023-11-26,False,False
8002249,129510,Dormant Reactivation,Push Notification,2024-01-22,True,True
8002250,110192,Cashback Boost,Push Notification,2023-04-04,True,False
8002251,112955,Loan Offer,Email,2024-08-21,False,False
8002252,120908,Cashback Boost,Push Notification,2024-09-26,False,False
8002253,124550,Dormant Reactivation,Push Notification,2023-10-14,True,False
8002254,119564,Cashback Boost,Push Notification,2024-12-04,True,False
8002255,109437,Premium Upgrade,In-App Banner,2024-07-24,False,False
8002256,100090,Travel Card,Push Notification,2024-05-28,False,False
8002257,124185,Travel Card,Push Notification,2024-07-28,False,False
8002258,102711,Premium Upgrade,Email,2023-06-24,False,False
8002259,111438,Premium Upgrade,SMS,2024-05-08,False,False
8002260,112087,Cashback Boost,Email,2024-07-15,False,False
8002261,110601,Savings Goal,Email,2023-01-26,False,False
8002262,101971,Savings Goal,Email,2023-11-10,False,False
8002263,115428,Cashback Boost,SMS,2024-07-14,False,False
8002264,102661,Savings Goal,In-App Banner,2024-10-10,False,False
8002265,120824,Loan Offer,Push Notification,2023-07-16,False,False
8002266,115152,Dormant Reactivation,Email,2024-10-07,False,False
8002267,124453,Travel Card,Push Notification,2023-06-19,False,False
8002268,119834,Cashback Boost,Email,2024-04-25,False,False
8002269,102427,Travel Card,In-App Banner,2023-11-01,False,False
8002270,109343,Dormant Reactivation,In-App Banner,2024-07-22,False,False
8002271,123300,Loan Offer,Email,2023-08-30,False,False
8002272,129475,Cashback Boost,Email,2024-02-10,False,False
8002273,101783,Savings Goal,Email,2024-11-30,False,False
8002274,127176,Premium Upgrade,Push Notification,2023-02-06,False,False
8002275,120252,Cashback Boost,SMS,2023-10-06,False,False
8002276,111953,Loan Offer,SMS,2024-11-24,False,False
8002277,111614,Savings Goal,Push Notification,2023-09-24,True,False
8002278,119880,Premium Upgrade,Email,2024-12-04,False,False
8002279,118069,Travel Card,Email,2023-06-15,False,False
8002280,119710,Travel Card,Push Notification,2024-04-27,False,False
8002281,100551,Cashback Boost,Email,2024-06-19,False,False
8002282,114384,Premium Upgrade,Push Notification,2023-05-23,False,False
8002283,105575,Savings Goal,Email,2024-08-20,False,False
8002284,125892,Dormant Reactivation,Push Notification,2023-08-31,True,False
8002285,900321,Dormant Reactivation,In-App Banner,2023-10-31,False,False
8002286,121289,Savings Goal,Email,2024-01-14,False,False
8002287,115025,Cashback Boost,Push Notification,2024-01-05,False,False
8002288,100590,Cashback Boost,In-App Banner,2023-07-01,False,False
8002289,109025,Dormant Reactivation,Push Notification,2023-06-27,False,False
8002290,120838,Loan Offer,Email,2024-02-15,True,False
8002291,117577,Savings Goal,Email,2023-09-04,False,False
8002292,127544,Savings Goal,Email,2024-06-05,False,False
8002293,105789,Cashback Boost,Push Notification,2023-04-18,False,False
8002294,100388,Premium Upgrade,SMS,2023-01-31,False,False
8002295,124353,Cashback Boost,Email,2023-11-20,False,False
8002296,106701,Travel Card,Email,2024-09-09,False,False
8002297,114652,Loan Offer,Email,2024-10-18,False,False
8002298,102033,Loan Offer,Push Notification,2024-05-08,True,False
8002299,110121,Loan Offer,Email,2023-10-09,False,False
8002300,120389,Loan Offer,Push Notification,2023-03-30,False,False
8002301,103422,Cashback Boost,Email,2024-10-10,False,False
8002302,105093,Premium Upgrade,Push Notification,2023-11-13,False,False
8002303,124598,Loan Offer,In-App Banner,2024-04-05,True,False
8002304,106647,Premium Upgrade,Email,2024-05-16,False,False
8002305,126678,Savings Goal,Email,2023-11-10,False,False
8002306,109508,Cashback Boost,Push Notification,2024-02-12,False,False
8002307,106566,Loan Offer,Push Notification,2024-10-13,False,False
8002308,120862,Premium Upgrade,In-App Banner,2023-05-02,False,False
8002309,114981,Loan Offer,SMS,2023-05-26,True,True
8002310,111431,Savings Goal,SMS,2023-07-28,False,False
8002311,118709,Cashback Boost,Email,2023-06-28,False,False
8002312,129803,Savings Goal,Email,2023-04-17,False,False
8002313,120798,Cashback Boost,Email,2024-09-17,False,False
8002314,100516,Savings Goal,Email,2023-07-11,False,False
8002315,114386,Cashback Boost,SMS,2023-05-10,False,False
8002316,121922,Savings Goal,Email,2023-11-30,False,False
8002317,125263,Cashback Boost,In-App Banner,2024-07-09,False,False
8002318,121859,Premium Upgrade,In-App Banner,2024-04-08,False,False
8002319,100449,Cashback Boost,Push Notification,2024-01-02,False,False
8002320,121709,Cashback Boost,Push Notification,2024-08-29,False,False
8002321,126014,Savings Goal,Push Notification,2023-06-26,False,False
8002322,103104,Loan Offer,Email,2023-05-16,False,False
8002323,122588,Savings Goal,Push Notification,2023-05-25,False,False
8002324,108823,Premium Upgrade,In-App Banner,2023-01-19,False,False
8002325,121946,Savings Goal,Email,2024-08-13,False,False
8002326,120280,Cashback Boost,In-App Banner,2024-06-21,False,False
8002327,115111,Dormant Reactivation,Email,2024-08-12,False,False
8002328,122018,Loan Offer,In-App Banner,2024-04-08,False,False
8002329,127280,Loan Offer,In-App Banner,2024-03-09,True,False
8002330,117481,Loan Offer,Email,2024-05-08,False,False
8002331,108572,Cashback Boost,Email,2024-12-26,False,False
8002332,109305,Savings Goal,Push Notification,2024-07-06,False,False
8002333,122840,Cashback Boost,Push Notification,2023-06-15,False,False
8002334,112575,Premium Upgrade,In-App Banner,2023-01-06,False,False
8002335,101170,Savings Goal,Email,2023-02-16,False,False
8002336,105361,Cashback Boost,Email,2023-07-05,False,False
8002337,126550,Loan Offer,Email,2023-11-27,False,False
8002338,119707,Cashback Boost,Email,2023-05-05,False,False
8002339,104872,Cashback Boost,Email,2024-06-15,False,False
8002340,105475,Savings Goal,In-App Banner,2024-10-05,False,False
8002341,900064,Cashback Boost,Push Notification,2024-12-15,False,False
8002342,113386,Cashback Boost,In-App Banner,2023-01-11,False,False
8002343,103697,Travel Card,Push Notification,2024-07-04,False,False
8002344,127937,Cashback Boost,Email,2024-08-21,False,False
8002345,119365,Premium Upgrade,Email,2023-06-03,False,False
8002346,126628,Loan Offer,Email,2024-06-26,False,False
8002347,117696,Cashback Boost,SMS,2023-06-26,False,False
8002348,127836,Travel Card,Email,2023-07-09,False,False
8002349,116122,Cashback Boost,Email,2023-09-22,False,False
8002350,115815,Travel Card,Email,2023-02-18,False,False
8002351,123073,Savings Goal,Email,2023-02-14,False,False
8002352,121036,Cashback Boost,In-App Banner,2023-06-01,False,False
8002353,109119,Loan Offer,Push Notification,2023-07-27,False,False
8002354,103373,Travel Card,Email,2023-08-29,False,False
8002355,114436,Dormant Reactivation,Push Notification,2023-03-24,True,False
8002356,128351,Loan Offer,Email,2023-07-01,True,False
8002357,116852,Cashback Boost,Push Notification,2023-05-09,False,False
8002358,121122,Travel Card,SMS,2023-07-02,False,False
8002359,101468,Cashback Boost,Push Notification,2024-03-31,False,False
8002360,114418,Savings Goal,SMS,2024-12-17,False,False
8002361,107128,Cashback Boost,Push Notification,2023-04-25,True,False
8002362,101038,Cashback Boost,Email,2024-03-17,False,False
8002363,101511,Savings Goal,Email,2023-10-06,False,False
8002364,105334,Travel Card,Push Notification,2024-01-25,True,False
8002365,116651,Loan Offer,In-App Banner,2023-02-27,False,False
8002366,109944,Travel Card,Email,2024-12-03,False,False
8002367,107941,Travel Card,In-App Banner,2023-02-10,False,False
8002368,127827,Savings Goal,In-App Banner,2023-06-16,False,False
8002369,121255,Savings Goal,Email,2023-12-15,False,False
8002370,122510,Savings Goal,Email,2024-10-09,False,False
8002371,129273,Cashback Boost,Push Notification,2024-04-22,False,False
8002372,122920,Dormant Reactivation,Push Notification,2024-09-16,False,False
8002373,103003,Premium Upgrade,Email,2023-05-14,True,True
8002374,112459,Loan Offer,Push Notification,2024-10-06,False,False
8002375,112039,Loan Offer,Email,2023-10-16,False,False
8002376,104581,Premium Upgrade,Push Notification,2024-09-24,False,False
8002377,102583,Savings Goal,Email,2024-05-21,False,False
8002378,117007,Loan Offer,In-App Banner,2024-07-15,False,False
8002379,128314,Cashback Boost,Email,2024-03-10,False,False
8002380,124709,Cashback Boost,SMS,2023-12-19,True,False
8002381,102176,Premium Upgrade,Email,2024-07-07,False,False
8002382,127224,Travel Card,In-App Banner,2024-10-07,True,False
8002383,114565,Travel Card,Email,2024-07-04,False,False
8002384,123940,Travel Card,SMS,2024-01-01,False,False
8002385,100141,Savings Goal,Push Notification,2024-03-29,False,False
8002386,105497,Premium Upgrade,Push Notification,2024-03-16,True,False
8002387,105456,Travel Card,SMS,2024-06-30,False,False
8002388,123245,Cashback Boost,Email,2024-03-24,False,False
8002389,126534,Loan Offer,Push Notification,2024-03-18,False,False
8002390,113682,Loan Offer,Push Notification,2024-09-22,False,False
8002391,101767,Cashback Boost,Email,2024-02-12,False,False
8002392,109767,Travel Card,Push Notification,2024-11-24,False,False
8002393,120199,Premium Upgrade,Email,2024-01-23,False,False
8002394,103230,Premium Upgrade,SMS,2024-12-11,False,False
8002395,126696,Dormant Reactivation,In-App Banner,2023-12-27,False,False
8002396,113572,Loan Offer,Push Notification,2024-02-07,False,False
8002397,107594,Loan Offer,SMS,2024-04-15,False,False
8002398,115066,Cashback Boost,Email,2024-03-19,False,False
8002399,112243,Travel Card,Push Notification,2024-11-11,False,False
8002400,105451,Dormant Reactivation,Email,2024-07-18,True,False
8002401,122971,Travel Card,Email,2024-03-16,False,False
8002402,103119,Loan Offer,SMS,2023-11-15,False,False
8002403,101589,Dormant Reactivation,Email,2023-09-02,False,False
8002404,128076,Loan Offer,Email,2024-05-23,False,False
8002405,111681,Cashback Boost,In-App Banner,2024-02-08,False,False
8002406,105299,Cashback Boost,Email,2023-11-11,False,False
8002407,111234,Cashback Boost,In-App Banner,2023-05-31,False,False
8002408,105978,Premium Upgrade,Email,2023-03-18,False,False
8002409,122335,Cashback Boost,In-App Banner,2024-04-17,False,False
8002410,117719,Cashback Boost,In-App Banner,2024-12-18,False,False
8002411,115222,Cashback Boost,In-App Banner,2023-07-01,False,False
8002412,101540,Savings Goal,In-App Banner,2024-08-13,False,False
8002413,109424,Savings Goal,Push Notification,2023-08-11,False,False
8002414,110454,Savings Goal,Push Notification,2023-05-14,False,False
8002415,116226,Travel Card,Push Notification,2023-03-07,False,False
8002416,108112,Premium Upgrade,SMS,2024-10-26,False,False
8002417,111050,Savings Goal,SMS,2023-02-16,False,False
8002418,101366,Dormant Reactivation,Email,2023-11-25,False,False
8002419,121347,Travel Card,Push Notification,2023-07-11,False,False
8002420,123998,Cashback Boost,Email,2024-05-24,False,False
8002421,112735,Dormant Reactivation,Push Notification,2023-08-03,False,False
8002422,125989,Cashback Boost,In-App Banner,2023-04-21,False,False
8002423,125710,Travel Card,SMS,2023-11-25,False,False
8002424,101798,Loan Offer,Email,2024-11-09,False,False
8002425,105017,Travel Card,In-App Banner,2024-02-18,True,False
8002426,106420,Travel Card,Push Notification,2024-05-21,False,False
8002427,106582,Loan Offer,Email,2023-07-12,False,False
8002428,104109,Cashback Boost,In-App Banner,2024-02-26,False,False
8002429,114169,Savings Goal,SMS,2024-05-02,False,False
8002430,100112,Premium Upgrade,Email,2024-10-10,False,False
8002431,105102,Cashback Boost,Email,2023-04-19,False,False
8002432,118052,Premium Upgrade,Push Notification,2023-03-04,False,False
8002433,125297,Loan Offer,Email,2024-05-31,False,False
8002434,120656,Cashback Boost,Email,2024-11-09,True,True
8002435,119413,Savings Goal,Push Notification,2023-07-10,False,False
8002436,115946,Premium Upgrade,In-App Banner,2023-09-24,False,False
8002437,111129,Travel Card,Push Notification,2023-03-07,False,False
8002438,124874,Travel Card,Push Notification,2023-03-26,False,False
8002439,111380,Premium Upgrade,Push Notification,2023-09-26,False,False
8002440,900322,Premium Upgrade,In-App Banner,2023-05-13,False,False
8002441,129581,Cashback Boost,SMS,2024-04-08,False,False
8002442,106545,Travel Card,Email,2024-02-22,True,False
8002443,120921,Premium Upgrade,Email,2023-01-15,False,False
8002444,116639,Travel Card,In-App Banner,2023-10-14,False,False
8002445,112268,Cashback Boost,Push Notification,2024-01-18,False,False
8002446,123861,Cashback Boost,SMS,2023-08-12,False,False
8002447,114482,Cashback Boost,Push Notification,2023-03-11,False,False
8002448,122649,Savings Goal,Email,2023-08-27,False,False
8002449,102673,Premium Upgrade,Push Notification,2024-04-01,True,False
8002450,101039,Savings Goal,In-App Banner,2024-04-26,False,False
8002451,115414,Cashback Boost,SMS,2024-02-10,False,False
8002452,117046,Loan Offer,Email,2023-11-10,False,False
8002453,112853,Loan Offer,Email,2023-07-18,False,False
8002454,109254,Cashback Boost,Email,2023-04-14,False,False
8002455,126268,Savings Goal,Email,2024-05-01,False,False
8002456,125406,Savings Goal,Email,2024-01-21,False,False
8002457,111794,Loan Offer,Push Notification,2024-09-11,False,False
8002458,121306,Dormant Reactivation,Email,2024-10-31,True,False
8002459,101649,Cashback Boost,Push Notification,2024-07-05,False,False
8002460,105058,Premium Upgrade,Email,2024-09-06,False,False
8002461,114985,Savings Goal,Email,2023-02-17,False,False
8002462,102079,Savings Goal,Email,2023-12-16,False,False
8002463,118253,Premium Upgrade,Email,2024-11-10,True,False
8002464,107550,Travel Card,In-App Banner,2023-04-23,False,False
8002465,111618,Dormant Reactivation,In-App Banner,2024-05-26,False,False
8002466,101460,Cashback Boost,Email,2023-03-22,False,False
8002467,103496,Premium Upgrade,Push Notification,2024-02-24,False,False
8002468,115922,Loan Offer,Email,2024-10-05,False,False
8002469,116274,Cashback Boost,In-App Banner,2024-10-10,False,False
8002470,116750,Premium Upgrade,Email,2023-04-02,False,False
8002471,110146,Loan Offer,Email,2023-02-27,False,False
8002472,113897,Travel Card,In-App Banner,2023-11-27,True,False
8002473,128354,Premium Upgrade,Push Notification,2024-10-23,False,False
8002474,109219,Travel Card,SMS,2023-04-28,False,False
8002475,119906,Dormant Reactivation,Push Notification,2024-05-26,False,False
8002476,129482,Cashback Boost,In-App Banner,2024-06-15,False,False
8002477,112901,Cashback Boost,Email,2023-02-12,False,False
8002478,118087,Premium Upgrade,Email,2024-03-03,False,False
8002479,129240,Savings Goal,In-App Banner,2023-03-01,False,False
8002480,123167,Cashback Boost,Push Notification,2023-06-13,False,False
8002481,111640,Cashback Boost,In-App Banner,2024-09-03,False,False
8002482,108548,Savings Goal,Push Notification,2023-09-14,False,False
8002483,126084,Dormant Reactivation,Email,2023-10-10,False,False
8002484,129531,Loan Offer,Push Notification,2023-11-29,True,False
8002485,106151,Travel Card,Email,2024-04-12,False,False
8002486,106200,Travel Card,Email,2024-10-06,False,False
8002487,109234,Savings Goal,Email,2024-08-15,False,False
8002488,125494,Cashback Boost,SMS,2024-08-27,False,False
8002489,119014,Dormant Reactivation,Push Notification,2023-04-07,False,False
8002490,128601,Loan Offer,Push Notification,2024-01-18,False,False
8002491,109240,Loan Offer,Email,2023-11-27,False,False
8002492,119429,Premium Upgrade,In-App Banner,2023-02-21,False,False
8002493,108108,Dormant Reactivation,In-App Banner,2023-08-25,False,False
8002494,126079,Travel Card,SMS,2023-05-10,False,False
8002495,900215,Loan Offer,Push Notification,2024-05-17,False,False
8002496,109814,Savings Goal,Email,2023-12-20,False,False
8002497,116037,Savings Goal,Push Notification,2023-12-29,False,False
8002498,106293,Dormant Reactivation,Email,2024-09-29,False,False
8002499,126605,Cashback Boost,Email,2023-07-22,False,False
8002500,118432,Cashback Boost,In-App Banner,2024-01-14,False,False
8002501,125066,Cashback Boost,Email,2023-05-16,False,False
8002502,115424,Loan Offer,In-App Banner,2024-08-26,True,False
8002503,125195,Savings Goal,In-App Banner,2024-09-10,False,False
8002504,101814,Travel Card,Email,2023-10-30,False,False
8002505,103634,Dormant Reactivation,Email,2023-03-16,False,False
8002506,124424,Savings Goal,In-App Banner,2023-10-01,False,False
8002507,103467,Savings Goal,SMS,2024-12-27,False,False
8002508,100775,Cashback Boost,SMS,2024-01-09,False,False
8002509,114667,Dormant Reactivation,Push Notification,2024-05-07,False,False
8002510,122649,Premium Upgrade,Email,2024-11-02,False,False
8002511,119579,Savings Goal,In-App Banner,2024-12-19,False,False
8002512,127518,Premium Upgrade,In-App Banner,2023-02-03,False,False
8002513,122423,Savings Goal,Push Notification,2024-06-12,False,False
8002514,117648,Savings Goal,In-App Banner,2023-02-10,False,False
8002515,110009,Cashback Boost,Push Notification,2024-09-09,False,False
8002516,111061,Travel Card,In-App Banner,2024-05-07,False,False
8002517,107851,Dormant Reactivation,Push Notification,2024-08-08,False,False
8002518,114632,Savings Goal,Email,2024-05-18,False,False
8002519,127166,Premium Upgrade,Email,2023-03-30,False,False
8002520,124298,Cashback Boost,Email,2023-07-23,False,True
8002521,116485,Premium Upgrade,Push Notification,2023-12-12,False,False
8002522,115389,Premium Upgrade,Push Notification,2023-02-09,False,False
8002523,105607,Cashback Boost,Push Notification,2023-04-30,False,False
8002524,118537,Travel Card,Push Notification,2023-03-01,False,False
8002525,107378,Savings Goal,Push Notification,2023-04-10,False,False
