ticket_id,customer_id,ticket_date,issue_type,priority,resolution_status,satisfaction_score
7003743,123881,2024-10-11,Card Blocked,Medium,Resolved,4.0
7003744,114561,2024-06-08,Card Blocked,Medium,Resolved,3.0
7003745,120885,2023-06-13,Account Access,Low,Escalated,3.0
7003746,123868,2024-03-31,Account Access,Medium,Resolved,3.0
7003747,109193,2023-02-02,Failed Payment,High,Resolved,3.0
7003748,106028,2024-02-16,Failed Payment,Medium,Unresolved,3.0
7003749,114209,2023-09-29,General,Medium,Resolved,4.0
7003750,110566,2024-12-27,Card Blocked,Medium,Resolved,4.0
7003751,112401,2023-03-28,Account Access,Medium,Resolved,5.0
7003752,101974,2023-05-10,Card Blocked,Medium,Resolved,4.0
7003753,128558,2024-09-12,Failed Payment,Medium,Resolved,3.0
7003754,111745,2024-05-19,Failed Payment,Critical,Resolved,5.0
7003755,124533,2024-03-17,Chargeback,High,Resolved,4.0
7003756,114687,2023-04-23,Failed Payment,Medium,Resolved,3.0
7003757,127538,2023-11-11,Card Blocked,Low,Resolved,5.0
7003758,125755,2024-10-14,Account Access,Medium,Escalated,2.0
7003759,105906,2024-02-28,Failed Payment,Medium,Resolved,5.0
7003760,120579,2024-07-12,Failed Payment,High,Resolved,4.0
7003761,128171,2023-05-15,Failed Payment,Medium,Resolved,5.0
7003762,116243,2023-08-25,Failed Payment,Medium,Resolved,4.0
7003763,115347,2024-02-18,Failed Payment,Medium,Resolved,4.0
7003764,127612,2024-03-12,Chargeback,High,Escalated,4.0
7003765,108208,2024-03-16,Chargeback,High,Resolved,5.0
7003766,105832,2023-07-16,Failed Payment,High,Resolved,4.0
7003767,112150,2023-03-23,Chargeback,Critical,Unresolved,3.0
7003768,122447,2023-10-27,Card Blocked,High,Resolved,5.0
7003769,102568,2024-02-07,Failed Payment,High,Resolved,4.0
7003770,107489,2023-07-27,Failed Payment,Medium,Resolved,3.0
7003771,127320,2023-03-17,Account Access,Low,Resolved,4.0
7003772,126136,2024-08-18,Fraud Concern,High,Resolved,3.0
7003773,113601,2024-05-08,Fraud Concern,High,Resolved,3.0
7003774,122016,2023-07-10,Loan Question,Low,Resolved,4.0
7003775,111130,2024-11-30,KYC Delay,Low,Resolved,3.0
7003776,117085,2024-07-26,Chargeback,Medium,Resolved,4.0
7003777,123432,2023-11-21,Chargeback,Medium,Resolved,5.0
7003778,110373,2024-08-10,Account Access,Medium,Resolved,4.0
7003779,110098,2024-07-18,Loan Question,Low,Unresolved,1.0
7003780,114949,2024-09-22,Card Blocked,Medium,Unresolved,1.0
7003781,105013,2024-03-06,Card Blocked,Medium,Resolved,3.0
7003782,121368,2023-08-01,Failed Payment,Medium,Unresolved,3.0
7003783,105750,2023-11-27,Loan Question,High,Resolved,
7003784,100767,2024-02-02,Chargeback,High,Escalated,4.0
7003785,120126,2024-11-09,Account Access,Medium,Resolved,
7003786,122774,2024-10-09,Card Blocked,Critical,Resolved,2.0
7003787,106084,2024-12-29,Failed Payment,Medium,Resolved,4.0
7003788,126940,2024-05-10,Loan Question,Medium,Resolved,
7003789,115043,2024-05-16,Card Blocked,Low,Resolved,4.0
7003790,125294,2023-01-04,General,High,Resolved,4.0
7003791,103048,2023-01-14,Loan Question,Low,Resolved,5.0
7003792,100622,2024-10-26,Failed Payment,High,Escalated,3.0
7003793,114704,2023-10-07,Card Blocked,Medium,Resolved,3.0
7003794,129992,2023-05-18,General,High,Resolved,5.0
7003795,100160,2023-12-12,KYC Delay,High,Unresolved,2.0
7003796,113097,2023-07-06,Failed Payment,Medium,Resolved,5.0
7003797,107999,2023-06-24,Failed Payment,High,Resolved,3.0
7003798,115012,2024-12-15,General,Critical,Resolved,3.0
7003799,114562,2024-10-05,Loan Question,Medium,Resolved,5.0
7003800,900371,2023-01-27,Chargeback,High,Resolved,5.0
7003801,120133,2023-12-22,Account Access,Medium,Escalated,
7003802,109402,2024-03-28,Failed Payment,Critical,Resolved,3.0
7003803,105177,2023-07-22,Chargeback,High,Resolved,3.0
7003804,125776,2024-02-03,Failed Payment,High,Escalated,3.0
7003805,123417,2023-10-09,Account Access,Medium,Resolved,4.0
7003806,107779,2024-07-08,Chargeback,High,Resolved,5.0
7003807,114134,2024-04-18,Card Blocked,Medium,Resolved,3.0
7003808,103922,2024-05-24,Card Blocked,Low,Unresolved,3.0
7003809,113618,2023-03-31,KYC Delay,Medium,Resolved,4.0
7003810,122127,2023-04-13,General,High,Resolved,5.0
7003811,126221,2024-03-26,Chargeback,Medium,Resolved,4.0
7003812,101960,2023-04-25,KYC Delay,Medium,Escalated,3.0
7003813,120730,2023-08-29,General,Medium,Escalated,3.0
7003814,112542,2024-02-11,Chargeback,High,Resolved,3.0
7003815,123274,2024-08-11,Account Access,Critical,Resolved,4.0
7003816,115007,2023-09-16,Failed Payment,Medium,Resolved,5.0
7003817,128734,2023-09-07,Chargeback,Critical,Resolved,4.0
7003818,120275,2023-12-30,Account Access,High,Resolved,4.0
7003819,102137,2024-02-28,General,Medium,Resolved,5.0
7003820,106056,2023-08-21,Failed Payment,High,Resolved,4.0
7003821,105434,2023-07-22,Loan Question,Critical,Resolved,
7003822,102118,2024-07-10,Fraud Concern,Medium,Resolved,4.0
7003823,112252,2024-05-19,Account Access,Low,Resolved,4.0
7003824,119882,2023-08-11,Account Access,Critical,Escalated,4.0
7003825,129434,2024-01-08,Account Access,Critical,Resolved,4.0
7003826,128575,2024-09-02,Failed Payment,High,Resolved,4.0
7003827,110227,2024-09-15,Loan Question,High,Resolved,4.0
7003828,129465,2023-09-10,Account Access,Low,Unresolved,3.0
7003829,126070,2024-09-04,Account Access,Critical,Resolved,5.0
7003830,118497,2024-10-23,Card Blocked,Low,Unresolved,1.0
7003831,120469,2024-03-28,Failed Payment,Medium,Resolved,2.0
7003832,126023,2023-06-26,General,Critical,Resolved,4.0
7003833,128004,2023-04-19,Card Blocked,Medium,Resolved,4.0
7003834,100224,2024-02-09,Fraud Concern,High,Resolved,4.0
7003835,119554,2024-10-25,Failed Payment,Critical,Resolved,2.0
7003836,110713,2024-07-12,KYC Delay,Low,Resolved,4.0
7003837,126386,2023-07-07,Fraud Concern,High,Resolved,4.0
7003838,111836,2024-03-16,General,Medium,Resolved,4.0
7003839,112089,2023-01-31,Loan Question,High,Resolved,5.0
7003840,113502,2024-05-21,Chargeback,Medium,Resolved,5.0
7003841,125820,2024-11-25,General,Low,Resolved,2.0
7003842,103418,2023-03-16,Fraud Concern,Medium,Resolved,4.0
7003843,110403,2023-10-27,Account Access,Low,Resolved,4.0
7003844,120875,2023-12-27,Account Access,Low,Resolved,4.0
7003845,122682,2023-07-10,General,Medium,Resolved,4.0
7003846,128140,2024-08-15,Account Access,Low,Resolved,4.0
7003847,104492,2023-05-26,Account Access,Medium,Resolved,5.0
7003848,113860,2023-04-14,Account Access,Critical,Resolved,4.0
7003849,111224,2024-12-02,Failed Payment,High,Resolved,5.0
7003850,102534,2023-08-08,General,Low,Resolved,3.0
7003851,122066,2023-02-14,Account Access,High,Resolved,5.0
7003852,120123,2024-04-28,Failed Payment,Critical,Resolved,4.0
7003853,128486,2023-03-25,Account Access,High,Resolved,5.0
7003854,107586,2023-03-21,Failed Payment,Medium,Escalated,5.0
7003855,118954,2023-09-17,Account Access,High,Escalated,
7003856,123116,2024-11-05,Loan Question,Low,Resolved,5.0
7003857,125462,2023-01-15,Card Blocked,Low,Resolved,2.0
7003858,107126,2023-08-06,Account Access,Medium,Resolved,5.0
7003859,107607,2024-03-11,General,Medium,Resolved,5.0
7003860,123156,2023-03-08,Failed Payment,High,Resolved,3.0
7003861,117969,2023-01-07,Account Access,Medium,Unresolved,2.0
7003862,116530,2023-10-24,Failed Payment,Medium,Resolved,4.0
7003863,114803,2023-07-05,KYC Delay,Low,Unresolved,2.0
7003864,118433,2023-07-16,Failed Payment,Critical,Unresolved,
7003865,116382,2024-11-26,Failed Payment,High,Resolved,
7003866,116983,2024-06-07,Failed Payment,High,Resolved,4.0
7003867,103150,2024-03-19,Loan Question,High,Resolved,4.0
7003868,128117,2023-12-27,Account Access,High,Resolved,4.0
7003869,120460,2024-04-09,Card Blocked,Medium,Resolved,5.0
7003870,121244,2024-10-03,General,High,Resolved,4.0
7003871,115104,2024-02-21,Failed Payment,High,Unresolved,2.0
7003872,110240,2023-08-14,Account Access,High,Resolved,4.0
7003873,118078,2024-04-08,Chargeback,High,Resolved,3.0
7003874,104953,2024-01-08,General,High,Resolved,5.0
7003875,124533,2024-12-30,Fraud Concern,Critical,Resolved,4.0
7003876,115709,2023-01-17,Failed Payment,High,Unresolved,2.0
7003877,129121,2023-06-27,Card Blocked,High,Resolved,5.0
7003878,900142,2023-11-28,General,Medium,Escalated,3.0
7003879,900029,2024-07-08,Chargeback,High,Resolved,3.0
7003880,120657,2023-02-18,Card Blocked,Medium,Resolved,4.0
7003881,121409,2024-07-29,Failed Payment,High,Unresolved,1.0
7003882,127263,2024-01-03,Failed Payment,Medium,Resolved,3.0
7003883,111256,2024-08-02,Fraud Concern,Medium,Unresolved,3.0
7003884,124285,2023-08-21,Failed Payment,High,Resolved,4.0
7003885,119823,2023-06-17,Fraud Concern,High,Resolved,5.0
7003886,119649,2023-03-26,Loan Question,Low,Resolved,3.0
7003887,128388,2024-01-28,Fraud Concern,High,Resolved,4.0
7003888,101298,2023-10-29,General,Medium,Resolved,4.0
7003889,128974,2023-05-05,Loan Question,Critical,Unresolved,2.0
7003890,129818,2024-04-16,Account Access,Low,Resolved,4.0
7003891,112403,2024-07-12,Fraud Concern,High,Resolved,5.0
7003892,113493,2023-04-22,Fraud Concern,Medium,Resolved,4.0
7003893,114031,2023-03-12,Card Blocked,High,Unresolved,2.0
7003894,126291,2023-07-17,Account Access,Low,Resolved,4.0
7003895,127596,2024-02-13,Chargeback,Medium,Resolved,4.0
7003896,101071,2023-03-02,Chargeback,Medium,Resolved,4.0
7003897,123559,2023-05-27,Failed Payment,Critical,Unresolved,1.0
7003898,117858,2023-05-06,Loan Question,Medium,Resolved,5.0
7003899,113705,2023-05-20,Failed Payment,Critical,Resolved,
7003900,113389,2023-11-15,Chargeback,Medium,Resolved,3.0
7003901,116822,2023-07-02,KYC Delay,Low,Escalated,2.0
7003902,129128,2024-03-16,Fraud Concern,High,Resolved,3.0
7003903,118280,2024-04-14,Chargeback,High,Unresolved,3.0
7003904,111663,2023-04-03,KYC Delay,Low,Resolved,4.0
7003905,105403,2024-09-13,Loan Question,Medium,Resolved,
7003906,111448,2023-05-07,KYC Delay,Low,Resolved,3.0
7003907,117596,2024-02-12,Account Access,Medium,Resolved,5.0
7003908,103515,2024-12-21,Fraud Concern,High,Resolved,4.0
7003909,103804,2023-05-16,KYC Delay,High,Resolved,2.0
7003910,125875,2024-11-28,Failed Payment,Medium,Resolved,5.0
7003911,109585,2023-08-31,Failed Payment,Medium,Resolved,5.0
7003912,127273,2024-09-01,KYC Delay,High,Resolved,5.0
7003913,117610,2023-07-26,General,Medium,Escalated,2.0
7003914,119765,2023-07-22,Failed Payment,High,Resolved,3.0
7003915,105321,2023-10-09,Failed Payment,High,Resolved,4.0
7003916,107537,2023-05-25,Card Blocked,High,Escalated,3.0
7003917,111240,2023-10-05,Chargeback,Medium,Resolved,5.0
7003918,120041,2024-05-25,KYC Delay,Low,Resolved,3.0
7003919,107235,2024-06-13,Chargeback,High,Resolved,4.0
7003920,100253,2024-06-29,Card Blocked,Medium,Unresolved,1.0
7003921,110440,2024-07-01,Account Access,Medium,Resolved,3.0
7003922,122605,2023-09-09,Account Access,High,Resolved,
7003923,115962,2023-09-26,Chargeback,Medium,Resolved,5.0
7003924,114948,2023-02-06,Card Blocked,High,Escalated,3.0
7003925,900389,2023-09-18,General,Medium,Resolved,4.0
7003926,119267,2023-09-13,Loan Question,Low,Escalated,3.0
7003927,128191,2023-05-15,KYC Delay,Medium,Resolved,4.0
7003928,121460,2023-06-01,Chargeback,Critical,Resolved,4.0
7003929,105988,2024-05-08,Failed Payment,High,Unresolved,1.0
7003930,118117,2024-01-22,Loan Question,Low,Resolved,2.0
7003931,112456,2024-11-09,Failed Payment,High,Resolved,4.0
7003932,104524,2024-12-18,Fraud Concern,High,Resolved,4.0
7003933,114423,2024-12-28,Failed Payment,High,Resolved,3.0
7003934,109372,2024-02-26,Card Blocked,Medium,Resolved,5.0
7003935,124172,2024-07-03,General,Medium,Resolved,3.0
7003936,129210,2023-01-11,KYC Delay,High,Resolved,4.0
7003937,104836,2024-09-21,Card Blocked,Critical,Resolved,4.0
7003938,112092,2024-05-12,Account Access,Medium,Resolved,
7003939,124653,2024-06-19,KYC Delay,Low,Resolved,4.0
7003940,103187,2023-05-05,Chargeback,Critical,Resolved,4.0
7003941,124459,2024-05-25,Card Blocked,Medium,Escalated,4.0
7003942,110565,2024-07-18,Chargeback,Medium,Resolved,4.0
7003943,115053,2023-07-30,Failed Payment,Medium,Resolved,3.0
7003944,125821,2023-01-06,KYC Delay,High,Resolved,3.0
7003945,113885,2023-08-02,Failed Payment,Critical,Resolved,4.0
7003946,118866,2023-04-09,Loan Question,Medium,Resolved,5.0
7003947,116788,2024-02-11,Failed Payment,Medium,Resolved,5.0
7003948,106126,2024-08-22,General,Medium,Resolved,4.0
7003949,111462,2024-11-02,KYC Delay,Low,Resolved,5.0
7003950,104271,2023-12-24,Fraud Concern,Medium,Resolved,2.0
7003951,128958,2023-05-23,Account Access,Medium,Resolved,4.0
7003952,115654,2023-02-17,KYC Delay,High,Resolved,5.0
7003953,114398,2024-07-25,Card Blocked,Low,Resolved,5.0
7003954,104142,2023-09-14,Failed Payment,High,Resolved,5.0
7003955,122831,2024-03-09,Failed Payment,High,Resolved,5.0
7003956,117115,2023-09-18,Failed Payment,High,Resolved,3.0
7003957,112223,2024-03-02,Card Blocked,Medium,Resolved,4.0
7003958,113257,2024-04-22,Failed Payment,Medium,Resolved,5.0
7003959,116576,2024-10-05,Failed Payment,Medium,Escalated,2.0
7003960,124339,2023-02-12,Chargeback,High,Resolved,
7003961,122762,2023-11-14,Failed Payment,Medium,Escalated,
7003962,127681,2024-03-21,KYC Delay,Medium,Resolved,4.0
7003963,122090,2023-07-21,Chargeback,Critical,Resolved,4.0
7003964,116337,2024-04-27,Loan Question,Medium,Resolved,4.0
7003965,129697,2023-11-02,General,Medium,Unresolved,2.0
7003966,108548,2023-06-20,Failed Payment,High,Resolved,3.0
7003967,121049,2023-12-16,General,Low,Resolved,4.0
7003968,109795,2023-09-26,General,Low,Unresolved,3.0
7003969,129021,2024-03-18,Account Access,Low,Unresolved,3.0
7003970,116161,2024-12-10,Fraud Concern,Medium,Resolved,4.0
7003971,123678,2023-10-28,Failed Payment,Medium,Resolved,4.0
7003972,112710,2023-07-24,Failed Payment,Medium,Resolved,5.0
7003973,126930,2023-03-30,Account Access,Medium,Resolved,5.0
7003974,128260,2023-07-17,Loan Question,Medium,Resolved,
7003975,104638,2023-12-22,Fraud Concern,Medium,Resolved,4.0
7003976,108173,2024-08-11,Chargeback,Critical,Resolved,5.0
7003977,106022,2023-02-25,Account Access,Low,Resolved,3.0
7003978,104691,2023-05-30,Fraud Concern,Critical,Escalated,2.0
7003979,123558,2023-12-14,Loan Question,Medium,Resolved,5.0
7003980,106416,2024-03-13,Fraud Concern,Critical,Resolved,5.0
7003981,111397,2024-04-03,KYC Delay,Low,Resolved,4.0
7003982,124295,2024-07-20,Account Access,High,Resolved,4.0
7003983,108475,2023-02-06,Fraud Concern,Medium,Resolved,5.0
7003984,103159,2024-07-24,Fraud Concern,Medium,Resolved,3.0
7003985,115916,2023-03-21,Account Access,Medium,Resolved,3.0
7003986,107569,2023-12-08,Failed Payment,High,Escalated,3.0
7003987,105710,2023-05-10,Failed Payment,High,Resolved,4.0
7003988,113453,2023-08-18,KYC Delay,Medium,Resolved,4.0
7003989,115383,2023-01-06,Failed Payment,Critical,Resolved,4.0
7003990,126906,2023-11-19,Account Access,Low,Resolved,4.0
7003991,126894,2023-11-08,Chargeback,Medium,Unresolved,1.0
7003992,122864,2023-09-01,Failed Payment,High,Resolved,4.0
7003993,110645,2024-06-30,KYC Delay,Medium,Unresolved,1.0
7003994,113659,2023-09-02,Card Blocked,Medium,Unresolved,
7003995,118959,2024-02-18,Loan Question,Medium,Resolved,4.0
7003996,120644,2024-02-07,General,Medium,Escalated,4.0
7003997,126554,2023-01-10,Account Access,High,Resolved,4.0
7003998,116643,2024-06-25,Account Access,High,Resolved,3.0
7003999,100605,2024-05-22,Chargeback,Medium,Resolved,3.0
7004000,109148,2023-04-10,Fraud Concern,Medium,Resolved,3.0
7004001,106734,2024-08-01,Failed Payment,High,Resolved,3.0
7004002,115784,2023-07-05,KYC Delay,Critical,Unresolved,2.0
7004003,106066,2024-12-30,Account Access,Low,Escalated,2.0
7004004,109040,2023-11-04,Failed Payment,Critical,Resolved,4.0
7004005,108486,2024-09-11,Chargeback,High,Resolved,4.0
7004006,103957,2023-02-14,General,Low,Unresolved,2.0
7004007,100163,2023-08-30,Card Blocked,Medium,Resolved,4.0
7004008,105213,2024-11-19,Card Blocked,Medium,Unresolved,2.0
7004009,101124,2024-12-18,Fraud Concern,Critical,Resolved,5.0
7004010,115200,2023-11-16,Failed Payment,High,Resolved,4.0
7004011,121802,2023-09-22,KYC Delay,Low,Unresolved,2.0
7004012,114299,2024-09-19,Chargeback,High,Resolved,4.0
7004013,118079,2024-05-25,Account Access,Medium,Resolved,4.0
7004014,115281,2023-12-14,Failed Payment,High,Resolved,4.0
7004015,123130,2023-04-26,KYC Delay,High,Resolved,5.0
7004016,129963,2024-08-02,Card Blocked,High,Resolved,4.0
7004017,106845,2023-05-10,Failed Payment,High,Unresolved,1.0
7004018,113941,2024-01-27,General,High,Escalated,4.0
7004019,106971,2024-12-09,KYC Delay,High,Unresolved,2.0
7004020,128876,2023-01-03,Failed Payment,Medium,Resolved,4.0
7004021,102007,2023-12-27,Card Blocked,High,Resolved,2.0
7004022,106430,2023-03-03,KYC Delay,Low,Resolved,3.0
7004023,900218,2024-09-16,Account Access,Low,Resolved,4.0
7004024,126309,2023-01-09,Fraud Concern,Medium,Resolved,5.0
7004025,900249,2024-12-09,Loan Question,Low,Resolved,
7004026,124820,2024-04-10,Chargeback,High,Resolved,4.0
7004027,111084,2024-12-04,Failed Payment,Critical,Resolved,4.0
7004028,125685,2023-03-24,KYC Delay,Medium,Resolved,3.0
7004029,127385,2023-03-02,Failed Payment,High,Resolved,5.0
7004030,129153,2023-07-03,Card Blocked,Low,Resolved,5.0
7004031,122867,2024-03-23,Account Access,High,Unresolved,3.0
7004032,100912,2023-12-16,Account Access,High,Resolved,5.0
7004033,112744,2024-03-12,Fraud Concern,Medium,Resolved,4.0
7004034,107038,2024-05-09,KYC Delay,Medium,Resolved,4.0
7004035,103735,2024-05-23,KYC Delay,Medium,Resolved,3.0
7004036,109810,2023-11-30,Chargeback,Critical,Resolved,5.0
7004037,101832,2023-09-23,Card Blocked,Low,Resolved,4.0
7004038,120045,2024-08-17,Account Access,Medium,Resolved,4.0
7004039,109236,2024-01-21,Account Access,Low,Escalated,2.0
7004040,106659,2024-10-05,Account Access,Medium,Resolved,4.0
7004041,106020,2024-04-04,Failed Payment,Critical,Resolved,4.0
7004042,111136,2023-09-28,Account Access,Medium,Unresolved,2.0
7004043,125761,2024-11-02,Card Blocked,Medium,Resolved,4.0
7004044,117334,2023-04-21,General,Low,Resolved,5.0
7004045,117396,2024-12-11,Failed Payment,Medium,Resolved,
7004046,118616,2024-03-20,General,High,Resolved,3.0
7004047,114214,2024-12-23,Account Access,Low,Resolved,5.0
7004048,120165,2023-02-14,General,Medium,Resolved,5.0
7004049,900083,2024-12-26,Card Blocked,Medium,Resolved,
7004050,102748,2023-12-10,Card Blocked,Medium,Resolved,4.0
7004051,112565,2024-11-15,Account Access,Medium,Resolved,5.0
7004052,119766,2023-02-26,Card Blocked,Low,Resolved,4.0
7004053,110270,2023-09-06,General,Medium,Resolved,5.0
7004054,108119,2023-08-09,Failed Payment,High,Unresolved,3.0
7004055,104841,2024-10-29,Loan Question,Medium,Resolved,3.0
7004056,127265,2024-08-12,Account Access,Medium,Unresolved,1.0
7004057,102844,2023-06-17,Account Access,High,Resolved,4.0
7004058,122873,2024-05-01,Failed Payment,High,Resolved,4.0
7004059,111437,2024-03-28,KYC Delay,Medium,Resolved,4.0
7004060,128982,2024-11-24,General,Low,Resolved,4.0
7004061,102066,2023-12-28,Card Blocked,Medium,Resolved,5.0
7004062,105783,2024-08-31,General,High,Resolved,3.0
7004063,113547,2024-04-29,KYC Delay,Low,Escalated,2.0
7004064,129866,2023-11-13,Loan Question,Medium,Resolved,
7004065,109593,2024-07-04,KYC Delay,Low,Resolved,3.0
7004066,100757,2023-06-18,Card Blocked,Medium,Resolved,5.0
7004067,129289,2024-07-30,KYC Delay,High,Resolved,5.0
7004068,112740,2024-08-13,Card Blocked,Low,Resolved,3.0
7004069,126689,2023-12-24,Failed Payment,High,Unresolved,
7004070,116750,2024-01-18,Chargeback,High,Resolved,3.0
7004071,119452,2023-11-26,Failed Payment,Critical,Resolved,
7004072,123238,2024-12-28,KYC Delay,Medium,Resolved,4.0
7004073,107811,2024-04-08,Chargeback,High,Resolved,5.0
7004074,116884,2024-04-20,General,Critical,Resolved,5.0
7004075,108146,2023-08-16,Account Access,Critical,Resolved,4.0
7004076,115378,2023-03-27,General,Critical,Unresolved,2.0
7004077,128912,2024-08-27,Account Access,Medium,Resolved,3.0
7004078,120358,2023-08-19,Chargeback,Medium,Resolved,5.0
7004079,123417,2024-01-18,General,High,Resolved,3.0
7004080,121960,2024-09-11,Chargeback,Medium,Resolved,
7004081,117395,2024-11-04,Card Blocked,Low,Resolved,4.0
7004082,109759,2024-10-23,Failed Payment,Critical,Resolved,3.0
7004083,101588,2024-08-08,Loan Question,Medium,Unresolved,2.0
7004084,105182,2024-03-20,Failed Payment,Medium,Resolved,4.0
7004085,114541,2023-12-12,Loan Question,Medium,Resolved,3.0
7004086,125801,2023-07-02,Account Access,Critical,Resolved,3.0
7004087,129587,2023-05-05,Loan Question,Low,Resolved,
7004088,900402,2024-09-13,Card Blocked,Low,Resolved,5.0
7004089,100773,2024-01-13,Chargeback,High,Unresolved,
7004090,101318,2023-04-30,Failed Payment,High,Resolved,5.0
7004091,111464,2023-01-23,Fraud Concern,High,Resolved,3.0
7004092,123051,2024-01-21,KYC Delay,Medium,Resolved,5.0
7004093,128105,2024-05-03,Fraud Concern,High,Resolved,5.0
7004094,103551,2023-04-30,Loan Question,Medium,Resolved,4.0
7004095,123855,2023-01-12,Card Blocked,Medium,Escalated,3.0
7004096,104524,2024-11-27,Failed Payment,High,Resolved,3.0
7004097,121695,2024-02-20,Loan Question,High,Escalated,
7004098,105011,2024-03-14,Account Access,High,Resolved,3.0
7004099,123379,2023-02-22,Account Access,High,Resolved,
7004100,111119,2024-11-07,Failed Payment,Critical,Resolved,4.0
7004101,108807,2024-12-29,General,Low,Resolved,5.0
7004102,128381,2024-08-27,Loan Question,Medium,Resolved,4.0
7004103,126349,2024-10-08,KYC Delay,Low,Resolved,5.0
7004104,126170,2023-03-07,Chargeback,High,Resolved,3.0
7004105,100340,2023-06-30,General,Medium,Resolved,5.0
7004106,110277,2023-10-05,General,Low,Unresolved,1.0
7004107,117094,2024-07-15,Fraud Concern,High,Resolved,4.0
7004108,114773,2023-02-11,Account Access,Low,Resolved,2.0
7004109,123062,2023-06-06,Loan Question,Critical,Resolved,
7004110,115080,2024-01-14,Chargeback,Critical,Resolved,5.0
7004111,108438,2024-01-05,Failed Payment,High,Unresolved,2.0
7004112,127120,2024-02-04,KYC Delay,High,Escalated,2.0
7004113,121165,2024-12-07,KYC Delay,Medium,Resolved,4.0
7004114,112224,2024-12-10,KYC Delay,Medium,Resolved,5.0
7004115,103827,2024-04-01,Chargeback,High,Resolved,5.0
7004116,124369,2024-05-10,General,Low,Resolved,4.0
7004117,123001,2024-04-07,Loan Question,Critical,Resolved,5.0
7004118,117857,2023-09-15,Loan Question,High,Resolved,5.0
7004119,126048,2024-02-02,Card Blocked,Medium,Escalated,3.0
7004120,118535,2024-08-04,Chargeback,Medium,Resolved,3.0
7004121,900100,2024-05-10,Card Blocked,Low,Resolved,4.0
7004122,109005,2023-09-09,Failed Payment,Medium,Resolved,5.0
7004123,106247,2024-07-05,KYC Delay,Medium,Resolved,4.0
7004124,123501,2024-05-08,Account Access,Low,Resolved,5.0
7004125,127653,2024-10-13,Failed Payment,Medium,Resolved,5.0
7004126,106429,2024-09-20,Loan Question,High,Resolved,4.0
7004127,103977,2024-10-10,Card Blocked,Low,Resolved,4.0
7004128,129868,2024-05-28,Account Access,Low,Resolved,4.0
7004129,118333,2023-07-28,Account Access,Medium,Escalated,2.0
7004130,112330,2024-07-16,Card Blocked,Medium,Escalated,4.0
7004131,115380,2023-03-08,Chargeback,High,Resolved,3.0
7004132,104758,2024-06-04,Account Access,Medium,Resolved,5.0
7004133,110204,2024-12-02,KYC Delay,Low,Resolved,3.0
7004134,126215,2023-01-15,Chargeback,Critical,Resolved,5.0
7004135,110889,2024-10-20,Fraud Concern,Medium,Unresolved,2.0
7004136,102875,2024-05-05,Card Blocked,Low,Resolved,4.0
7004137,127559,2024-05-10,Account Access,Low,Resolved,4.0
7004138,108473,2024-08-28,Account Access,Medium,Unresolved,2.0
7004139,121192,2024-05-01,Failed Payment,High,Resolved,4.0
7004140,107466,2024-11-26,Account Access,High,Resolved,4.0
7004141,116482,2023-05-25,KYC Delay,Low,Resolved,3.0
7004142,104052,2023-12-15,Fraud Concern,High,Unresolved,1.0
7004143,102145,2023-10-02,KYC Delay,Medium,Escalated,2.0
7004144,113994,2023-12-25,Failed Payment,High,Resolved,3.0
7004145,128759,2024-10-12,Fraud Concern,Medium,Escalated,4.0
7004146,125791,2023-10-13,Account Access,High,Resolved,
7004147,118131,2024-02-16,Chargeback,Medium,Resolved,5.0
7004148,115304,2023-04-16,Failed Payment,High,Unresolved,3.0
7004149,107998,2023-01-20,Fraud Concern,Medium,Resolved,5.0
7004150,123307,2023-01-21,General,Medium,Resolved,4.0
7004151,112301,2023-09-29,Account Access,Medium,Unresolved,1.0
7004152,121202,2024-07-27,Failed Payment,Medium,Resolved,4.0
7004153,127543,2023-11-01,Account Access,Medium,Unresolved,1.0
7004154,105830,2024-12-13,Account Access,Medium,Resolved,5.0
7004155,900199,2023-05-05,Fraud Concern,High,Resolved,4.0
7004156,109801,2023-12-27,Failed Payment,High,Unresolved,1.0
7004157,110374,2024-08-10,Failed Payment,High,Resolved,4.0
7004158,123742,2024-12-21,General,Low,Resolved,4.0
7004159,109360,2024-03-18,General,Low,Resolved,3.0
7004160,109473,2024-03-21,Fraud Concern,High,Unresolved,1.0
7004161,106069,2023-01-18,Fraud Concern,High,Resolved,3.0
7004162,113608,2023-08-15,Failed Payment,Critical,Resolved,4.0
7004163,116441,2024-11-10,General,Critical,Unresolved,3.0
7004164,900471,2024-04-28,Fraud Concern,Critical,Resolved,4.0
7004165,121074,2023-12-20,Card Blocked,Medium,Resolved,5.0
7004166,109365,2024-08-20,Account Access,Medium,Unresolved,3.0
7004167,122464,2024-04-24,Failed Payment,Medium,Resolved,5.0
7004168,120968,2024-10-15,Loan Question,Critical,Resolved,3.0
7004169,111439,2024-03-12,Failed Payment,Medium,Unresolved,2.0
7004170,106398,2024-02-12,Failed Payment,Medium,Resolved,3.0
7004171,126124,2023-01-30,Card Blocked,Medium,Resolved,5.0
7004172,118747,2023-04-27,Account Access,High,Unresolved,
7004173,128813,2024-07-28,Failed Payment,Medium,Resolved,
7004174,117883,2024-12-22,Failed Payment,High,Escalated,4.0
7004175,113689,2023-04-07,Failed Payment,Critical,Resolved,
7004176,108855,2023-06-06,Fraud Concern,High,Resolved,4.0
