loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date,default_flag
6002205,128025,SMB Loan,3008.86,15.75,Active,2023-05-19,False
6002206,106583,Personal Loan,8854.06,13.49,Active,2023-05-29,False
6002207,104812,SMB Loan,8907.83,5.57,Active,2024-01-16,False
6002208,120291,Personal Loan,17402.8,5.28,Closed,2022-07-23,False
6002209,110569,SMB Loan,19655.5,5.72,Active,2023-06-12,False
6002210,100966,Personal Loan,10131.12,14.64,Active,2022-07-17,False
6002211,121472,Consumer Credit,50016.12,15.07,Active,2024-02-10,False
6002212,104910,SMB Loan,27594.14,15.25,Active,2023-10-13,False
6002213,122415,Consumer Credit,7917.32,5.68,Closed,2022-08-06,False
6002214,114504,SMB Loan,34850.98,10.3,Active,2024-02-14,False
6002215,102595,SMB Loan,11200.15,5.95,Active,2024-09-21,False
6002216,116229,Consumer Credit,4222.47,7.52,Closed,2024-07-18,False
6002217,122389,Personal Loan,14261.51,16.31,Active,2022-11-01,False
6002218,121462,Personal Loan,18866.65,4.64,Active,2024-01-26,False
6002219,105178,Personal Loan,14049.0,9.37,Active,2023-04-20,False
6002220,126328,Consumer Credit,17654.08,12.91,Active,2024-08-21,False
6002221,900253,Personal Loan,15204.87,9.58,Active,2024-06-01,False
6002222,104001,Personal Loan,6183.15,10.51,Active,2023-07-11,False
6002223,117580,Consumer Credit,3242.32,5.3,Active,2024-03-15,False
6002224,128354,Personal Loan,9528.54,10.26,Active,2024-01-05,False
6002225,113296,Consumer Credit,4764.06,13.46,Active,2024-01-25,False
6002226,120387,Consumer Credit,2592.63,5.79,Closed,2023-11-17,False
6002227,128958,Personal Loan,41650.89,15.42,Active,2023-09-23,False
6002228,100148,Personal Loan,7397.77,7.01,Active,2024-04-03,False
6002229,103132,Personal Loan,11213.72,5.19,Active,2023-09-11,False
6002230,119842,Consumer Credit,8796.45,16.49,Active,2022-09-19,False
6002231,100819,Consumer Credit,4325.92,9.25,Active,2022-07-09,False
6002232,125001,SMB Loan,21597.7,7.1,Active,2023-09-28,False
6002233,116201,Consumer Credit,7390.53,6.96,Active,2024-08-15,False
6002234,123020,Personal Loan,4584.9,11.52,Active,2023-07-12,False
6002235,115347,Personal Loan,15392.03,6.4,Active,2022-07-08,False
6002236,116456,Personal Loan,17284.45,8.86,Active,2023-03-12,False
6002237,100544,SMB Loan,16175.47,13.01,Active,2022-10-08,False
6002238,107697,SMB Loan,12703.42,15.61,Active,2023-05-23,False
6002239,100634,Personal Loan,6241.35,6.65,Active,2022-09-01,False
6002240,101694,SMB Loan,5861.5,14.01,Active,2023-10-08,False
6002241,103540,Consumer Credit,11915.24,13.12,Active,2022-08-16,False
6002242,120225,Consumer Credit,11936.37,11.22,Active,2024-07-18,False
6002243,115693,Consumer Credit,6066.64,6.21,Active,2024-06-24,False
6002244,113530,SMB Loan,12779.06,15.62,Active,2023-03-23,False
6002245,118354,Consumer Credit,14137.78,12.32,Closed,2022-08-09,False
6002246,125052,Overdraft Credit,4456.02,6.71,Active,2022-09-26,False
6002247,102079,SMB Loan,34140.88,8.88,Active,2023-05-09,False
6002248,124185,Personal Loan,9431.69,15.7,Closed,2024-08-03,False
6002249,115038,Consumer Credit,9136.76,15.55,Closed,2022-09-25,False
6002250,111039,Personal Loan,5884.58,8.01,Active,2024-03-02,False
6002251,129675,SMB Loan,20800.39,6.23,Defaulted,2024-03-24,True
6002252,117452,SMB Loan,958.38,4.98,Closed,2023-04-02,False
6002253,107881,Personal Loan,4064.56,13.67,Active,2023-09-24,False
6002254,129185,Personal Loan,11646.57,7.89,Closed,2024-07-20,False
6002255,103713,Personal Loan,13150.46,6.49,Closed,2023-04-26,False
6002256,125131,Consumer Credit,59189.33,12.11,Defaulted,2024-06-27,True
6002257,123268,Overdraft Credit,30030.38,8.46,Active,2023-09-19,False
6002258,118396,Personal Loan,8069.17,10.8,Active,2022-07-31,False
6002259,114021,Consumer Credit,11145.22,9.87,Active,2023-04-18,False
6002260,107123,SMB Loan,14663.13,16.2,Active,2023-07-15,False
6002261,122144,Personal Loan,8689.44,9.01,Active,2022-12-31,False
6002262,101448,Consumer Credit,11322.08,9.0,Active,2022-06-10,False
6002263,122271,Personal Loan,5872.9,6.93,Closed,2022-06-07,False
6002264,108193,Personal Loan,13966.97,13.37,Closed,2023-07-27,False
6002265,104038,Personal Loan,6134.13,5.81,Active,2023-04-26,False
6002266,105691,Personal Loan,6525.72,6.4,Active,2023-02-28,False
6002267,108805,Overdraft Credit,10829.99,5.73,Closed,2023-02-17,False
6002268,115841,Personal Loan,5801.48,15.85,Active,2023-10-10,False
6002269,114312,Personal Loan,4341.89,16.2,Closed,2023-04-08,False
6002270,900063,Consumer Credit,25040.01,4.83,Active,2024-09-18,False
6002271,115409,Consumer Credit,10183.02,7.7,Active,2022-08-22,False
6002272,115713,Personal Loan,2199.76,15.26,Closed,2024-06-16,False
6002273,127828,Consumer Credit,3984.13,15.7,Closed,2022-07-27,False
6002274,129388,Overdraft Credit,11757.3,9.53,Closed,2024-08-05,False
6002275,101420,SMB Loan,21340.22,13.85,Active,2022-06-17,False
6002276,117986,Personal Loan,4317.38,16.24,Closed,2024-08-31,False
6002277,113723,Personal Loan,11801.84,12.76,Active,2023-02-08,False
6002278,127965,Personal Loan,39488.73,6.04,Active,2023-06-02,False
6002279,112534,Personal Loan,31376.91,5.79,Active,2024-07-08,False
6002280,112019,Personal Loan,14814.65,6.19,Active,2023-08-29,False
6002281,127591,Consumer Credit,12956.87,9.43,Active,2023-02-10,False
6002282,110569,Consumer Credit,5735.62,15.55,Active,2022-08-01,False
6002283,106205,Consumer Credit,26720.68,15.15,Active,2024-02-17,False
6002284,120891,SMB Loan,7423.36,10.54,Closed,2022-09-19,False
6002285,120582,Personal Loan,5667.77,12.08,Active,2024-08-08,False
6002286,124683,Personal Loan,4403.54,6.19,Active,2023-06-12,False
6002287,121959,Overdraft Credit,10684.31,6.12,Closed,2022-11-02,False
6002288,116696,Personal Loan,13284.31,7.93,Closed,2023-07-12,False
6002289,105457,Consumer Credit,8152.34,13.97,Active,2022-08-04,False
6002290,113071,Personal Loan,16373.53,10.39,Active,2023-04-11,False
6002291,114471,Overdraft Credit,9540.09,9.33,Active,2023-04-25,False
6002292,105309,Consumer Credit,20426.3,4.77,Active,2023-01-27,False
6002293,124199,Personal Loan,20968.7,4.8,Defaulted,2023-02-07,True
6002294,107445,Overdraft Credit,35808.13,15.12,Active,2024-04-01,False
6002295,118226,Personal Loan,31263.49,5.69,Active,2023-02-19,False
6002296,124441,Overdraft Credit,1502.96,15.89,Active,2024-06-24,False
6002297,110299,Personal Loan,3262.14,9.76,Active,2023-06-17,False
6002298,103033,Overdraft Credit,12602.91,13.44,Active,2023-10-19,False
6002299,128225,Overdraft Credit,12907.39,7.39,Active,2023-10-16,False
6002300,129970,Consumer Credit,10501.54,5.3,Closed,2024-05-09,False
6002301,105918,Consumer Credit,2810.18,7.45,Active,2023-11-28,False
6002302,110559,SMB Loan,14132.07,14.02,Closed,2024-06-16,False
6002303,123505,Personal Loan,15947.01,5.58,Active,2024-08-19,False
6002304,122984,Personal Loan,5763.4,11.35,Active,2023-04-06,False
6002305,110014,Personal Loan,3056.64,6.34,Closed,2022-08-19,False
6002306,126935,Overdraft Credit,15890.0,7.72,Closed,2023-06-08,False
6002307,102118,SMB Loan,15809.54,14.61,Active,2023-09-04,False
6002308,115385,Consumer Credit,6923.32,16.17,Active,2024-07-11,False
6002309,114860,Personal Loan,8406.79,14.96,Active,2024-02-09,False
6002310,119742,Consumer Credit,30506.66,16.25,Active,2022-06-17,False
6002311,103009,Personal Loan,21859.32,15.97,Active,2022-08-10,False
6002312,900407,Consumer Credit,9690.03,13.56,Active,2024-07-30,False
6002313,107333,Personal Loan,5959.33,13.9,Active,2024-08-30,False
6002314,100923,SMB Loan,14455.06,10.66,Active,2022-08-30,False
6002315,100347,Consumer Credit,3522.18,7.25,Active,2023-03-07,False
6002316,105597,Personal Loan,12288.7,12.83,Active,2024-08-31,False
6002317,114645,SMB Loan,5158.38,8.57,Active,2024-02-18,False
6002318,103635,Personal Loan,4873.38,11.95,Defaulted,2024-01-19,True
6002319,106421,Personal Loan,3644.47,6.03,Active,2023-10-20,False
6002320,105286,Personal Loan,12596.78,5.63,Active,2022-08-28,False
6002321,112911,Consumer Credit,6256.28,11.95,Active,2022-11-18,False
6002322,109573,Personal Loan,26390.72,12.06,Closed,2023-12-20,False
6002323,104309,Consumer Credit,12855.25,6.27,Active,2023-01-12,False
6002324,129479,Overdraft Credit,7618.29,14.58,Active,2024-07-25,False
6002325,111084,Personal Loan,8182.97,9.38,Active,2022-06-13,False
6002326,122713,SMB Loan,18128.38,5.14,Closed,2022-12-15,False
6002327,111074,Consumer Credit,25515.13,12.45,Active,2023-06-18,False
6002328,122498,Overdraft Credit,6767.51,8.32,Active,2023-12-12,False
6002329,124211,Personal Loan,11474.88,15.28,Active,2024-04-23,False
6002330,114731,Consumer Credit,9268.79,12.81,Active,2024-05-09,False
6002331,127689,Consumer Credit,3224.8,6.23,Active,2024-02-03,False
6002332,100777,Consumer Credit,2684.06,4.51,Active,2023-01-12,False
6002333,125458,Personal Loan,20078.37,16.37,Defaulted,2023-11-10,True
6002334,108065,Overdraft Credit,20443.37,12.5,Closed,2022-06-25,False
6002335,123177,Consumer Credit,34496.27,8.88,Active,2023-07-31,False
6002336,128832,Personal Loan,34448.09,10.03,Active,2024-06-24,False
6002337,120893,Consumer Credit,6305.1,7.86,Active,2023-08-07,False
6002338,124775,Personal Loan,4421.1,12.09,Closed,2024-03-11,False
6002339,126517,Personal Loan,6790.11,9.51,Active,2023-10-18,False
6002340,108222,Personal Loan,12813.5,13.44,Closed,2024-03-13,False
6002341,124709,Consumer Credit,65403.73,14.88,Closed,2022-07-15,False
6002342,117025,Personal Loan,4833.58,15.8,Active,2022-12-29,False
6002343,123823,Personal Loan,5843.27,10.89,Active,2022-06-19,False
6002344,114513,Overdraft Credit,8074.69,9.22,Active,2023-07-07,False
6002345,127148,Consumer Credit,6367.79,9.35,Active,2024-05-16,False
6002346,101217,Overdraft Credit,8125.79,6.96,Active,2023-09-14,False
6002347,110720,Overdraft Credit,22481.94,11.31,Active,2024-07-12,False
6002348,102092,Personal Loan,14732.66,5.53,Closed,2024-03-29,False
6002349,124292,Personal Loan,16828.72,10.54,Active,2024-03-15,False
6002350,128779,Personal Loan,4431.41,13.65,Active,2022-12-19,False
6002351,116692,Consumer Credit,7025.55,14.19,Active,2022-12-25,False
6002352,113518,Personal Loan,13117.04,6.38,Active,2023-05-12,False
6002353,900417,Overdraft Credit,1887.89,5.16,Active,2023-07-17,False
6002354,122806,Personal Loan,14775.55,6.74,Active,2023-11-21,False
6002355,118628,Consumer Credit,10229.89,15.6,Active,2024-08-31,False
6002356,124678,Consumer Credit,7927.12,12.25,Active,2023-01-09,False
6002357,124725,Consumer Credit,1493.46,11.67,Closed,2023-01-07,False
6002358,102572,Consumer Credit,3331.88,14.98,Active,2024-07-07,False
6002359,100369,SMB Loan,5944.49,16.36,Active,2023-05-19,False
6002360,104234,SMB Loan,33057.52,7.66,Active,2023-04-24,False
6002361,107682,Overdraft Credit,8483.62,8.54,Defaulted,2023-12-24,True
6002362,101824,Personal Loan,19568.15,14.47,Closed,2024-01-04,False
6002363,124150,SMB Loan,11853.2,7.1,Active,2023-01-08,False
6002364,102512,Overdraft Credit,9427.2,14.98,Closed,2024-05-15,False
6002365,112863,Consumer Credit,4584.96,16.33,Active,2022-07-14,False
6002366,116864,Consumer Credit,10339.65,13.25,Active,2023-08-06,False
6002367,121499,Personal Loan,9420.62,13.54,Closed,2022-11-22,False
6002368,124496,Personal Loan,23373.07,7.02,Active,2023-03-26,False
6002369,121521,Consumer Credit,2875.3,13.91,Active,2024-08-27,False
6002370,108996,Consumer Credit,3498.8,16.34,Active,2023-07-05,False
6002371,124214,Personal Loan,10197.26,8.77,Closed,2022-08-11,False
6002372,112024,Personal Loan,8078.92,8.28,Defaulted,2022-12-27,True
6002373,102323,Consumer Credit,1981.38,12.02,Active,2024-09-27,False
6002374,114978,Personal Loan,12075.64,10.88,Active,2024-04-13,False
6002375,109001,Personal Loan,21470.06,10.33,Closed,2023-08-23,False
6002376,110154,Consumer Credit,8074.01,12.85,Active,2023-09-16,False
6002377,101890,Personal Loan,5565.41,10.05,Active,2024-05-06,False
6002378,124591,Personal Loan,14176.5,11.09,Closed,2023-07-12,False
6002379,103502,Personal Loan,20843.76,10.48,Active,2024-01-15,False
6002380,104882,Personal Loan,16311.53,12.9,Active,2023-12-23,False
6002381,111978,Consumer Credit,11460.21,9.42,Active,2024-01-02,False
6002382,125963,Personal Loan,10920.37,11.34,Active,2023-04-19,False
6002383,123390,Consumer Credit,11439.15,10.26,Active,2022-06-22,False
6002384,104857,SMB Loan,6101.6,4.57,Active,2023-09-30,False
6002385,107067,Overdraft Credit,6648.48,5.26,Active,2024-01-28,False
6002386,110871,Consumer Credit,5996.78,10.82,Active,2024-01-31,False
6002387,111500,Consumer Credit,9742.19,14.05,Closed,2022-06-22,False
6002388,123020,Consumer Credit,4472.18,8.94,Active,2024-05-01,False
6002389,117387,Consumer Credit,3341.86,11.19,Defaulted,2024-03-17,True
6002390,102932,Personal Loan,9344.03,9.01,Active,2023-03-08,False
6002391,123319,Personal Loan,6536.03,6.88,Active,2024-05-21,False
6002392,107004,Consumer Credit,6987.01,8.23,Active,2022-11-01,False
6002393,108111,SMB Loan,15328.99,12.87,Closed,2023-04-14,False
6002394,125763,Overdraft Credit,11096.58,13.0,Closed,2024-02-17,False
6002395,127538,Overdraft Credit,14584.41,11.4,Active,2024-08-20,False
6002396,123623,Overdraft Credit,6894.57,10.71,Active,2022-11-07,False
6002397,104880,Consumer Credit,5827.14,10.69,Closed,2022-09-14,False
6002398,117880,Personal Loan,9643.92,10.39,Active,2023-04-05,False
6002399,109577,Consumer Credit,38941.24,12.68,Active,2022-11-07,False
6002400,122477,Overdraft Credit,17149.56,5.56,Active,2023-12-02,False
6002401,105682,SMB Loan,4077.86,6.91,Active,2023-01-05,False
6002402,129748,Personal Loan,6625.63,13.68,Active,2024-05-27,False
6002403,127545,Personal Loan,31667.78,12.69,Closed,2023-03-18,False
6002404,107151,Overdraft Credit,6993.5,7.55,Active,2022-07-16,False
6002405,126355,Consumer Credit,4711.16,14.34,Active,2024-05-30,False
6002406,109454,Consumer Credit,8514.71,9.69,Closed,2023-06-21,False
6002407,100844,Personal Loan,24576.64,4.6,Defaulted,2023-10-03,True
6002408,111472,SMB Loan,11461.52,8.29,Active,2024-04-26,False
6002409,119813,Personal Loan,32529.96,5.37,Defaulted,2022-07-05,True
6002410,128652,Overdraft Credit,15060.35,11.45,Active,2023-02-03,False
6002411,114016,Consumer Credit,6915.21,4.7,Active,2022-06-10,False
6002412,122424,Consumer Credit,19045.88,15.06,Active,2024-06-29,False
6002413,107170,Consumer Credit,5418.24,10.64,Active,2024-01-03,False
6002414,102772,Personal Loan,14763.12,12.69,Active,2024-01-20,False
6002415,116881,Consumer Credit,6540.2,6.8,Active,2023-05-30,False
6002416,101040,Overdraft Credit,18416.19,15.98,Active,2024-09-02,False
6002417,115264,Consumer Credit,10613.14,6.16,Active,2024-09-06,False
6002418,128066,SMB Loan,3664.3,12.82,Active,2024-04-24,False
6002419,113992,SMB Loan,9297.69,8.75,Active,2024-01-02,False
6002420,115468,SMB Loan,3062.35,7.71,Active,2022-06-30,False
6002421,102778,Personal Loan,12671.77,9.52,Active,2022-07-01,False
6002422,121598,Consumer Credit,16984.39,15.04,Active,2024-01-17,False
6002423,116655,Consumer Credit,6002.39,14.93,Active,2023-08-28,False
6002424,113432,Personal Loan,8069.36,9.51,Active,2023-12-26,False
6002425,124520,Personal Loan,16496.8,7.93,Active,2022-09-26,False
6002426,120277,Personal Loan,10743.06,7.99,Closed,2024-04-20,False
6002427,102742,Personal Loan,43011.11,12.38,Closed,2024-02-24,False
6002428,110046,Overdraft Credit,5852.47,8.47,Active,2022-07-30,False
6002429,121882,Overdraft Credit,8476.89,12.85,Active,2022-09-13,False
6002430,106058,Personal Loan,15822.87,8.89,Active,2024-07-20,False
6002431,101638,SMB Loan,16572.57,16.45,Active,2023-09-05,False
6002432,118454,Consumer Credit,12972.65,15.45,Active,2024-03-03,False
6002433,111872,Personal Loan,14987.6,7.82,Defaulted,2023-01-03,True
6002434,104875,Personal Loan,3485.2,12.62,Closed,2024-05-20,False
6002435,122777,SMB Loan,12450.23,13.54,Active,2024-08-04,False
6002436,128200,Personal Loan,11718.25,13.4,Active,2024-02-05,False
6002437,111825,Personal Loan,4261.08,5.52,Active,2022-09-19,False
6002438,123811,Consumer Credit,4884.82,10.26,Active,2024-06-06,False
6002439,108661,Personal Loan,1262.35,13.15,Active,2022-06-02,False
6002440,120517,Consumer Credit,20266.79,10.74,Closed,2023-10-18,False
6002441,112716,Overdraft Credit,18804.11,7.85,Active,2024-08-05,False
6002442,110521,Consumer Credit,2484.74,10.15,Active,2024-03-02,False
6002443,105612,Personal Loan,2152.43,11.32,Closed,2022-07-12,False
6002444,112877,Overdraft Credit,22401.88,8.76,Active,2024-06-25,False
6002445,115211,Overdraft Credit,19735.01,7.37,Active,2022-08-22,False
6002446,104369,SMB Loan,11738.4,8.81,Closed,2022-06-22,False
6002447,128525,Personal Loan,3310.42,10.0,Active,2024-08-13,False
6002448,124137,Personal Loan,2256.23,5.1,Active,2022-09-04,False
6002449,103010,SMB Loan,35298.16,5.27,Closed,2024-07-07,False
6002450,101430,Overdraft Credit,7697.32,9.91,Active,2024-06-05,False
6002451,113718,Overdraft Credit,2516.0,15.1,Closed,2024-09-08,False
6002452,115732,Personal Loan,64651.96,10.47,Closed,2023-12-22,False
6002453,101079,Overdraft Credit,11770.28,7.54,Defaulted,2022-08-22,True
6002454,120628,Personal Loan,1561.52,9.25,Active,2024-05-23,False
6002455,111328,SMB Loan,8815.67,6.61,Active,2022-09-26,False
6002456,104237,Personal Loan,149534.73,10.96,Active,2024-04-23,False
6002457,127686,Consumer Credit,4185.67,5.44,Active,2024-06-30,False
6002458,126772,Personal Loan,6457.89,14.99,Defaulted,2023-07-16,True
6002459,106899,Consumer Credit,3902.88,7.33,Active,2024-01-16,False
6002460,110802,Consumer Credit,5481.37,4.66,Active,2023-10-09,False
6002461,108927,Consumer Credit,11210.47,10.78,Active,2024-07-02,False
6002462,116017,SMB Loan,16174.95,6.06,Active,2024-08-07,False
6002463,122683,Personal Loan,26066.93,16.43,Defaulted,2023-10-23,True
6002464,116519,SMB Loan,10185.3,9.73,Active,2023-11-26,False
6002465,105786,Personal Loan,13702.29,10.93,Active,2022-06-06,False
6002466,123169,Overdraft Credit,24893.99,9.79,Active,2024-07-22,False
6002467,101245,SMB Loan,21566.48,11.05,Active,2024-02-13,False
6002468,127528,Personal Loan,15993.64,13.31,Active,2022-07-31,False
6002469,102631,Consumer Credit,20163.93,5.71,Active,2022-11-07,False
6002470,101323,Personal Loan,20950.83,13.13,Active,2024-07-15,False
6002471,112253,Consumer Credit,27392.53,11.49,Active,2023-07-01,False
6002472,111426,Consumer Credit,2801.45,13.4,Active,2023-06-01,False
6002473,117201,Personal Loan,5814.48,8.43,Active,2022-06-08,False
6002474,119147,SMB Loan,2789.82,14.13,Active,2022-11-09,False
6002475,126810,SMB Loan,5576.81,8.92,Active,2022-08-02,False
6002476,126021,Consumer Credit,11563.03,11.25,Active,2023-01-07,False
6002477,115913,Personal Loan,6319.86,8.02,Active,2023-01-14,False
6002478,113238,Personal Loan,6578.82,8.78,Closed,2024-04-20,False
6002479,103677,SMB Loan,6698.31,7.39,Active,2023-08-10,False
6002480,125963,Personal Loan,12924.26,8.12,Active,2022-07-24,False
6002481,128883,Consumer Credit,9378.83,15.6,Active,2024-07-05,False
6002482,106287,Personal Loan,45226.89,11.88,Active,2023-09-12,False
6002483,109027,Personal Loan,13167.23,8.59,Closed,2023-09-16,False
6002484,124220,Consumer Credit,4681.91,11.05,Active,2024-06-23,False
6002485,120981,Personal Loan,6377.99,4.7,Closed,2023-12-23,False
6002486,116447,SMB Loan,2131.76,10.15,Closed,2023-07-14,False
6002487,115841,Overdraft Credit,2954.5,10.05,Active,2023-11-24,False
6002488,111088,SMB Loan,62899.81,13.1,Defaulted,2023-11-17,True
6002489,129476,Personal Loan,21664.58,4.52,Closed,2023-03-29,False
6002490,101509,Consumer Credit,16472.66,14.5,Active,2022-06-30,False
6002491,116637,SMB Loan,10702.33,6.81,Active,2024-05-31,False
6002492,118413,Personal Loan,4516.96,9.06,Closed,2023-07-21,False
6002493,123363,Consumer Credit,11689.03,13.68,Active,2024-03-17,False
6002494,121404,Consumer Credit,8494.31,13.55,Closed,2024-09-19,False
6002495,122427,Personal Loan,57023.92,6.77,Active,2023-03-13,False
6002496,102656,Consumer Credit,4018.59,6.83,Closed,2024-04-18,False
6002497,108034,Consumer Credit,8142.85,12.43,Closed,2022-11-18,False
6002498,104669,Consumer Credit,5038.27,13.63,Active,2023-03-07,False
6002499,109024,Personal Loan,22882.8,10.6,Active,2022-12-06,False
6002500,123474,Personal Loan,7520.03,4.79,Active,2024-05-17,False
6002501,105272,Overdraft Credit,44172.64,14.09,Closed,2022-11-14,False
6002502,116597,Personal Loan,15765.42,13.4,Active,2023-09-01,False
6002503,104008,Consumer Credit,6443.21,4.99,Closed,2023-08-24,False
6002504,124014,Personal Loan,45343.06,16.15,Active,2022-12-06,False
6002505,102001,SMB Loan,7792.05,6.83,Closed,2022-09-17,False
6002506,108459,SMB Loan,6649.47,14.57,Closed,2024-01-03,False
6002507,127324,SMB Loan,12434.64,8.85,Active,2023-05-31,False
6002508,120590,Consumer Credit,11737.13,13.27,Active,2023-11-11,False
6002509,112960,Personal Loan,14751.49,11.27,Active,2024-06-01,False
6002510,112217,Personal Loan,4347.48,8.98,Active,2024-03-24,False
6002511,113362,Personal Loan,4755.45,6.1,Closed,2024-04-29,False
6002512,117430,Personal Loan,9560.2,15.81,Active,2022-12-13,False
6002513,112494,Overdraft Credit,2823.26,12.26,Active,2022-12-21,False
6002514,121941,SMB Loan,2769.68,12.5,Active,2022-10-23,False
6002515,112700,Personal Loan,14574.02,8.36,Active,2024-01-04,False
6002516,127576,Overdraft Credit,89678.27,12.38,Active,2022-09-16,False
6002517,120225,Personal Loan,6261.76,7.65,Active,2022-07-23,False
6002518,107668,SMB Loan,5586.36,16.15,Active,2024-07-01,False
6002519,107505,Personal Loan,34165.1,7.62,Active,2023-02-13,False
6002520,111746,Consumer Credit,2442.32,15.2,Defaulted,2024-03-18,True
6002521,103069,Personal Loan,7825.21,4.91,Active,2023-12-28,False
6002522,102105,Personal Loan,24302.46,13.79,Active,2023-01-27,False
6002523,122552,Consumer Credit,11879.61,14.82,Closed,2024-09-13,False
6002524,125213,Overdraft Credit,25620.5,10.95,Closed,2023-04-26,False
6002525,129287,Consumer Credit,1313.51,4.76,Active,2023-06-07,False
6002526,113369,SMB Loan,11103.57,15.79,Active,2023-12-03,False
6002527,129392,Personal Loan,5695.46,10.19,Active,2024-05-21,False
6002528,113629,SMB Loan,32695.22,15.62,Defaulted,2023-05-31,True
6002529,128821,SMB Loan,1837.38,12.89,Defaulted,2024-05-17,True
6002530,115073,Overdraft Credit,15800.19,14.75,Active,2022-10-04,False
6002531,111374,Personal Loan,17027.12,10.0,Active,2024-03-29,False
6002532,105237,Consumer Credit,15989.13,4.54,Active,2024-02-11,False
6002533,125480,Consumer Credit,2113.56,10.99,Active,2023-07-03,False
6002534,119250,Consumer Credit,16419.1,7.11,Defaulted,2023-08-12,True
6002535,101624,Consumer Credit,75052.61,15.43,Active,2023-04-21,False
6002536,102586,Personal Loan,7613.02,12.4,Closed,2024-07-10,False
6002537,121490,Consumer Credit,11673.23,16.04,Active,2023-03-19,False
6002538,124922,Consumer Credit,11674.37,14.28,Closed,2024-07-24,False
6002539,114505,Overdraft Credit,3695.71,13.4,Active,2024-07-10,False
6002540,123532,Consumer Credit,20592.66,13.61,Active,2023-06-04,False
6002541,106364,Personal Loan,10143.53,16.17,Active,2023-10-10,False
6002542,109036,Consumer Credit,12224.72,9.56,Active,2022-07-21,False
6002543,120501,Personal Loan,5312.67,7.73,Closed,2023-01-25,False
6002544,102415,Consumer Credit,3262.49,9.2,Active,2022-07-22,False
6002545,117168,SMB Loan,17586.85,8.32,Closed,2023-12-31,False
6002546,111402,Consumer Credit,8622.53,15.09,Active,2023-11-08,False
6002547,118184,Consumer Credit,6898.51,9.96,Active,2024-05-09,False
6002548,102662,Consumer Credit,12880.34,7.71,Active,2024-02-23,False
6002549,122709,SMB Loan,7094.0,8.39,Active,2023-11-11,False
6002550,119130,Consumer Credit,10140.94,16.28,Active,2023-10-14,False
6002551,106327,Personal Loan,10703.06,10.18,Defaulted,2022-07-09,True
6002552,127819,SMB Loan,11706.24,11.95,Active,2023-02-19,False
6002553,117008,SMB Loan,12172.66,6.33,Active,2023-09-16,False
6002554,101824,Personal Loan,8134.61,7.19,Active,2023-01-27,False
6002555,119655,Personal Loan,9553.86,14.02,Active,2024-01-12,False
6002556,125992,Consumer Credit,15697.79,15.17,Active,2022-12-24,False
6002557,115385,Personal Loan,12402.73,5.16,Active,2024-03-21,False
6002558,111649,Consumer Credit,2955.63,16.36,Active,2022-09-23,False
6002559,126781,Consumer Credit,19786.36,5.96,Closed,2023-01-19,False
6002560,105996,Consumer Credit,8793.3,8.2,Defaulted,2023-08-10,True
6002561,122472,Personal Loan,7700.93,5.13,Active,2024-03-07,False
6002562,112816,Overdraft Credit,15628.58,10.28,Closed,2024-07-30,False
6002563,116411,SMB Loan,4350.53,14.27,Active,2023-02-03,False
6002564,111601,Overdraft Credit,19110.12,10.24,Active,2023-01-31,False
6002565,120015,Consumer Credit,15619.18,15.22,Active,2024-08-01,False
6002566,124310,Overdraft Credit,11025.42,9.97,Active,2024-07-26,False
6002567,123937,Personal Loan,28278.64,13.82,Active,2022-10-09,False
6002568,107279,SMB Loan,8134.39,15.51,Closed,2023-01-18,False
6002569,126482,Personal Loan,7583.03,8.55,Active,2022-08-01,False
6002570,125917,SMB Loan,31380.29,12.26,Active,2023-05-03,False
6002571,103176,Overdraft Credit,7573.2,8.23,Active,2022-10-17,False
6002572,117224,Consumer Credit,3649.29,5.6,Closed,2022-09-02,False
6002573,101480,Personal Loan,10383.7,8.8,Defaulted,2023-10-04,True
6002574,100376,Personal Loan,5371.46,15.45,Active,2023-01-03,False
6002575,103804,Consumer Credit,6902.8,14.67,Closed,2023-12-28,False
6002576,900159,Personal Loan,13647.64,13.98,Closed,2024-02-18,False
6002577,129199,Personal Loan,12601.77,9.8,Active,2024-09-11,False
6002578,125212,SMB Loan,38306.57,12.16,Active,2023-09-25,False
6002579,115847,Personal Loan,17205.42,12.89,Active,2024-03-03,False
6002580,119512,SMB Loan,2206.95,8.72,Closed,2024-07-02,False
6002581,102665,Consumer Credit,62202.77,14.63,Closed,2024-07-17,False
6002582,109200,Personal Loan,26218.33,9.68,Active,2023-09-02,False
6002583,112461,Consumer Credit,11340.04,16.36,Defaulted,2024-06-11,True
6002584,111633,Personal Loan,7477.52,5.01,Active,2023-12-20,False
6002585,108468,Personal Loan,16043.38,8.23,Active,2024-09-04,False
6002586,122559,Personal Loan,34469.91,7.17,Active,2023-05-16,False
6002587,100873,Consumer Credit,3835.52,7.55,Defaulted,2023-03-16,True
6002588,121015,Consumer Credit,7274.45,7.55,Active,2023-11-10,False
6002589,121275,Personal Loan,22511.66,5.41,Closed,2023-08-05,False
6002590,100747,Personal Loan,19523.01,10.98,Closed,2022-07-30,False
6002591,118860,SMB Loan,17745.79,4.72,Closed,2023-07-06,False
6002592,106658,SMB Loan,7429.59,13.91,Closed,2024-09-09,False
