flag_id,transaction_id,customer_id,flag_reason,risk_score,investigation_status
9001912,4220968,106990,Unusual amount,80.8,Open
9001913,4118251,110760,Failed/reversed activity,68.4,Cleared
9001914,4020282,114779,Failed/reversed activity,65.3,Cleared
9001915,4066992,111178,Late-night transaction,76.7,Cleared
9001916,4233890,100659,Unusual amount,69.3,Open
9001917,4052600,107562,Late-night transaction,64.2,Open
9001918,4121764,101002,High-risk merchant,95.3,Confirmed Fraud
9001919,4106377,108764,High-risk merchant,82.9,Cleared
9001920,4205200,104651,Late-night transaction,80.6,Open
9001921,4044284,108564,Unusual amount,82.9,Cleared
9001922,4010406,115245,Failed/reversed activity,97.9,Cleared
9001923,4213859,127612,Unusual amount,98.2,Open
9001924,4215640,102187,High-risk merchant,55.8,Confirmed Fraud
9001925,4187624,114878,Unusual amount,65.5,Cleared
9001926,4077626,120764,Late-night transaction,85.8,Cleared
9001927,4147808,129244,Failed/reversed activity,79.6,Open
9001928,4219518,104770,Late-night transaction,84.4,Cleared
9001929,4195919,121901,High-risk merchant,62.5,Escalated
9001930,4083690,100480,Late-night transaction,69.1,Cleared
9001931,4201441,109252,Failed/reversed activity,67.6,Cleared
9001932,4192040,100651,High-risk merchant,67.9,Open
9001933,4221431,122609,High-risk merchant,83.7,Confirmed Fraud
9001934,4036130,120818,Unusual amount,58.9,Open
9001935,4187112,107871,High-risk merchant,69.3,Open
9001936,4185725,117339,Failed/reversed activity,61.1,Confirmed Fraud
9001937,4021184,110645,Late-night transaction,91.5,Confirmed Fraud
9001938,4029587,110132,Unusual amount,66.2,Confirmed Fraud
9001939,4233146,107625,High-risk merchant,64.4,Open
9001940,4212422,121660,Unusual amount,88.4,Confirmed Fraud
9001941,4074869,100850,Failed/reversed activity,64.4,Open
9001942,4202096,127673,Late-night transaction,90.5,Escalated
9001943,4068574,116379,High-risk merchant,58.3,Cleared
9001944,4193443,127115,Unusual amount,57.8,Cleared
9001945,4071018,103777,Failed/reversed activity,73.9,Escalated
9001946,4020029,107468,Late-night transaction,96.8,Cleared
9001947,4114560,102297,Failed/reversed activity,69.9,Open
9001948,4009388,105282,Late-night transaction,65.8,Cleared
9001949,4002302,111137,Unusual amount,61.8,Cleared
9001950,4134712,117237,Unusual amount,68.9,Open
9001951,4154768,122230,High-risk merchant,64.4,Escalated
9001952,4040046,112010,Failed/reversed activity,72.8,Cleared
9001953,4075074,103661,High-risk merchant,87.4,Cleared
9001954,4062308,101815,Failed/reversed activity,81.1,Open
9001955,4204674,124573,Late-night transaction,84.2,Cleared
9001956,4237763,111585,Failed/reversed activity,73.3,Cleared
9001957,4007250,123325,Late-night transaction,90.8,Open
9001958,4116184,121776,High-risk merchant,88.0,Open
9001959,4075502,106057,Failed/reversed activity,69.4,Open
9001960,4005680,114252,Failed/reversed activity,86.4,Cleared
9001961,4012642,112889,Late-night transaction,62.2,Cleared
9001962,4136358,114245,Late-night transaction,76.6,Cleared
9001963,4124064,115769,Unusual amount,74.0,Cleared
9001964,4175795,110370,High-risk merchant,74.0,Open
9001965,4039708,121066,Unusual amount,58.4,Confirmed Fraud
9001966,4191995,126173,High-risk merchant,74.9,Confirmed Fraud
9001967,4029720,128137,High-risk merchant,84.2,Escalated
9001968,4151065,124776,Failed/reversed activity,58.3,Escalated
9001969,4119021,104823,Late-night transaction,60.3,Cleared
9001970,4067820,106918,Failed/reversed activity,70.6,Cleared
9001971,4154411,117477,Late-night transaction,64.6,Escalated
9001972,4034735,113316,Unusual amount,62.4,Open
9001973,4181553,100720,Late-night transaction,79.3,Confirmed Fraud
9001974,4051422,118004,High-risk merchant,88.2,Confirmed Fraud
9001975,4069897,104955,Failed/reversed activity,87.2,Cleared
9001976,4031978,123070,Failed/reversed activity,70.1,Confirmed Fraud
9001977,4222221,900271,Failed/reversed activity,57.8,Cleared
9001978,4147592,116463,Unusual amount,66.8,Confirmed Fraud
9001979,4011185,116961,Late-night transaction,84.3,Cleared
9001980,4065127,106506,Failed/reversed activity,67.9,Cleared
9001981,4038742,126833,Failed/reversed activity,98.0,Cleared
9001982,4070938,127883,Unusual amount,71.5,Cleared
9001983,4040482,900011,Unusual amount,60.3,Open
9001984,4137801,128191,Late-night transaction,73.3,Cleared
9001985,4191316,119956,Late-night transaction,92.6,Escalated
9001986,4060497,124906,Unusual amount,96.6,Escalated
9001987,4129190,110962,High-risk merchant,62.6,Open
9001988,4012213,126360,Failed/reversed activity,97.4,Cleared
9001989,4155765,120012,Unusual amount,66.0,Cleared
9001990,4156517,116360,Failed/reversed activity,66.3,Cleared
9001991,4053725,115793,Unusual amount,74.8,Cleared
9001992,4088150,116326,Failed/reversed activity,79.1,Open
9001993,4122972,108019,Failed/reversed activity,58.4,Confirmed Fraud
9001994,4126989,116469,Failed/reversed activity,96.5,Escalated
9001995,4089446,103539,High-risk merchant,58.6,Cleared
9001996,4052722,118204,Failed/reversed activity,81.8,Cleared
9001997,4158707,115979,High-risk merchant,81.6,Escalated
9001998,4211342,129926,Late-night transaction,63.9,Escalated
9001999,4086832,110689,High-risk merchant,72.8,Escalated
9002000,4163222,104884,High-risk merchant,94.1,Escalated
9002001,4169749,125959,Failed/reversed activity,57.6,Escalated
9002002,4237901,122972,Unusual amount,70.2,Cleared
9002003,4138389,113924,Failed/reversed activity,70.4,Confirmed Fraud
9002004,4174140,120438,Unusual amount,64.5,Cleared
9002005,4170749,114375,Late-night transaction,76.4,Cleared
9002006,4093201,122067,High-risk merchant,81.3,Escalated
9002007,4127398,122461,Unusual amount,65.0,Open
9002008,4194872,113360,Late-night transaction,78.7,Cleared
9002009,4123578,111870,Late-night transaction,84.6,Open
9002010,4193415,109115,Failed/reversed activity,64.6,Open
9002011,4131787,104726,Unusual amount,77.0,Open
9002012,4206835,104216,Failed/reversed activity,96.6,Cleared
9002013,4161811,113941,Late-night transaction,67.9,Cleared
9002014,4123899,105361,Failed/reversed activity,77.2,Cleared
9002015,4170094,125841,Unusual amount,65.5,Cleared
9002016,4079745,120905,Late-night transaction,90.3,Confirmed Fraud
9002017,4064374,112595,Late-night transaction,94.5,Open
9002018,4058530,112646,Late-night transaction,65.0,Cleared
9002019,4230843,117256,Failed/reversed activity,91.8,Open
9002020,4056039,120521,Unusual amount,96.6,Open
9002021,4082527,120946,Unusual amount,60.6,Cleared
9002022,4207158,124635,High-risk merchant,81.7,Cleared
9002023,4041096,117997,High-risk merchant,59.0,Escalated
9002024,4154339,118978,High-risk merchant,63.6,Open
9002025,4022768,115699,Unusual amount,56.1,Cleared
9002026,4190126,119307,Unusual amount,66.7,Cleared
9002027,4163597,105535,High-risk merchant,72.8,Cleared
9002028,4238552,127121,Unusual amount,62.3,Open
9002029,4235328,113744,Unusual amount,96.0,Cleared
9002030,4213820,116811,Unusual amount,78.6,Confirmed Fraud
9002031,4191430,107504,High-risk merchant,93.3,Open
9002032,4023505,119513,High-risk merchant,91.7,Cleared
9002033,4201746,124420,Unusual amount,92.5,Cleared
9002034,4133106,119023,Unusual amount,62.2,Cleared
9002035,4032612,102212,High-risk merchant,72.7,Open
9002036,4162881,109821,High-risk merchant,93.3,Cleared
9002037,4187558,107417,Unusual amount,59.9,Confirmed Fraud
9002038,4222391,115072,Failed/reversed activity,66.3,Confirmed Fraud
9002039,4152653,121030,Failed/reversed activity,87.8,Confirmed Fraud
9002040,4168558,114334,Failed/reversed activity,91.2,Cleared
9002041,4087365,105585,Unusual amount,90.6,Open
9002042,4156965,108870,High-risk merchant,82.3,Cleared
9002043,4198964,110932,Late-night transaction,69.0,Escalated
9002044,4096162,123850,High-risk merchant,66.0,Cleared
9002045,4042551,900417,High-risk merchant,89.0,Confirmed Fraud
9002046,4223005,119318,High-risk merchant,70.4,Confirmed Fraud
9002047,4202570,117405,Unusual amount,89.3,Open
9002048,4138644,111907,High-risk merchant,70.7,Cleared
9002049,4106104,101549,Late-night transaction,96.1,Cleared
9002050,4208627,108037,High-risk merchant,81.3,Cleared
9002051,4139054,118388,Unusual amount,92.4,Cleared
9002052,4184874,127571,Unusual amount,93.3,Confirmed Fraud
9002053,4224184,118230,Failed/reversed activity,75.3,Open
9002054,4068143,110446,Failed/reversed activity,57.7,Open
9002055,4233950,103989,Failed/reversed activity,67.6,Confirmed Fraud
9002056,4032829,121915,Unusual amount,83.5,Open
9002057,4097927,107228,Failed/reversed activity,93.4,Confirmed Fraud
9002058,4232736,105949,Failed/reversed activity,66.8,Confirmed Fraud
9002059,4127985,112890,High-risk merchant,83.0,Cleared
9002060,4050596,109969,Unusual amount,85.5,Cleared
9002061,4066232,109131,Failed/reversed activity,65.6,Cleared
9002062,4023646,119130,Failed/reversed activity,77.5,Cleared
9002063,4030239,108950,High-risk merchant,94.4,Confirmed Fraud
9002064,4184298,125588,Failed/reversed activity,89.8,Open
9002065,4047072,125612,Failed/reversed activity,68.2,Open
9002066,4053933,118839,Late-night transaction,91.2,Open
9002067,4221406,129059,Failed/reversed activity,64.4,Cleared
9002068,4106408,125197,High-risk merchant,64.5,Confirmed Fraud
9002069,4099168,111851,Failed/reversed activity,71.7,Open
9002070,4107755,105542,High-risk merchant,57.1,Escalated
9002071,4096267,126833,Failed/reversed activity,63.5,Cleared
9002072,4199487,101274,Unusual amount,93.0,Cleared
9002073,4174373,102327,High-risk merchant,96.2,Open
9002074,4126849,103129,High-risk merchant,89.5,Open
9002075,4185740,100409,Unusual amount,84.7,Open
9002076,4170017,900472,High-risk merchant,89.2,Confirmed Fraud
9002077,4054431,107645,High-risk merchant,94.9,Confirmed Fraud
9002078,4222015,103539,High-risk merchant,66.6,Cleared
9002079,4093720,115260,Unusual amount,94.8,Confirmed Fraud
9002080,4156611,103927,Unusual amount,92.3,Cleared
9002081,4211961,125600,Unusual amount,78.5,Escalated
9002082,4051278,118926,Unusual amount,79.8,Confirmed Fraud
9002083,4177897,107852,High-risk merchant,92.5,Open
9002084,4138327,111747,Late-night transaction,66.0,Open
9002085,4069607,111473,High-risk merchant,85.3,Open
9002086,4116779,129929,Late-night transaction,88.0,Cleared
9002087,4215553,115511,Unusual amount,65.6,Confirmed Fraud
9002088,4089909,107693,Late-night transaction,76.6,Confirmed Fraud
9002089,4129435,118039,Unusual amount,59.5,Confirmed Fraud
9002090,4147104,119479,Unusual amount,77.3,Cleared
9002091,4227153,100349,High-risk merchant,80.1,Confirmed Fraud
9002092,4197448,103316,Failed/reversed activity,91.8,Cleared
9002093,4101688,110420,High-risk merchant,78.2,Open
9002094,4221771,112293,Failed/reversed activity,77.6,Open
9002095,4096951,124764,Late-night transaction,61.0,Cleared
9002096,4051182,120447,High-risk merchant,65.0,Open
9002097,4168128,128232,Unusual amount,71.4,Open
9002098,4033156,112377,Late-night transaction,87.7,Confirmed Fraud
9002099,4109617,100668,High-risk merchant,73.6,Confirmed Fraud
9002100,4110964,104602,High-risk merchant,55.3,Cleared
9002101,4016224,105968,Unusual amount,57.7,Cleared
9002102,4215799,104782,Late-night transaction,60.8,Open
9002103,4217732,119562,Failed/reversed activity,98.5,Open
9002104,4085595,125819,Failed/reversed activity,69.8,Cleared
9002105,4167683,107265,Failed/reversed activity,81.9,Cleared
9002106,4016181,122965,Late-night transaction,63.8,Cleared
9002107,4170851,126109,Unusual amount,88.1,Escalated
9002108,4058306,102718,High-risk merchant,92.4,Cleared
9002109,4226571,129642,High-risk merchant,76.0,Confirmed Fraud
9002110,4232045,100019,Unusual amount,76.0,Confirmed Fraud
9002111,4065839,114708,High-risk merchant,97.3,Cleared
9002112,4149412,113528,High-risk merchant,72.7,Escalated
9002113,4211610,120857,High-risk merchant,66.4,Cleared
9002114,4094727,128182,Late-night transaction,93.3,Cleared
9002115,4085083,118044,Failed/reversed activity,84.1,Open
9002116,4048197,114796,Failed/reversed activity,69.6,Escalated
9002117,4000601,108742,Unusual amount,92.7,Open
9002118,4081884,117515,Late-night transaction,88.6,Cleared
9002119,4141051,108819,Late-night transaction,85.9,Cleared
9002120,4182066,119266,Failed/reversed activity,73.8,Confirmed Fraud
9002121,4223909,125267,Late-night transaction,88.7,Escalated
9002122,4172911,105513,Failed/reversed activity,64.8,Cleared
9002123,4237203,107185,High-risk merchant,97.5,Open
9002124,4229433,105398,Failed/reversed activity,92.0,Cleared
9002125,4226704,118602,Failed/reversed activity,84.4,Escalated
9002126,4211456,122997,Failed/reversed activity,90.7,Confirmed Fraud
9002127,4075355,108168,High-risk merchant,94.8,Open
9002128,4067448,103602,Late-night transaction,77.8,Open
9002129,4029264,123767,Unusual amount,81.4,Cleared
9002130,4099727,900033,Failed/reversed activity,84.1,Escalated
9002131,4188876,104820,Late-night transaction,84.4,Open
9002132,4027912,108254,Late-night transaction,88.2,Cleared
9002133,4230760,128625,Failed/reversed activity,96.4,Cleared
9002134,4116851,108035,Failed/reversed activity,64.9,Confirmed Fraud
9002135,4239006,106698,Unusual amount,67.6,Open
9002136,4074674,101159,Unusual amount,63.5,Cleared
9002137,4156743,125873,Failed/reversed activity,78.9,Open
9002138,4067978,115684,High-risk merchant,60.7,Open
9002139,4045787,125260,Late-night transaction,58.0,Escalated
9002140,4161394,108301,Failed/reversed activity,69.4,Open
9002141,4031719,122495,Unusual amount,59.0,Open
9002142,4049240,112905,Failed/reversed activity,90.8,Open
9002143,4208391,107428,High-risk merchant,73.8,Cleared
9002144,4085543,115504,High-risk merchant,93.6,Cleared
9002145,4158854,110131,Failed/reversed activity,59.6,Confirmed Fraud
9002146,4115773,109945,High-risk merchant,62.2,Cleared
9002147,4089981,107094,High-risk merchant,59.3,Confirmed Fraud
9002148,4214467,119252,High-risk merchant,95.7,Cleared
9002149,4050266,115725,Late-night transaction,69.3,Confirmed Fraud
9002150,4155768,118474,Unusual amount,96.5,Open
9002151,4101626,102032,Unusual amount,64.4,Cleared
9002152,4045512,125277,High-risk merchant,60.0,Cleared
9002153,4159246,105194,High-risk merchant,80.9,Cleared
9002154,4140070,112168,Failed/reversed activity,67.1,Open
9002155,4047089,129448,Late-night transaction,75.7,Cleared
9002156,4080223,900304,Late-night transaction,95.6,Open
9002157,4122237,105426,Unusual amount,79.7,Open
9002158,4124516,122041,Late-night transaction,59.6,Cleared
9002159,4121429,105967,Late-night transaction,97.3,Cleared
9002160,4074265,113711,Failed/reversed activity,60.8,Open
9002161,4051805,109004,Unusual amount,81.6,Cleared
9002162,4019944,102334,Late-night transaction,79.0,Cleared
9002163,4183723,120960,Late-night transaction,70.2,Cleared
9002164,4048174,128945,High-risk merchant,95.2,Open
9002165,4084297,121056,Late-night transaction,87.5,Cleared
9002166,4066644,118310,Late-night transaction,81.0,Confirmed Fraud
9002167,4184391,111268,High-risk merchant,80.3,Cleared
9002168,4087215,100693,High-risk merchant,55.2,Confirmed Fraud
9002169,4139214,122783,Failed/reversed activity,95.5,Confirmed Fraud
9002170,4153561,116249,Late-night transaction,95.5,Cleared
9002171,4083076,103627,High-risk merchant,68.3,Cleared
9002172,4188766,111894,Late-night transaction,69.2,Cleared
9002173,4029718,102881,Unusual amount,94.0,Cleared
9002174,4158622,114031,Unusual amount,91.3,Open
9002175,4157850,115087,High-risk merchant,55.6,Cleared
9002176,4193380,127107,Failed/reversed activity,73.6,Open
9002177,4018867,119044,Unusual amount,93.6,Escalated
9002178,4047506,118565,Late-night transaction,84.4,Cleared
9002179,4180475,116789,Failed/reversed activity,79.1,Confirmed Fraud
9002180,4103421,101008,High-risk merchant,96.9,Cleared
9002181,4232322,122996,Unusual amount,68.7,Open
9002182,4165724,119806,Late-night transaction,60.1,Cleared
9002183,4113644,105474,Failed/reversed activity,68.4,Confirmed Fraud
9002184,4194957,110716,Late-night transaction,84.6,Cleared
9002185,4229626,118768,High-risk merchant,61.4,Open
9002186,4216768,124893,High-risk merchant,90.3,Open
9002187,4089753,121706,Failed/reversed activity,80.2,Open
9002188,4122589,111417,Unusual amount,87.8,Open
9002189,4220657,124666,Failed/reversed activity,96.7,Open
9002190,4093185,127271,Late-night transaction,58.7,Open
9002191,4145981,101466,Unusual amount,74.4,Open
9002192,4062985,122753,Failed/reversed activity,78.5,Escalated
9002193,4226440,111390,Failed/reversed activity,67.5,Cleared
9002194,4086263,116018,Failed/reversed activity,65.7,Cleared
9002195,4102044,109699,Late-night transaction,79.8,Confirmed Fraud
9002196,4172805,122590,Failed/reversed activity,89.9,Open
9002197,4003257,112778,Failed/reversed activity,74.1,Cleared
9002198,4218893,121125,Failed/reversed activity,89.8,Confirmed Fraud
9002199,4067692,117041,Unusual amount,94.5,Cleared
9002200,4099391,118083,Late-night transaction,65.1,Cleared
9002201,4043521,112239,Late-night transaction,93.1,Open
9002202,4203124,124906,High-risk merchant,79.3,Cleared
9002203,4010474,105590,Unusual amount,69.6,Cleared
9002204,4062112,106154,Failed/reversed activity,93.6,Cleared
9002205,4190905,108208,High-risk merchant,91.7,Cleared
9002206,4020272,117077,Late-night transaction,92.3,Confirmed Fraud
9002207,4062934,109450,High-risk merchant,84.5,Cleared
9002208,4074348,119513,Late-night transaction,64.0,Open
9002209,4109605,104114,Unusual amount,73.7,Cleared
9002210,4154831,109221,High-risk merchant,71.6,Confirmed Fraud
9002211,4224749,104345,Unusual amount,88.2,Cleared
9002212,4148178,900205,Failed/reversed activity,93.9,Open
9002213,4036339,129015,Failed/reversed activity,89.2,Confirmed Fraud
9002214,4122046,112817,Unusual amount,74.5,Cleared
9002215,4083882,124424,Late-night transaction,91.3,Cleared
9002216,4217971,114284,High-risk merchant,98.6,Open
9002217,4159994,900321,High-risk merchant,85.2,Cleared
9002218,4176107,100656,High-risk merchant,71.3,Cleared
9002219,4170031,118300,Late-night transaction,75.6,Cleared
9002220,4024683,111724,Late-night transaction,89.7,Open
9002221,4059661,122387,Failed/reversed activity,68.1,Cleared
9002222,4107139,112111,High-risk merchant,57.7,Cleared
9002223,4204164,109347,Late-night transaction,57.0,Escalated
9002224,4088179,109961,Late-night transaction,70.4,Open
9002225,4232762,125564,Unusual amount,93.6,Open
9002226,4142713,116832,Unusual amount,60.9,Confirmed Fraud
9002227,4066823,129760,Late-night transaction,76.5,Cleared
9002228,4090587,121393,High-risk merchant,89.3,Cleared
9002229,4111944,129923,High-risk merchant,91.5,Escalated
9002230,4039816,104353,Failed/reversed activity,64.5,Cleared
9002231,4190609,120538,Late-night transaction,58.3,Open
9002232,4211200,112134,Failed/reversed activity,76.8,Cleared
9002233,4197902,125873,Late-night transaction,95.0,Cleared
9002234,4198530,111042,Unusual amount,84.8,Open
9002235,4094737,119647,Unusual amount,76.1,Confirmed Fraud
9002236,4150699,112938,Late-night transaction,57.0,Cleared
9002237,4211468,119757,Unusual amount,66.1,Cleared
9002238,4227727,124039,Late-night transaction,76.5,Cleared
9002239,4191297,113051,High-risk merchant,66.7,Confirmed Fraud
9002240,4132292,127376,Late-night transaction,59.4,Cleared
9002241,4076397,128646,Unusual amount,65.3,Confirmed Fraud
9002242,4085662,114385,Late-night transaction,80.9,Open
9002243,4080873,106450,Late-night transaction,74.3,Cleared
9002244,4124919,122042,High-risk merchant,82.9,Open
9002245,4107639,112479,Late-night transaction,92.6,Open
9002246,4200936,110603,Unusual amount,85.3,Cleared
9002247,4195131,120930,Unusual amount,95.3,Open
9002248,4215975,108067,High-risk merchant,67.6,Open
9002249,4234278,121219,High-risk merchant,87.9,Cleared
9002250,4089748,106785,Failed/reversed activity,60.5,Escalated
9002251,4037409,107853,Late-night transaction,86.6,Confirmed Fraud
9002252,4066318,116502,Unusual amount,55.7,Open
9002253,4131841,107333,Late-night transaction,63.7,Cleared
9002254,4228956,101075,Late-night transaction,64.2,Cleared
9002255,4039260,103255,High-risk merchant,89.7,Cleared
9002256,4104283,125297,High-risk merchant,73.8,Cleared
9002257,4155120,128114,Failed/reversed activity,92.5,Cleared
9002258,4092266,107550,Late-night transaction,62.7,Confirmed Fraud
9002259,4150233,102183,Late-night transaction,96.3,Open
9002260,4073680,123592,Unusual amount,94.6,Confirmed Fraud
9002261,4114009,105882,High-risk merchant,74.0,Confirmed Fraud
9002262,4152543,125542,Unusual amount,57.4,Confirmed Fraud
9002263,4141575,101400,Unusual amount,58.8,Cleared
9002264,4010161,119517,High-risk merchant,94.1,Open
9002265,4138569,120934,Late-night transaction,64.4,Cleared
9002266,4158290,109264,Late-night transaction,66.6,Cleared
9002267,4042907,125583,Late-night transaction,87.1,Open
9002268,4097875,116061,Failed/reversed activity,81.2,Open
9002269,4101718,115998,Late-night transaction,85.4,Confirmed Fraud
9002270,4161131,107935,High-risk merchant,89.4,Cleared
9002271,4173885,116548,Failed/reversed activity,74.2,Cleared
9002272,4003125,119364,High-risk merchant,63.1,Open
9002273,4106508,123396,Failed/reversed activity,76.5,Confirmed Fraud
9002274,4171443,127956,High-risk merchant,71.5,Open
9002275,4094246,106697,Failed/reversed activity,61.3,Cleared
9002276,4076608,101433,High-risk merchant,77.6,Cleared
9002277,4013294,121506,Late-night transaction,65.9,Open
9002278,4082304,103669,Late-night transaction,89.2,Open
9002279,4218623,108902,Unusual amount,94.7,Cleared
9002280,4043097,104275,Failed/reversed activity,58.7,Open
9002281,4095861,105720,High-risk merchant,60.7,Escalated
9002282,4185770,119489,Late-night transaction,84.4,Cleared
9002283,4220808,102566,Failed/reversed activity,59.4,Open
9002284,4138010,104023,Unusual amount,77.5,Cleared
9002285,4191135,108650,Failed/reversed activity,78.9,Escalated
9002286,4120865,126571,Late-night transaction,86.6,Open
9002287,4118745,119413,Unusual amount,97.0,Cleared
9002288,4168080,117787,Late-night transaction,83.4,Confirmed Fraud
9002289,4166403,124376,High-risk merchant,66.1,Open
9002290,4187556,126506,Failed/reversed activity,90.1,Cleared
9002291,4018681,125582,Unusual amount,64.1,Cleared
9002292,4122585,123011,High-risk merchant,89.3,Confirmed Fraud
9002293,4099342,121641,Failed/reversed activity,81.2,Cleared
9002294,4200374,129158,Unusual amount,91.2,Confirmed Fraud
9002295,4102397,119012,Failed/reversed activity,94.5,Confirmed Fraud
9002296,4130408,102796,Failed/reversed activity,79.5,Open
9002297,4205083,118391,Late-night transaction,57.7,Open
9002298,4191970,120798,Unusual amount,67.1,Confirmed Fraud
9002299,4152378,122659,High-risk merchant,96.6,Confirmed Fraud
9002300,4178490,107677,Late-night transaction,85.4,Confirmed Fraud
9002301,4164489,125500,Unusual amount,56.5,Escalated
9002302,4203022,110465,Failed/reversed activity,64.4,Cleared
9002303,4021087,107380,High-risk merchant,68.7,Cleared
9002304,4192404,112500,Failed/reversed activity,72.5,Cleared
9002305,4193091,114061,High-risk merchant,73.8,Cleared
9002306,4021570,105186,Unusual amount,99.0,Cleared
9002307,4046192,125334,High-risk merchant,83.8,Cleared
9002308,4033375,112748,Late-night transaction,59.8,Open
9002309,4219903,112540,Unusual amount,81.9,Cleared
9002310,4161469,100243,Failed/reversed activity,77.4,Cleared
9002311,4105426,117793,Late-night transaction,58.8,Open
9002312,4233005,129666,Unusual amount,67.8,Cleared
9002313,4084569,108061,Late-night transaction,68.8,Cleared
9002314,4192934,129372,Unusual amount,62.7,Open
9002315,4050946,104821,Failed/reversed activity,59.1,Open
9002316,4040115,121179,Failed/reversed activity,77.9,Open
9002317,4222317,101425,Late-night transaction,76.7,Open
9002318,4021327,122494,Late-night transaction,64.4,Confirmed Fraud
9002319,4080836,129898,Unusual amount,69.4,Confirmed Fraud
9002320,4093808,114922,Unusual amount,93.0,Cleared
9002321,4140453,124125,Unusual amount,70.5,Cleared
9002322,4143395,113501,Late-night transaction,70.2,Cleared
9002323,4149692,113499,Failed/reversed activity,68.8,Cleared
9002324,4199769,110666,High-risk merchant,69.2,Cleared
9002325,4134005,107069,Late-night transaction,79.7,Cleared
9002326,4169103,117903,Late-night transaction,76.4,Cleared
9002327,4022724,124257,High-risk merchant,74.4,Open
9002328,4114492,119955,Late-night transaction,73.9,Escalated
9002329,4185476,128477,High-risk merchant,72.6,Escalated
9002330,4184611,122211,Failed/reversed activity,85.5,Confirmed Fraud
9002331,4200112,110665,Late-night transaction,75.6,Escalated
9002332,4048527,115964,Late-night transaction,67.4,Cleared
9002333,4235034,106706,Failed/reversed activity,90.4,Cleared
9002334,4084307,114465,Late-night transaction,76.6,Escalated
9002335,4082210,127679,High-risk merchant,97.6,Cleared
9002336,4232946,105924,Failed/reversed activity,71.2,Cleared
9002337,4176300,105890,Failed/reversed activity,76.7,Open
9002338,4034227,110206,Failed/reversed activity,97.6,Cleared
9002339,4229760,104173,Failed/reversed activity,91.9,Confirmed Fraud
9002340,4173876,114885,Unusual amount,87.6,Open
9002341,4004972,119134,High-risk merchant,98.6,Cleared
9002342,4005952,100844,Late-night transaction,76.8,Cleared
9002343,4067618,100823,Unusual amount,88.3,Cleared
9002344,4129149,119759,Late-night transaction,98.0,Cleared
9002345,4085802,120975,High-risk merchant,59.7,Confirmed Fraud
9002346,4051249,106769,High-risk merchant,87.1,Confirmed Fraud
9002347,4095843,126453,Failed/reversed activity,57.4,Cleared
9002348,4076494,101903,Unusual amount,83.2,Confirmed Fraud
9002349,4154220,128770,High-risk merchant,88.7,Cleared
9002350,4119325,900056,Late-night transaction,62.9,Open
9002351,4013178,121717,Late-night transaction,55.5,Cleared
9002352,4046325,100441,Unusual amount,56.5,Open
9002353,4225604,105952,Unusual amount,70.0,Confirmed Fraud
9002354,4051995,112230,Late-night transaction,96.2,Cleared
9002355,4020986,118158,Late-night transaction,68.1,Open
9002356,4125300,118287,High-risk merchant,73.2,Open
9002357,4218597,125690,Late-night transaction,64.2,Open
9002358,4164652,114243,Late-night transaction,69.3,Open
9002359,4072205,106913,Late-night transaction,97.3,Cleared
9002360,4041926,124105,Failed/reversed activity,98.8,Open
9002361,4150347,121463,Unusual amount,97.4,Cleared
9002362,4129506,101688,Late-night transaction,72.2,Cleared
9002363,4178805,120927,Failed/reversed activity,94.5,Open
9002364,4180301,102515,Unusual amount,90.9,Open
9002365,4076441,116031,Failed/reversed activity,64.6,Cleared
9002366,4224114,115891,High-risk merchant,72.9,Cleared
9002367,4169403,104338,Failed/reversed activity,80.0,Cleared
9002368,4232608,100638,Failed/reversed activity,66.6,Cleared
9002369,4122013,106551,Unusual amount,82.4,Cleared
9002370,4159211,109230,Late-night transaction,91.0,Escalated
9002371,4102575,122152,Unusual amount,79.1,Confirmed Fraud
9002372,4038779,102441,Failed/reversed activity,75.2,Cleared
9002373,4236883,110319,Failed/reversed activity,67.9,Cleared
9002374,4169157,125308,Unusual amount,74.5,Confirmed Fraud
9002375,4057157,122342,Failed/reversed activity,76.2,Cleared
9002376,4175759,115677,Failed/reversed activity,56.3,Cleared
9002377,4206094,126773,Unusual amount,95.9,Escalated
9002378,4127562,124408,Unusual amount,67.1,Open
9002379,4202034,107818,High-risk merchant,91.7,Cleared
9002380,4070836,101532,High-risk merchant,98.1,Cleared
9002381,4150377,126040,Late-night transaction,64.1,Open
9002382,4046008,122263,High-risk merchant,75.4,Confirmed Fraud
9002383,4148319,104423,Unusual amount,94.7,Cleared
9002384,4150712,123407,Failed/reversed activity,89.2,Cleared
9002385,4044584,117026,Late-night transaction,65.1,Cleared
9002386,4203570,115223,High-risk merchant,93.5,Confirmed Fraud
9002387,4173263,106242,Unusual amount,74.2,Cleared
9002388,4193591,109021,Late-night transaction,77.1,Cleared
9002389,4079948,101776,Unusual amount,95.3,Escalated
9002390,4052864,115409,Late-night transaction,91.2,Cleared
9002391,4010625,900301,Failed/reversed activity,66.2,Confirmed Fraud
9002392,4197656,120659,Failed/reversed activity,57.6,Cleared
9002393,4175430,114611,Failed/reversed activity,98.7,Confirmed Fraud
9002394,4110022,125642,Failed/reversed activity,64.6,Escalated
9002395,4221599,121822,High-risk merchant,63.4,Open
9002396,4003652,115923,Failed/reversed activity,73.8,Cleared
9002397,4193309,128809,High-risk merchant,86.6,Confirmed Fraud
9002398,4018893,114502,High-risk merchant,91.1,Open
