merchant_id,merchant_name,merchant_category,merchant_country,risk_level
5605,Groceries_605,Groceries,France,Low
5606,UTILITIES_606,Utilities,Germany,Low
5607,Insurance_607,Insurance,Romania,Low
5608,Health_608,Health,Germany,Low
5609,Restaurants_609,Restaurants,Portugal,Low
5610,HEALTH_610,Health,Romania,Low
5611,Groceries_611,Groceries,Italy,Low
5612,ONLINEGAMING_612,Online Gaming,Poland,High
5613,Health_613,Health,Spain,Low
5614,Fashion_614,Fashion,Portugal,Low
5615,Education_615,Education,Spain,Low
5616,Insurance_616,Insurance,Netherlands,Low
5617,Health_617,Health,Portugal,Low
5618,Education_618,Education,Sweden,Low
5619,GROCERIES 619,Groceries,Spain,Low
5620,TRAVEL_620,Travel,Cyprus,Medium
5621,Education_621,Education,Cyprus,Low
5622,FASHION_622,Fashion,Italy,Low
5623,OnlineGaming_623,Online Gaming,Ireland,High
5624,Travel_624,Travel,France,Medium
5625,Groceries_625,Groceries,France,Low
5626,Fashion_626,Fashion,France,Low
5627,Groceries_627,Groceries,Germany,Low
5628,Utilities_628,Utilities,Cyprus,Low
5629,Education_629,Education,Malta,Low
5630,ATM_630,ATM,Malta,Medium
5631,Health 631,Health,Netherlands,Low
5632,Health_632,Health,Romania,Low
5633,Restaurants_633,Restaurants,Belgium,Low
5634,Electronics_634,Electronics,Poland,Medium
5635,ATM_635,ATM,Portugal,Medium
5636,Groceries_636,Groceries,Portugal,Low
5637,ELECTRONICS_637,Electronics,Malta,Medium
5638,Electronics_638,Electronics,Germany,Medium
5639,HEALTH_639,Health,Netherlands,Low
5640,Restaurants_640,Restaurants,Belgium,Low
5641,Fashion_641,Fashion,Germany,Low
5642,TRAVEL_642,Travel,Germany,Medium
5643,Health_643,Health,Belgium,Low
5644,Fashion_644,Fashion,Portugal,Low
5645,Groceries_645,Groceries,Italy,Low
5646,Groceries_646,Groceries,Malta,Low
5647,TRAVEL 647,Travel,Netherlands,Medium
5648,Utilities_648,Utilities,Malta,Low
5649,Fashion 649,Fashion,Belgium,Low
5650,Electronics_650,Electronics,France,Medium
5651,Groceries 651,Groceries,Portugal,Low
5652,Groceries_652,Groceries,Ireland,Low
5653,Restaurants_653,Restaurants,Lithuania,Low
5654,Restaurants_654,Restaurants,Ireland,Low
5655,Fashion_655,Fashion,Italy,Low
5656,CryptoServices_656,Crypto Services,Romania,High
5657,Travel_657,Travel,Spain,Medium
5658,Utilities_658,Utilities,Netherlands,Low
5659,Insurance_659,Insurance,Malta,Low
5660,ELECTRONICS_660,Electronics,Belgium,Medium
5661,Fashion_661,Fashion,Netherlands,Low
5662,Utilities_662,Utilities,Sweden,Low
5663,Restaurants_663,Restaurants,Belgium,Low
5664,OnlineGaming_664,Online Gaming,Sweden,High
5665,Health_665,Health,Germany,Low
5666,Utilities_666,Utilities,Portugal,Low
5667,Utilities_667,Utilities,Cyprus,Low
5668,FASHION 668,Fashion,Malta,Low
5669,Education_669,Education,Ireland,Low
5670,Groceries 670,Groceries,Cyprus,Low
5671,OnlineGaming_671,Online Gaming,Germany,High
5672,Travel_672,Travel,Netherlands,Medium
5673,TRAVEL_673,Travel,Sweden,Medium
5674,Groceries_674,Groceries,Ireland,Low
5675,HEALTH_675,Health,Portugal,Low
5676,Electronics_676,Electronics,Portugal,Medium
5677,Groceries_677,Groceries,Netherlands,Low
5678,Groceries_678,Groceries,Spain,Low
5679,Groceries_679,Groceries,Lithuania,Low
5680,Groceries_680,Groceries,Spain,Low
5681,Groceries_681,Groceries,Germany,Low
5682,HEALTH_682,Health,Netherlands,Low
5683,Restaurants_683,Restaurants,Lithuania,Low
5684,CryptoServices_684,Crypto Services,Lithuania,High
5685,Restaurants_685,Restaurants,Netherlands,Low
5686,Health_686,Health,Ireland,Low
5687,Insurance_687,Insurance,Sweden,Low
5688,Utilities_688,Utilities,Ireland,Low
5689,RESTAURANTS_689,Restaurants,Germany,Low
5690,FASHION_690,Fashion,Romania,Low
5691,Fashion_691,Fashion,Spain,Low
5692,ATM_692,ATM,Portugal,Medium
5693,Groceries_693,Groceries,Belgium,Low
5694,Fashion_694,Fashion,Italy,Low
5695,Electronics_695,Electronics,Cyprus,Medium
5696,Groceries_696,Groceries,Romania,Low
5697,Travel_697,Travel,Malta,Medium
5698,INSURANCE_698,Insurance,France,Low
5699,GROCERIES_699,Groceries,France,Low
5700,Travel_700,Travel,Romania,Medium
5701,Groceries_701,Groceries,Netherlands,Low
5702,Fashion_702,Fashion,Cyprus,Low
5703,Fashion_703,Fashion,Sweden,Low
5704,Electronics_704,Electronics,Lithuania,Medium
5705,OnlineGaming_705,Online Gaming,Spain,High
5706,ATM_706,ATM,Netherlands,Medium
5707,Groceries_707,Groceries,Romania,Low
5708,Utilities_708,Utilities,Romania,Low
5709,Health_709,Health,Belgium,Low
5710,Restaurants_710,Restaurants,Germany,Low
5711,GROCERIES_711,Groceries,Romania,Low
5712,Utilities 712,Utilities,Spain,Low
5713,Restaurants_713,Restaurants,Portugal,Low
5714,OnlineGaming_714,Online Gaming,Italy,High
5715,Restaurants_715,Restaurants,Poland,Low
5716,UTILITIES_716,Utilities,France,Low
5717,Fashion_717,Fashion,Netherlands,Low
5718,FASHION_718,Fashion,Poland,Low
5719,ATM_719,ATM,Romania,Medium
5720,OnlineGaming_720,Online Gaming,Romania,High
5721,Education_721,Education,Portugal,Low
5722,UTILITIES_722,Utilities,Spain,Low
5723,Health_723,Health,Italy,Low
5724,Restaurants_724,Restaurants,Italy,Low
5725,CryptoServices_725,Crypto Services,Netherlands,High
5726,Restaurants_726,Restaurants,Ireland,Low
5727,Electronics_727,Electronics,Poland,Medium
5728,Utilities_728,Utilities,Ireland,Low
5729,OnlineGaming_729,Online Gaming,Portugal,High
5730,FASHION_730,Fashion,Ireland,Low
5731,Electronics_731,Electronics,Cyprus,Medium
5732,Restaurants_732,Restaurants,Spain,Low
5733,Groceries_733,Groceries,Romania,Low
5734,Groceries_734,Groceries,Italy,Low
5735,Utilities_735,Utilities,Poland,Low
5736,RESTAURANTS_736,Restaurants,Malta,Low
5737,Groceries_737,Groceries,Romania,Low
5738,Restaurants_738,Restaurants,France,Low
5739,Restaurants_739,Restaurants,France,Low
5740,Travel_740,Travel,Italy,Medium
5741,Fashion_741,Fashion,Ireland,Low
5742,Fashion_742,Fashion,Lithuania,Low
5743,OnlineGaming_743,Online Gaming,Portugal,High
5744,CryptoServices_744,Crypto Services,Italy,High
5745,Restaurants_745,Restaurants,Poland,Low
5746,Health_746,Health,Netherlands,Low
5747,Electronics_747,Electronics,Lithuania,Medium
5748,Fashion_748,Fashion,Romania,Low
5749,Utilities_749,Utilities,Germany,Low
5750,Groceries_750,Groceries,Netherlands,Low
5751,Restaurants_751,Restaurants,Belgium,Low
5752,Education_752,Education,France,Low
5753,OnlineGaming_753,Online Gaming,Ireland,High
5754,Fashion 754,Fashion,Italy,Low
5755,GROCERIES 755,Groceries,Lithuania,Low
5756,ONLINEGAMING_756,Online Gaming,Ireland,High
5757,CryptoServices 757,Crypto Services,Italy,High
5758,Restaurants_758,Restaurants,Belgium,Low
5759,Electronics_759,Electronics,Italy,Medium
5760,GROCERIES_760,Groceries,Belgium,Low
5761,Restaurants_761,Restaurants,Sweden,Low
5762,UTILITIES_762,Utilities,Sweden,Low
5763,Fashion_763,Fashion,Italy,Low
5764,Groceries 764,Groceries,Cyprus,Low
5765,Education_765,Education,Cyprus,Low
5766,Electronics_766,Electronics,Malta,Medium
5767,Health 767,Health,Belgium,Low
5768,ATM_768,ATM,Germany,Medium
5769,Fashion_769,Fashion,Italy,Low
5770,GROCERIES_770,Groceries,Ireland,Low
5771,ATM_771,ATM,Netherlands,Medium
5772,Groceries_772,Groceries,Romania,Low
5773,Restaurants_773,Restaurants,Italy,Low
5774,Groceries 774,Groceries,Spain,Low
5775,OnlineGaming_775,Online Gaming,Cyprus,High
5776,INSURANCE 776,Insurance,Sweden,Low
5777,Restaurants_777,Restaurants,Netherlands,Low
5778,Electronics_778,Electronics,Spain,Medium
5779,OnlineGaming_779,Online Gaming,Ireland,High
5780,GROCERIES_780,Groceries,Malta,Low
5781,Fashion_781,Fashion,Italy,Low
5782,Groceries_782,Groceries,Poland,Low
5783,Fashion 783,Fashion,Romania,Low
5784,Utilities 784,Utilities,Ireland,Low
5785,Electronics_785,Electronics,Romania,Medium
5786,Fashion_786,Fashion,Malta,Low
5787,OnlineGaming_787,Online Gaming,Portugal,High
5788,ATM_788,ATM,Sweden,Medium
5789,Restaurants 789,Restaurants,Malta,Low
5790,Groceries_790,Groceries,Portugal,Low
5791,GROCERIES_791,Groceries,Portugal,Low
5792,Utilities_792,Utilities,Lithuania,Low
5793,Utilities_793,Utilities,Lithuania,Low
5794,Travel_794,Travel,Spain,Medium
5795,Fashion_795,Fashion,Netherlands,Low
5796,Groceries_796,Groceries,Portugal,Low
5797,Health_797,Health,Netherlands,Low
5798,OnlineGaming 798,Online Gaming,Portugal,High
5799,Restaurants_799,Restaurants,Spain,Low
5800,Groceries_800,Groceries,Spain,Low
5801,Fashion_801,Fashion,Malta,Low
5802,Fashion_802,Fashion,Germany,Low
5803,Health_803,Health,Germany,Low
5804,Health_804,Health,Germany,Low
5805,RESTAURANTS_805,Restaurants,Netherlands,Low
5806,RESTAURANTS_806,Restaurants,Sweden,Low
5807,Groceries_807,Groceries,France,Low
5808,Electronics_808,Electronics,Ireland,Medium
5809,Groceries_809,Groceries,Cyprus,Low
5810,EDUCATION_810,Education,Cyprus,Low
5811,CryptoServices_811,Crypto Services,Italy,High
5812,Insurance_812,Insurance,Cyprus,Low
5813,Utilities_813,Utilities,Sweden,Low
5814,Fashion 814,Fashion,Germany,Low
5815,OnlineGaming_815,Online Gaming,Sweden,High
5816,TRAVEL_816,Travel,Belgium,Medium
5817,CRYPTOSERVICES_817,Crypto Services,France,High
5818,Groceries_818,Groceries,Malta,Low
5819,Groceries_819,Groceries,Belgium,Low
5820,Education_820,Education,Sweden,Low
5821,GROCERIES_821,Groceries,Germany,Low
5822,OnlineGaming_822,Online Gaming,France,High
5823,Restaurants_823,Restaurants,Poland,Low
5824,OnlineGaming_824,Online Gaming,Ireland,High
5825,OnlineGaming_825,Online Gaming,Poland,High
5826,Fashion_826,Fashion,Belgium,Low
5827,Fashion_827,Fashion,Spain,Low
5828,Groceries_828,Groceries,Netherlands,Low
5829,Restaurants_829,Restaurants,Malta,Low
5830,Fashion_830,Fashion,Poland,Low
5831,Groceries_831,Groceries,Portugal,Low
5832,Travel_832,Travel,Lithuania,Medium
5833,ELECTRONICS_833,Electronics,Poland,Medium
5834,RESTAURANTS_834,Restaurants,Malta,Low
5835,Electronics_835,Electronics,Malta,Medium
5836,Groceries_836,Groceries,Ireland,Low
5837,TRAVEL_837,Travel,Belgium,Medium
5838,Restaurants_838,Restaurants,Italy,Low
5839,Restaurants_839,Restaurants,Belgium,Low
5840,GROCERIES_840,Groceries,Netherlands,Low
5841,Restaurants_841,Restaurants,France,Low
5842,Health_842,Health,Malta,Low
5843,Fashion_843,Fashion,Poland,Low
5844,Groceries_844,Groceries,France,Low
5845,Travel_845,Travel,Portugal,Medium
5846,ATM_846,ATM,Spain,Medium
5847,Insurance_847,Insurance,Romania,Low
5848,Fashion_848,Fashion,Cyprus,Low
5849,Education_849,Education,Malta,Low
5850,ELECTRONICS_850,Electronics,Lithuania,Medium
5851,Electronics_851,Electronics,Ireland,Medium
5852,Restaurants_852,Restaurants,Sweden,Low
5853,Health_853,Health,Ireland,Low
5854,Groceries_854,Groceries,Cyprus,Low
5855,Restaurants_855,Restaurants,Malta,Low
5856,Groceries_856,Groceries,Poland,Low
5857,Restaurants_857,Restaurants,Sweden,Low
5858,Insurance 858,Insurance,Portugal,Low
5859,ATM_859,ATM,Italy,Medium
5860,Fashion_860,Fashion,Romania,Low
5861,Groceries_861,Groceries,Sweden,Low
5862,Insurance_862,Insurance,Poland,Low
5863,Health_863,Health,Germany,Low
5864,Fashion_864,Fashion,Sweden,Low
5865,Groceries_865,Groceries,Portugal,Low
5866,Groceries_866,Groceries,Cyprus,Low
5867,Health 867,Health,Malta,Low
5868,Restaurants_868,Restaurants,Poland,Low
5869,EDUCATION_869,Education,Portugal,Low
5870,Groceries_870,Groceries,Portugal,Low
5871,Electronics_871,Electronics,Lithuania,Medium
5872,Fashion_872,Fashion,Cyprus,Low
5873,ATM_873,ATM,Malta,Medium
5874,Restaurants_874,Restaurants,Lithuania,Low
5875,Utilities_875,Utilities,Italy,Low
5876,Restaurants_876,Restaurants,Poland,Low
5877,TRAVEL_877,Travel,Poland,Medium
5878,Fashion_878,Fashion,Italy,Low
5879,Restaurants_879,Restaurants,Germany,Low
5880,Fashion_880,Fashion,Romania,Low
5881,Restaurants_881,Restaurants,Romania,Low
5882,ATM_882,ATM,Portugal,Medium
5883,Insurance 883,Insurance,Belgium,Low
5884,ONLINEGAMING_884,Online Gaming,France,High
5885,Restaurants 885,Restaurants,Germany,Low
5886,Groceries_886,Groceries,Lithuania,Low
5887,Restaurants_887,Restaurants,Malta,Low
5888,Groceries_888,Groceries,France,Low
5889,CryptoServices_889,Crypto Services,Italy,High
5890,Fashion_890,Fashion,Ireland,Low
5891,CryptoServices_891,Crypto Services,Sweden,High
5892,Electronics_892,Electronics,Italy,Medium
5893,Electronics_893,Electronics,Spain,Medium
5894,Insurance_894,Insurance,Ireland,Low
5895,RESTAURANTS_895,Restaurants,Sweden,Low
5896,Electronics_896,Electronics,Belgium,Medium
5897,Electronics 897,Electronics,Netherlands,Medium
5898,Insurance_898,Insurance,Belgium,Low
5899,Utilities_899,Utilities,Poland,Low
5900,Utilities_900,Utilities,Lithuania,Low
5901,Groceries 901,Groceries,Portugal,Low
5902,Restaurants_902,Restaurants,Ireland,Low
5903,ELECTRONICS_903,Electronics,Sweden,Medium
5904,Fashion_904,Fashion,Netherlands,Low
5905,Utilities 905,Utilities,Malta,Low
5906,Travel_906,Travel,Malta,Medium
5907,Restaurants_907,Restaurants,Cyprus,Low
5908,Restaurants_908,Restaurants,Spain,Low
5909,Fashion_909,Fashion,Poland,Low
5910,Restaurants_910,Restaurants,Netherlands,Low
5911,Utilities_911,Utilities,Spain,Low
5912,Restaurants_912,Restaurants,Spain,Low
5913,Utilities_913,Utilities,Sweden,Low
5914,Restaurants_914,Restaurants,Italy,Low
5915,Restaurants_915,Restaurants,Portugal,Low
5916,Insurance_916,Insurance,Spain,Low
5917,Fashion_917,Fashion,Spain,Low
5918,ATM_918,ATM,Germany,Medium
5919,Health_919,Health,France,Low
5920,OnlineGaming_920,Online Gaming,France,High
5921,Groceries_921,Groceries,Malta,Low
5922,Groceries_922,Groceries,Poland,Low
5923,Groceries_923,Groceries,Ireland,Low
5924,OnlineGaming_924,Online Gaming,Netherlands,High
5925,Groceries_925,Groceries,Cyprus,Low
5926,Groceries_926,Groceries,Italy,Low
5927,Utilities_927,Utilities,Belgium,Low
5928,Electronics_928,Electronics,Spain,Medium
5929,Restaurants_929,Restaurants,Romania,Low
5930,Travel_930,Travel,Italy,Medium
5931,ATM_931,ATM,Cyprus,Medium
5932,CryptoServices_932,Crypto Services,Italy,High
5933,Travel_933,Travel,Belgium,Medium
5934,Utilities_934,Utilities,Sweden,Low
5935,Fashion_935,Fashion,Belgium,Low
5936,Education_936,Education,Italy,Low
5937,ELECTRONICS_937,Electronics,Sweden,Medium
5938,Fashion_938,Fashion,Lithuania,Low
5939,Electronics_939,Electronics,Spain,Medium
5940,Health_940,Health,Netherlands,Low
5941,Travel_941,Travel,Netherlands,Medium
5942,Restaurants_942,Restaurants,Sweden,Low
5943,CryptoServices_943,Crypto Services,Germany,High
5944,CryptoServices_944,Crypto Services,Ireland,High
5945,Restaurants_945,Restaurants,Lithuania,Low
5946,OnlineGaming_946,Online Gaming,Poland,High
5947,RESTAURANTS 947,Restaurants,France,Low
5948,Electronics_948,Electronics,Belgium,Medium
5949,Health_949,Health,Germany,Low
5950,Groceries_950,Groceries,Sweden,Low
5951,GROCERIES_951,Groceries,Sweden,Low
5952,Electronics_952,Electronics,Italy,Medium
5953,GROCERIES_953,Groceries,Sweden,Low
5954,Restaurants_954,Restaurants,Lithuania,Low
5955,EDUCATION_955,Education,Sweden,Low
5956,OnlineGaming_956,Online Gaming,Ireland,High
5957,RESTAURANTS_957,Restaurants,Italy,Low
5958,Utilities_958,Utilities,Spain,Low
5959,Groceries_959,Groceries,Portugal,Low
5960,Utilities_960,Utilities,Belgium,Low
5961,Health_961,Health,Poland,Low
5962,Groceries_962,Groceries,Italy,Low
5963,ATM 963,ATM,Ireland,Medium
5964,ATM_964,ATM,Romania,Medium
5965,Utilities_965,Utilities,Belgium,Low
5966,Electronics_966,Electronics,Sweden,Medium
5967,Restaurants_967,Restaurants,Netherlands,Low
5968,Electronics_968,Electronics,Poland,Medium
5969,Restaurants_969,Restaurants,Ireland,Low
5970,Education 970,Education,Netherlands,Low
5971,GROCERIES_971,Groceries,Spain,Low
5972,Insurance_972,Insurance,Sweden,Low
5973,Insurance_973,Insurance,Spain,Low
5974,TRAVEL_974,Travel,Portugal,Medium
5975,Groceries_975,Groceries,Italy,Low
5976,OnlineGaming_976,Online Gaming,Germany,High
5977,OnlineGaming_977,Online Gaming,Spain,High
5978,Groceries_978,Groceries,Sweden,Low
5979,ATM_979,ATM,Ireland,Medium
5980,OnlineGaming_980,Online Gaming,Romania,High
5981,GROCERIES 981,Groceries,Portugal,Low
5982,RESTAURANTS_982,Restaurants,France,Low
5983,Travel_983,Travel,Malta,Medium
5984,FASHION_984,Fashion,Sweden,Low
5985,Insurance_985,Insurance,Portugal,Low
5986,Restaurants_986,Restaurants,Lithuania,Low
5987,GROCERIES_987,Groceries,France,Low
5988,Electronics_988,Electronics,Portugal,Medium
5989,ATM_989,ATM,Belgium,Medium
5990,Fashion_990,Fashion,Poland,Low
5991,FASHION_991,Fashion,Cyprus,Low
5992,EDUCATION_992,Education,Spain,Low
5993,Groceries_993,Groceries,Cyprus,Low
5994,Travel_994,Travel,Germany,Medium
5995,Travel_995,Travel,Malta,Medium
5996,Restaurants 996,Restaurants,Germany,Low
5997,Electronics_997,Electronics,Italy,Medium
5998,ELECTRONICS_998,Electronics,Romania,Medium
5999,Utilities_999,Utilities,Belgium,Low
6000,OnlineGaming_1000,Online Gaming,Cyprus,High
6001,Fashion_1001,Fashion,Italy,Low
6002,Health_1002,Health,Spain,Low
6003,Groceries_1003,Groceries,Germany,Low
6004,Fashion_1004,Fashion,Netherlands,Low
6005,Electronics_1005,Electronics,France,Medium
6006,GROCERIES_1006,Groceries,Spain,Low
6007,ATM_1007,ATM,Spain,Medium
6008,Fashion_1008,Fashion,Sweden,Low
6009,Education_1009,Education,Poland,Low
6010,Education_1010,Education,Germany,Low
6011,Health_1011,Health,Spain,Low
6012,Utilities_1012,Utilities,Portugal,Low
6013,Utilities 1013,Utilities,Belgium,Low
6014,Groceries_1014,Groceries,Spain,Low
6015,OnlineGaming_1015,Online Gaming,Italy,High
6016,Utilities_1016,Utilities,Malta,Low
6017,Groceries_1017,Groceries,Sweden,Low
6018,OnlineGaming 1018,Online Gaming,Sweden,High
6019,Fashion_1019,Fashion,Cyprus,Low
6020,Insurance_1020,Insurance,Belgium,Low
6021,Groceries_1021,Groceries,Italy,Low
6022,ATM_1022,ATM,Belgium,Medium
6023,Groceries_1023,Groceries,Romania,Low
6024,Groceries_1024,Groceries,Germany,Low
6025,TRAVEL 1025,Travel,Netherlands,Medium
6026,Restaurants_1026,Restaurants,Spain,Low
6027,Travel 1027,Travel,Sweden,Medium
6028,Groceries_1028,Groceries,Ireland,Low
6029,CryptoServices_1029,Crypto Services,Ireland,High
6030,Travel_1030,Travel,Spain,Medium
6031,ONLINEGAMING_1031,Online Gaming,Spain,High
6032,UTILITIES_1032,Utilities,Netherlands,Low
6033,ONLINEGAMING_1033,Online Gaming,Belgium,High
6034,HEALTH_1034,Health,Italy,Low
6035,Groceries_1035,Groceries,Cyprus,Low
6036,Restaurants_1036,Restaurants,France,Low
6037,Health_1037,Health,France,Low
6038,Restaurants_1038,Restaurants,Netherlands,Low
6039,Health 1039,Health,Portugal,Low
6040,Groceries 1040,Groceries,Romania,Low
6041,Groceries 1041,Groceries,Poland,Low
6042,ATM 1042,ATM,Spain,Medium
6043,Travel 1043,Travel,Portugal,Medium
6044,Restaurants_1044,Restaurants,Belgium,Low
6045,Education_1045,Education,Romania,Low
6046,Electronics_1046,Electronics,Italy,Medium
6047,Health_1047,Health,Romania,Low
6048,ATM_1048,ATM,Spain,Medium
6049,GROCERIES_1049,Groceries,Poland,Low
6050,HEALTH_1050,Health,Spain,Low
6051,Travel_1051,Travel,Portugal,Medium
6052,Groceries_1052,Groceries,Germany,Low
6053,Fashion_1053,Fashion,Italy,Low
6054,GROCERIES_1054,Groceries,Lithuania,Low
6055,Travel_1055,Travel,Romania,Medium
6056,Groceries_1056,Groceries,Cyprus,Low
6057,Fashion_1057,Fashion,Romania,Low
6058,Insurance_1058,Insurance,Malta,Low
6059,Travel 1059,Travel,Italy,Medium
6060,Groceries_1060,Groceries,Portugal,Low
6061,OnlineGaming 1061,Online Gaming,France,High
6062,GROCERIES_1062,Groceries,Cyprus,Low
6063,Fashion_1063,Fashion,Lithuania,Low
6064,Fashion_1064,Fashion,Poland,Low
6065,GROCERIES_1065,Groceries,Cyprus,Low
6066,RESTAURANTS_1066,Restaurants,Ireland,Low
6067,Insurance_1067,Insurance,Malta,Low
6068,Health_1068,Health,Ireland,Low
6069,TRAVEL_1069,Travel,France,Medium
6070,Restaurants_1070,Restaurants,Portugal,Low
6071,Electronics_1071,Electronics,Lithuania,Medium
6072,Restaurants_1072,Restaurants,Belgium,Low
6073,Groceries_1073,Groceries,Lithuania,Low
6074,Groceries_1074,Groceries,Sweden,Low
6075,Restaurants_1075,Restaurants,Portugal,Low
6076,Travel_1076,Travel,France,Medium
6077,Utilities_1077,Utilities,Belgium,Low
6078,Utilities_1078,Utilities,Germany,Low
6079,CryptoServices_1079,Crypto Services,Belgium,High
6080,Health_1080,Health,Cyprus,Low
6081,Education_1081,Education,France,Low
6082,Restaurants_1082,Restaurants,Lithuania,Low
6083,Restaurants_1083,Restaurants,Lithuania,Low
6084,Utilities_1084,Utilities,Portugal,Low
6085,Travel_1085,Travel,Poland,Medium
6086,Groceries_1086,Groceries,Ireland,Low
6087,Fashion_1087,Fashion,Romania,Low
6088,Education 1088,Education,Sweden,Low
6089,OnlineGaming_1089,Online Gaming,France,High
6090,Groceries_1090,Groceries,Netherlands,Low
6091,Education 1091,Education,Netherlands,Low
6092,RESTAURANTS_1092,Restaurants,Lithuania,Low
6093,CryptoServices_1093,Crypto Services,Cyprus,High
6094,Travel_1094,Travel,Lithuania,Medium
6095,OnlineGaming_1095,Online Gaming,Ireland,High
6096,Groceries_1096,Groceries,Romania,Low
6097,Electronics_1097,Electronics,Cyprus,Medium
6098,Groceries_1098,Groceries,Ireland,Low
6099,Fashion_1099,Fashion,Romania,Low
6100,Travel_1100,Travel,Poland,Medium
6101,HEALTH_1101,Health,Germany,Low
6102,Restaurants 1102,Restaurants,France,Low
6103,ELECTRONICS_1103,Electronics,Spain,Medium
6104,Restaurants_1104,Restaurants,Lithuania,Low
6105,Restaurants 1105,Restaurants,Spain,Low
6106,Restaurants_1106,Restaurants,Cyprus,Low
6107,Restaurants_1107,Restaurants,Lithuania,Low
6108,Groceries_1108,Groceries,Netherlands,Low
6109,Fashion_1109,Fashion,Ireland,Low
6110,Groceries_1110,Groceries,Ireland,Low
6111,HEALTH_1111,Health,Germany,Low
6112,Travel_1112,Travel,Poland,Medium
6113,Restaurants_1113,Restaurants,Belgium,Low
6114,Restaurants_1114,Restaurants,Belgium,Low
6115,Utilities_1115,Utilities,France,Low
6116,Groceries_1116,Groceries,Ireland,Low
6117,OnlineGaming_1117,Online Gaming,Malta,High
6118,GROCERIES_1118,Groceries,Belgium,Low
6119,Restaurants_1119,Restaurants,Italy,Low
6120,UTILITIES_1120,Utilities,Spain,Low
6121,Utilities_1121,Utilities,Cyprus,Low
6122,Health_1122,Health,Germany,Low
6123,RESTAURANTS_1123,Restaurants,France,Low
6124,Health_1124,Health,Sweden,Low
6125,Fashion_1125,Fashion,Spain,Low
6126,Restaurants_1126,Restaurants,Malta,Low
6127,Education_1127,Education,Cyprus,Low
6128,Restaurants_1128,Restaurants,Poland,Low
6129,Travel_1129,Travel,Italy,Medium
6130,Education_1130,Education,Cyprus,Low
6131,Electronics_1131,Electronics,Ireland,Medium
6132,Groceries_1132,Groceries,Belgium,Low
6133,Groceries_1133,Groceries,Belgium,Low
6134,Health_1134,Health,Lithuania,Low
6135,Education_1135,Education,Portugal,Low
6136,OnlineGaming_1136,Online Gaming,France,High
6137,Electronics 1137,Electronics,Poland,Medium
6138,Insurance_1138,Insurance,Spain,Low
6139,Fashion_1139,Fashion,Sweden,Low
6140,Health_1140,Health,Cyprus,Low
6141,Travel_1141,Travel,Lithuania,Medium
6142,CryptoServices_1142,Crypto Services,Poland,High
6143,Insurance_1143,Insurance,Ireland,Low
6144,Restaurants_1144,Restaurants,Belgium,Low
6145,ATM_1145,ATM,Belgium,Medium
6146,Health_1146,Health,Romania,Low
6147,GROCERIES_1147,Groceries,Sweden,Low
6148,Health_1148,Health,Lithuania,Low
6149,Electronics_1149,Electronics,Netherlands,Medium
6150,Groceries_1150,Groceries,Netherlands,Low
6151,ELECTRONICS_1151,Electronics,Italy,Medium
6152,Groceries_1152,Groceries,France,Low
6153,Electronics_1153,Electronics,Cyprus,Medium
6154,Travel_1154,Travel,Italy,Medium
6155,Groceries_1155,Groceries,Malta,Low
6156,Education_1156,Education,Malta,Low
6157,Fashion_1157,Fashion,Malta,Low
6158,ATM_1158,ATM,Germany,Medium
6159,OnlineGaming_1159,Online Gaming,France,High
6160,ATM 1160,ATM,Lithuania,Medium
6161,Groceries_1161,Groceries,Spain,Low
6162,Groceries_1162,Groceries,France,Low
6163,OnlineGaming_1163,Online Gaming,Italy,High
6164,Groceries_1164,Groceries,Cyprus,Low
6165,Utilities_1165,Utilities,Belgium,Low
6166,Travel_1166,Travel,Cyprus,Medium
6167,Utilities_1167,Utilities,Lithuania,Low
6168,Restaurants_1168,Restaurants,Ireland,Low
6169,Insurance_1169,Insurance,France,Low
6170,OnlineGaming_1170,Online Gaming,Malta,High
6171,Fashion_1171,Fashion,Spain,Low
6172,Health_1172,Health,Spain,Low
6173,Restaurants_1173,Restaurants,Netherlands,Low
6174,Fashion_1174,Fashion,Romania,Low
6175,Restaurants_1175,Restaurants,Germany,Low
6176,Health_1176,Health,Italy,Low
6177,Insurance_1177,Insurance,Belgium,Low
6178,Groceries_1178,Groceries,Italy,Low
6179,Fashion_1179,Fashion,Belgium,Low
6180,Fashion_1180,Fashion,Germany,Low
6181,Fashion_1181,Fashion,Ireland,Low
6182,GROCERIES 1182,Groceries,Sweden,Low
6183,INSURANCE_1183,Insurance,Ireland,Low
6184,OnlineGaming_1184,Online Gaming,Ireland,High
6185,Travel_1185,Travel,Cyprus,Medium
6186,HEALTH_1186,Health,Poland,Low
6187,Utilities_1187,Utilities,Belgium,Low
6188,Restaurants_1188,Restaurants,Ireland,Low
6189,Utilities_1189,Utilities,Malta,Low
6190,UTILITIES_1190,Utilities,France,Low
6191,Fashion_1191,Fashion,Spain,Low
6192,Electronics_1192,Electronics,Sweden,Medium
6193,Restaurants_1193,Restaurants,France,Low
6194,ELECTRONICS_1194,Electronics,Ireland,Medium
6195,Travel 1195,Travel,Portugal,Medium
6196,HEALTH_1196,Health,Belgium,Low
6197,ATM 1197,ATM,Belgium,Medium
6198,UTILITIES_1198,Utilities,Italy,Low
6199,CryptoServices_1199,Crypto Services,Portugal,High
6200,TRAVEL_1200,Travel,Belgium,Medium
