account_id,customer_id,account_type,currency,opened_date,closed_date,account_status,current_balance,overdraft_limit
2011106,107587,Business,EUR,2023-12-05,,Active,971.91,1000
2011107,126506,Business,EUR,2024-06-12,,Active,11997.7,2500
2011108,100660,Current,EUR,2022-05-06,,Active,348.6,1000
2011109,122637,Savings,EUR,2023-08-02,2024-02-12,Closed,107.03,0
2011110,116352,Savings,EUR,2024-10-24,,Active,3130.74,0
2011111,118234,Current,EUR,2024-02-06,,Active,847.22,250
2011112,115172,Current,EUR,2024-01-03,,Active,565.77,0
2011113,118268,Savings,EUR,2024-01-08,,Active,6142.7,0
2011114,121995,Current,EUR,2022-03-14,2023-04-27,Closed,-759.52,250
2011115,119210,Current,EUR,2023-10-13,,Active,4081.04,250
2011116,116952,Joint,EUR,2022-05-10,,Dormant,310.86,0
2011117,108616,Current,EUR,2024-02-23,,Active,4434.54,250
2011118,114011,Business,EUR,2022-04-08,,Active,313.61,2500
2011119,111653,Joint,EUR,2023-09-19,,Active,1173.71,0
2011120,103959,Current,EUR,2024-01-27,,Active,2405.88,1000
2011121,115175,Savings,EUR,2024-08-14,,Dormant,6170.14,0
2011122,108667,Current,EUR,2023-11-11,,Active,1208.97,2500
2011123,129804,Current,EUR,2023-07-18,2024-03-19,Closed,741.88,2500
2011124,125951,Current,EUR,2024-03-14,,Active,3764.28,0
2011125,126794,Current,EUR,2024-07-25,,Active,309.22,500
2011126,112367,Current,EUR,2022-05-18,,Active,588.74,1000
2011127,100924,Current,EUR,2024-12-26,,Active,753.02,250
2011128,128810,Current,EUR,2023-12-23,,Dormant,-411.04,2500
2011129,108156,Business,PLN,2024-04-05,,Active,5326.69,250
2011130,112553,Current,EUR,2022-12-09,,Active,978.64,2500
2011131,102523,Current,EUR,2024-05-31,,Active,2320.65,2500
2011132,116664,Business,EUR,2024-11-13,,Active,539.32,2500
2011133,122770,Current,EUR,2024-02-27,,Active,1872.28,250
2011134,105108,Business,EUR,2024-10-04,,Active,14791.71,250
2011135,127250,Current,EUR,2023-11-27,,Active,2909.78,1000
2011136,125039,Current,EUR,2022-05-30,,Active,833.52,500
2011137,114258,Current,EUR,2022-09-25,,Active,253.12,500
2011138,111721,Current,EUR,2022-12-22,,Active,3183.35,2500
2011139,112378,Current,EUR,2024-03-08,,Active,794.92,2500
2011140,108982,Savings,EUR,2024-05-04,,Active,1874.98,0
2011141,104433,Business,EUR,2022-08-19,,Dormant,879.76,250
2011142,125020,Savings,EUR,2023-04-07,,Active,232.43,0
2011143,103387,Current,EUR,2022-09-10,,Active,1522.5,250
2011144,103977,Savings,EUR,2023-09-28,,Closed,3456.75,0
2011145,126566,Current,EUR,2023-01-17,,Active,-1351.97,250
2011146,102328,Savings,EUR,2024-09-01,,Active,3099.29,0
2011147,121426,Savings,EUR,2023-03-14,,Active,2840.26,0
2011148,106815,Business,SEK,2024-08-06,,Active,1737.62,2500
2011149,105863,Savings,EUR,2022-04-03,,Active,2217.24,0
2011150,102189,Current,EUR,2023-06-01,,Active,1252.4,500
2011151,124301,Business,EUR,2024-03-26,,Closed,127.96,500
2011152,113811,Current,EUR,2022-12-29,,Active,199.5,2500
2011153,124880,Current,EUR,2022-05-17,,Active,46.98,1000
2011154,110917,Current,EUR,2022-07-11,,Active,1852.26,500
2011155,116644,Business,EUR,2024-01-02,2024-06-13,Closed,2869.96,0
2011156,128007,Current,EUR,2023-04-19,,Active,10526.9,2500
2011157,104077,Current,EUR,2023-03-23,,Active,1685.76,1000
2011158,129356,Savings,EUR,2023-06-15,,Active,11113.44,0
2011159,126379,Current,EUR,2022-05-07,,Active,170.65,2500
2011160,103903,Current,EUR,2023-05-14,,Active,216.1,1000
2011161,126932,Savings,EUR,2024-02-19,,Active,763.18,0
2011162,104319,Savings,EUR,2024-01-14,,Active,1088.38,0
2011163,129154,Business,PLN,2024-12-18,,Active,2019.7,0
2011164,120342,Savings,EUR,2023-08-30,,Active,2085.44,0
2011165,126583,Savings,EUR,2022-12-03,,Active,443.19,0
2011166,108775,Savings,EUR,2022-04-28,,Active,4016.47,0
2011167,114205,Joint,EUR,2022-06-26,,Active,642.04,0
2011168,117789,Joint,EUR,2023-01-09,2024-04-13,Closed,1792.78,0
2011169,114243,Savings,EUR,2022-09-16,,Active,4331.69,0
2011170,115717,Savings,EUR,2024-01-14,,Active,1102.0,0
2011171,105739,Current,SEK,2024-01-09,,Active,416.54,250
2011172,112470,Savings,EUR,2024-04-03,,Active,912.72,0
2011173,119890,Business,EUR,2024-11-28,,Active,873.84,1000
2011174,112691,Current,EUR,2024-05-05,,Active,1575.74,2500
2011175,100231,Current,EUR,2022-11-30,,Active,1785.89,1000
2011176,115974,Savings,EUR,2023-05-29,,Active,10240.67,0
2011177,117949,Current,EUR,2022-12-11,,Active,838.74,2500
2011178,120578,Joint,EUR,2024-08-24,,Active,718.05,0
2011179,105325,Current,EUR,2024-06-03,,Active,2121.4,0
2011180,122042,Current,EUR,2024-10-21,,Active,686.08,500
2011181,108339,Current,EUR,2024-07-03,,Active,1607.74,2500
2011182,120490,Joint,EUR,2022-12-19,,Active,627.07,0
2011183,111263,Savings,EUR,2022-08-28,,Active,238.14,0
2011184,115635,Current,EUR,2024-09-22,,Closed,138.2,2500
2011185,118399,Savings,EUR,2024-02-02,,Active,1001.31,0
2011186,106003,Business,EUR,2022-07-30,,Active,172.0,1000
2011187,116537,Savings,EUR,2022-07-15,,Active,557.29,0
2011188,113183,Current,EUR,2023-08-03,,Active,2059.92,2500
2011189,108885,Business,EUR,2022-04-06,,Active,14364.59,2500
2011190,125212,Current,SEK,2023-12-24,,Active,471.71,1000
2011191,102934,Current,EUR,2023-02-06,,Active,4809.05,250
2011192,128809,Current,EUR,2023-02-25,,Active,304.85,500
2011193,112387,Current,SEK,2024-02-11,,Active,1466.61,500
2011194,112612,Current,EUR,2023-10-20,,Active,2334.44,250
2011195,105624,Current,EUR,2023-01-19,,Active,1852.66,0
2011196,112640,Current,EUR,2023-03-14,,Active,447.14,1000
2011197,121336,Savings,EUR,2023-04-10,,Active,6076.01,0
2011198,114301,Current,EUR,2024-01-26,,Active,505.69,2500
2011199,123265,Joint,EUR,2023-07-22,,Active,704.29,0
2011200,120320,Joint,EUR,2022-05-28,,Active,340.67,0
2011201,116148,Current,EUR,2022-02-23,,Active,736.11,500
2011202,112081,Current,EUR,2023-10-20,,Active,-1689.33,0
2011203,114819,Current,EUR,2024-04-27,,Active,503.25,250
2011204,128547,Savings,EUR,2022-10-15,,Active,7386.07,0
2011205,129091,Current,EUR,2023-04-22,,Dormant,2515.91,250
2011206,112485,Current,EUR,2024-06-05,,Active,3038.28,1000
2011207,103124,Savings,EUR,2023-05-02,,Active,2401.86,0
2011208,122021,Current,EUR,2023-08-01,,Active,135.85,2500
2011209,111960,Savings,EUR,2023-03-02,,Dormant,1368.89,0
2011210,114070,Current,EUR,2024-05-13,,Active,618.79,250
2011211,111616,Savings,EUR,2022-07-16,,Active,883.46,0
2011212,120252,Savings,EUR,2022-10-14,,Active,633.13,0
2011213,127376,Current,EUR,2023-02-24,,Active,683.25,500
2011214,128881,Current,EUR,2022-10-30,,Active,2559.36,1000
2011215,102189,Current,EUR,2023-06-12,,Active,849.82,2500
2011216,109629,Current,EUR,2022-06-01,2023-03-20,Closed,208.53,250
2011217,104392,Current,EUR,2023-01-06,,Active,1573.65,2500
2011218,107566,Current,EUR,2024-12-12,,Active,1792.48,1000
2011219,124770,Current,EUR,2023-03-28,,Active,795.19,500
2011220,127863,Business,EUR,2024-10-06,,Closed,4631.34,500
2011221,120008,Current,EUR,2022-12-16,2024-09-16,Closed,349.25,1000
2011222,115519,Current,EUR,2023-03-08,,Active,2421.25,2500
2011223,125579,Current,EUR,2023-07-05,,Closed,856.62,2500
2011224,123581,Business,EUR,2024-09-18,,Active,705.61,2500
2011225,116958,Current,EUR,2023-12-25,,Active,475.58,250
2011226,103490,Current,EUR,2022-06-12,,Active,860.32,2500
2011227,126744,Business,EUR,2024-12-02,,Active,703.59,1000
2011228,129897,Current,EUR,2023-04-06,,Active,1360.37,2500
2011229,122764,Current,EUR,2022-11-07,,Active,1749.84,500
2011230,117879,Current,EUR,2023-04-10,,Active,446.89,1000
2011231,104065,Current,EUR,2023-08-29,,Active,63.15,0
2011232,120382,Joint,SEK,2022-05-31,,Active,512.12,0
2011233,120431,Current,EUR,2022-10-15,,Active,1781.32,0
2011234,107535,Current,EUR,2022-06-10,,Active,1087.79,0
2011235,125453,Savings,EUR,2022-01-06,,Active,5170.86,0
2011236,108251,Current,EUR,2022-09-18,2024-02-09,Closed,1806.58,1000
2011237,108467,Business,EUR,2023-07-20,,Active,418.74,1000
2011238,120635,Business,EUR,2023-09-06,,Dormant,5347.11,2500
2011239,105985,Current,EUR,2024-12-04,,Active,-1399.11,500
2011240,112374,Savings,EUR,2023-05-05,,Closed,508.97,0
2011241,102857,Current,EUR,2024-09-26,,Active,1339.64,500
2011242,117398,Business,PLN,2023-03-29,,Active,488.26,500
2011243,128624,Current,EUR,2023-06-10,,Active,2165.3,250
2011244,105019,Current,EUR,2023-10-03,,Active,5277.61,250
2011245,100120,Savings,EUR,2024-07-05,,Active,1574.72,0
2011246,113702,Current,SEK,2022-07-19,,Active,752.98,2500
2011247,117239,Savings,EUR,2024-04-24,,Active,566.26,0
2011248,122995,Current,EUR,2022-12-05,,Active,603.12,500
2011249,110321,Current,EUR,2024-01-04,,Active,7778.81,1000
2011250,125712,Current,EUR,2022-05-07,,Active,4040.26,0
2011251,124401,Savings,EUR,2022-02-06,,Active,4502.16,0
2011252,118640,Current,EUR,2022-12-18,,Active,3939.71,0
2011253,125544,Current,EUR,2022-05-26,,Active,2082.56,500
2011254,121653,Current,EUR,2024-08-21,,Active,1566.02,0
2011255,110924,Business,EUR,2023-06-24,,Active,3101.33,0
2011256,116578,Business,EUR,2023-08-22,,Active,588.28,2500
2011257,126761,Business,EUR,2022-09-09,,Active,3910.51,500
2011258,122548,Joint,EUR,2024-07-20,,Active,958.76,0
2011259,122157,Business,EUR,2022-10-24,,Active,1395.94,0
2011260,122347,Current,EUR,2024-04-18,2024-09-06,Closed,928.86,2500
2011261,110345,Current,EUR,2024-11-20,,Active,316.92,250
2011262,110825,Current,PLN,2022-03-14,,Active,4212.94,0
2011263,103887,Current,EUR,2023-03-12,,Active,1255.3,2500
2011264,114280,Current,EUR,2022-09-20,,Active,122.56,250
2011265,128629,Savings,EUR,2022-12-31,,Active,1372.87,0
2011266,107624,Savings,EUR,2024-01-05,,Active,306.76,0
2011267,119027,Current,EUR,2023-02-14,2024-09-06,Closed,-1044.6,250
2011268,128519,Current,EUR,2022-12-17,,Active,808.2,0
2011269,102899,Current,EUR,2023-03-20,,Active,1785.46,250
2011270,100212,Savings,EUR,2023-05-13,,Active,1091.24,0
2011271,125399,Joint,EUR,2022-03-06,,Active,4709.86,0
2011272,117433,Joint,EUR,2024-02-06,,Active,1123.5,0
2011273,123321,Current,EUR,2025-01-10,,Active,1834.73,500
2011274,120891,Current,EUR,2023-04-23,,Active,4626.74,500
2011275,101459,Current,SEK,2022-06-13,,Active,1190.65,500
2011276,110437,Current,EUR,2024-01-16,,Active,2800.37,0
2011277,107176,Business,EUR,2023-06-14,,Active,4849.75,1000
2011278,122988,Savings,EUR,2024-08-10,,Active,292.64,0
2011279,101008,Current,PLN,2022-05-26,,Active,4936.48,1000
2011280,104505,Savings,EUR,2022-02-13,,Active,2309.31,0
2011281,111044,Current,EUR,2024-07-01,,Closed,748.03,250
2011282,105956,Savings,EUR,2025-01-01,,Active,990.92,0
2011283,117277,Current,EUR,2022-09-04,,Active,970.39,0
2011284,117690,Business,EUR,2023-11-10,,Active,1036.74,0
2011285,111290,Current,EUR,2024-05-22,,Active,2832.38,2500
2011286,129638,Current,EUR,2022-10-07,,Active,2257.19,1000
2011287,109715,Current,SEK,2022-05-17,,Active,928.26,500
2011288,124222,Current,EUR,2023-07-02,2024-04-22,Closed,3123.77,1000
2011289,104572,Savings,EUR,2024-07-23,,Closed,106.57,0
2011290,103179,Savings,EUR,2022-11-18,,Active,1434.99,0
2011291,106115,Savings,EUR,2024-02-29,,Active,424.41,0
2011292,125916,Current,EUR,2022-10-06,,Active,1956.86,1000
2011293,129843,Savings,EUR,2024-05-13,,Closed,2735.66,0
2011294,103965,Current,EUR,2024-09-04,,Closed,796.91,1000
2011295,105765,Current,EUR,2022-05-01,,Active,7986.94,250
2011296,128547,Savings,EUR,2022-10-02,2024-06-09,Closed,816.74,0
2011297,103069,Savings,EUR,2022-05-03,,Active,753.52,0
2011298,120721,Savings,EUR,2023-03-01,,Active,3229.69,0
2011299,116031,Savings,EUR,2023-08-17,,Active,371.74,0
2011300,127746,Current,EUR,2023-11-09,,Active,13412.99,2500
2011301,118927,Current,EUR,2023-11-29,,Closed,757.34,1000
2011302,123889,Current,EUR,2023-09-12,,Active,671.98,1000
2011303,124461,Savings,EUR,2024-04-08,,Active,3030.61,0
2011304,100837,Savings,SEK,2024-12-25,,Active,244.8,0
2011305,125664,Savings,PLN,2022-05-28,,Active,933.66,0
2011306,105570,Current,EUR,2023-08-26,,Active,14218.94,250
2011307,122924,Savings,EUR,2022-05-12,,Active,3413.43,0
2011308,115547,Current,EUR,2022-06-14,2023-08-26,Closed,2068.49,250
2011309,111495,Current,EUR,2022-05-08,,Active,3676.95,250
2011310,106018,Current,EUR,2024-01-29,,Active,995.96,500
2011311,101658,Current,EUR,2023-01-31,,Active,1105.84,2500
2011312,100190,Savings,EUR,2024-12-10,,Active,1261.38,0
2011313,124488,Current,EUR,2023-08-15,,Active,735.81,1000
2011314,900423,Savings,EUR,2024-07-14,,Dormant,2468.3,0
2011315,102448,Current,EUR,2023-11-01,,Active,3294.56,0
2011316,113818,Joint,EUR,2023-04-09,,Active,2834.06,0
2011317,120024,Current,EUR,2023-07-14,,Active,1639.65,500
2011318,107687,Business,EUR,2023-02-09,,Dormant,747.02,2500
2011319,111992,Current,EUR,2024-08-17,,Active,1485.07,0
2011320,116609,Savings,SEK,2022-09-29,,Active,7685.23,0
2011321,106458,Current,PLN,2023-04-23,,Active,1210.95,250
2011322,126478,Current,EUR,2024-01-15,,Active,1096.56,2500
2011323,114094,Current,SEK,2024-05-17,,Active,567.29,0
2011324,110236,Current,EUR,2023-07-18,,Active,889.2,250
2011325,110602,Savings,PLN,2023-06-01,,Active,202.77,0
2011326,121767,Current,EUR,2023-07-06,,Closed,5173.38,500
2011327,101684,Savings,EUR,2024-12-28,,Active,804.82,0
2011328,121219,Current,EUR,2024-04-16,,Active,829.88,1000
2011329,123299,Savings,EUR,2023-05-14,,Active,993.6,0
2011330,101216,Savings,EUR,2023-01-28,,Active,1073.49,0
2011331,110394,Current,EUR,2023-11-01,,Active,971.08,0
2011332,114267,Current,EUR,2022-05-24,,Active,21943.66,0
2011333,107086,Business,EUR,2023-03-22,,Active,12738.75,1000
2011334,110759,Business,EUR,2022-06-25,,Active,350.28,500
2011335,121221,Business,EUR,2023-11-03,,Active,1817.7,250
2011336,125575,Current,EUR,2022-10-27,,Active,638.16,1000
2011337,103420,Joint,EUR,2024-10-12,,Dormant,21229.24,0
2011338,109273,Current,EUR,2023-02-20,,Active,1157.13,2500
2011339,106967,Current,EUR,2023-06-30,,Active,7628.7,250
2011340,123083,Business,EUR,2024-07-18,,Active,1158.92,1000
2011341,121341,Current,EUR,2023-03-10,2023-06-11,Closed,1941.58,2500
2011342,124859,Current,EUR,2022-05-22,,Active,1938.48,250
2011343,127684,Current,EUR,2022-03-12,,Active,364.08,2500
2011344,129849,Business,EUR,2022-04-08,,Active,3247.34,250
2011345,114743,Current,EUR,2022-12-10,,Active,3452.47,2500
2011346,100518,Savings,EUR,2024-03-31,,Active,1124.76,0
2011347,106601,Current,EUR,2025-01-13,,Active,207.51,250
2011348,117133,Current,EUR,2022-05-14,,Active,1566.07,1000
2011349,127204,Savings,EUR,2023-08-13,,Closed,274.29,0
2011350,108549,Joint,EUR,2023-11-22,,Active,846.44,0
2011351,105533,Current,EUR,2023-09-13,,Active,802.55,0
2011352,128463,Current,EUR,2024-05-04,,Active,839.94,1000
2011353,123220,Business,EUR,2023-04-11,2024-10-14,Closed,753.12,2500
2011354,129384,Savings,EUR,2024-10-05,,Closed,1726.97,0
2011355,107988,Current,EUR,2023-08-06,,Active,2129.52,0
2011356,125497,Current,EUR,2022-11-07,,Active,2431.89,2500
2011357,101606,Joint,EUR,2023-01-07,,Active,1719.36,0
2011358,106440,Savings,EUR,2024-11-19,,Dormant,3273.81,0
2011359,112575,Savings,EUR,2022-12-14,2024-08-30,Closed,211.83,0
2011360,128887,Joint,EUR,2024-10-22,,Closed,8990.11,0
2011361,107088,Joint,EUR,2024-10-11,,Active,380.2,0
2011362,100004,Current,SEK,2023-10-16,,Active,2652.55,500
2011363,113269,Current,EUR,2022-01-10,,Active,2976.49,0
2011364,900465,Current,EUR,2023-04-05,,Active,3284.19,2500
2011365,102327,Current,EUR,2022-10-03,,Active,1996.52,1000
2011366,117231,Current,EUR,2023-09-10,2024-11-19,Closed,2491.61,1000
2011367,121817,Savings,EUR,2024-02-10,,Active,3975.6,0
2011368,125841,Current,EUR,2022-07-29,2024-02-09,Closed,1297.1,0
2011369,108140,Savings,EUR,2023-01-30,,Active,455.74,0
2011370,127700,Current,PLN,2025-01-15,,Active,759.43,1000
2011371,103949,Current,EUR,2022-10-29,,Active,-1609.13,0
2011372,122568,Current,EUR,2022-06-26,,Active,165.59,250
2011373,121994,Current,EUR,2022-06-24,,Active,303.47,2500
2011374,121897,Savings,EUR,2024-11-18,,Active,1005.89,0
2011375,102049,Current,EUR,2023-03-21,,Active,308.37,0
2011376,124990,Savings,EUR,2023-05-17,,Active,392.21,0
2011377,111988,Current,EUR,2024-06-17,,Active,4144.76,250
2011378,119109,Business,EUR,2022-07-25,,Active,1110.77,250
2011379,105858,Business,EUR,2022-03-02,,Active,6539.51,2500
2011380,118387,Current,EUR,2022-11-11,,Active,1454.93,1000
2011381,114364,Joint,EUR,2023-07-11,,Active,57.96,0
2011382,113570,Joint,EUR,2023-01-01,,Active,648.93,0
2011383,128915,Business,EUR,2024-09-10,,Active,816.96,2500
2011384,112191,Savings,EUR,2022-10-13,,Active,3356.71,0
2011385,127322,Joint,EUR,2023-10-20,,Active,2118.74,0
2011386,109063,Savings,EUR,2023-12-17,,Active,320.05,0
2011387,100844,Current,EUR,2024-06-24,,Active,-468.41,500
2011388,101785,Current,EUR,2023-01-19,,Active,87.53,500
2011389,122720,Business,EUR,2024-01-14,2024-05-13,Closed,1419.64,250
2011390,126684,Current,EUR,2024-01-04,,Active,10124.88,0
2011391,126186,Savings,EUR,2024-02-25,,Active,831.0,0
2011392,102135,Current,EUR,2023-07-13,,Active,276.38,250
2011393,119073,Savings,EUR,2023-09-12,,Active,1614.44,0
2011394,102808,Savings,EUR,2022-06-03,,Active,41.11,0
2011395,125110,Current,EUR,2022-07-25,,Active,4422.11,500
2011396,110952,Savings,EUR,2024-05-12,,Active,525.24,0
2011397,113781,Savings,EUR,2025-01-22,,Active,3112.41,0
2011398,100039,Current,EUR,2023-08-04,,Active,263.0,500
2011399,128845,Current,EUR,2022-08-27,,Active,3152.69,250
2011400,105970,Savings,SEK,2025-01-27,,Active,275.82,0
2011401,113898,Savings,EUR,2024-02-27,,Active,914.08,0
2011402,100462,Savings,SEK,2023-07-05,,Active,628.11,0
2011403,116839,Savings,EUR,2022-03-04,,Active,293.57,0
2011404,122093,Business,EUR,2023-07-24,,Active,2627.58,500
2011405,109789,Savings,EUR,2022-05-30,,Active,1193.95,0
2011406,116681,Current,EUR,2024-03-16,,Active,2355.59,500
2011407,126746,Savings,EUR,2022-05-26,,Active,1050.47,0
2011408,129694,Current,SEK,2022-12-02,,Dormant,172.86,500
2011409,121129,Current,EUR,2024-02-07,2024-04-13,Closed,1255.73,250
2011410,104722,Savings,EUR,2024-05-22,,Active,13192.86,0
2011411,125009,Savings,EUR,2024-03-09,,Active,3167.75,0
2011412,114516,Current,EUR,2023-10-08,,Active,287.87,1000
2011413,117273,Current,EUR,2022-05-24,,Active,5849.34,500
2011414,126781,Current,EUR,2022-04-01,,Active,615.36,0
2011415,128432,Current,PLN,2025-01-10,,Active,274.59,250
2011416,102253,Current,EUR,2022-03-11,,Active,2406.4,500
2011417,112884,Current,EUR,2024-02-09,,Active,563.39,2500
2011418,121321,Current,EUR,2023-08-07,,Active,1036.73,250
2011419,104644,Current,EUR,2023-04-05,,Active,611.63,250
2011420,102573,Savings,EUR,2024-06-17,,Active,874.46,0
2011421,110962,Current,EUR,2022-07-22,,Active,3026.6,2500
2011422,105474,Current,EUR,2024-01-02,,Active,526.42,1000
2011423,108582,Savings,EUR,2022-11-19,,Active,1761.56,0
2011424,119059,Current,SEK,2023-05-20,2023-09-10,Closed,-655.72,0
2011425,104633,Business,EUR,2023-03-28,,Active,1169.97,2500
2011426,115107,Savings,EUR,2022-05-04,,Active,3330.28,0
2011427,105875,Current,EUR,2023-05-24,,Closed,635.02,250
2011428,107574,Joint,EUR,2023-09-13,,Active,976.72,0
2011429,115588,Current,EUR,2022-05-25,,Active,5936.48,0
2011430,122638,Savings,EUR,2024-02-16,,Active,200.7,0
2011431,105820,Current,EUR,2022-12-05,,Active,4897.93,250
2011432,117673,Current,EUR,2022-06-22,2024-06-10,Closed,1942.14,500
2011433,112079,Current,EUR,2022-12-04,,Dormant,1550.24,500
2011434,115503,Current,EUR,2024-07-16,,Active,569.14,2500
2011435,128893,Current,EUR,2024-07-25,,Dormant,5416.12,250
2011436,105512,Current,EUR,2024-12-08,,Active,925.08,1000
2011437,115383,Savings,EUR,2024-07-31,,Active,1287.77,0
2011438,124151,Current,PLN,2024-08-14,,Active,2245.92,0
2011439,112171,Current,EUR,2024-08-03,,Active,-204.85,2500
2011440,105961,Savings,EUR,2023-02-26,,Active,2259.8,0
2011441,107043,Current,EUR,2022-02-12,,Active,2805.39,500
2011442,103382,Current,EUR,2024-08-28,,Active,3243.98,2500
2011443,128864,Current,EUR,2023-05-30,,Active,2892.71,0
2011444,122866,Savings,EUR,2022-11-01,,Dormant,333.6,0
2011445,125956,Current,EUR,2022-03-12,,Active,1498.03,0
2011446,117704,Savings,EUR,2023-03-08,,Active,6494.8,0
2011447,129664,Current,EUR,2024-01-25,,Dormant,606.86,250
2011448,111073,Current,EUR,2022-03-11,2022-11-11,Closed,675.22,500
2011449,118627,Savings,EUR,2023-09-14,,Active,198.81,0
2011450,108839,Current,EUR,2022-05-07,,Active,1324.48,250
2011451,112480,Current,EUR,2024-12-22,,Closed,773.38,1000
2011452,125320,Current,EUR,2024-08-06,,Active,6642.17,2500
2011453,126518,Current,EUR,2024-01-02,,Closed,753.2,500
2011454,107638,Current,EUR,2022-07-29,,Active,378.79,2500
2011455,113446,Savings,EUR,2022-01-06,,Active,818.47,0
2011456,129242,Savings,EUR,2025-02-18,,Active,658.4,0
2011457,117693,Current,EUR,2023-03-25,,Dormant,451.75,0
2011458,105761,Current,EUR,2022-07-26,,Active,2117.11,250
2011459,101317,Joint,EUR,2024-12-14,,Active,1339.71,0
2011460,107283,Current,EUR,2023-09-20,,Active,1846.25,250
2011461,125457,Savings,EUR,2022-09-11,,Active,1416.76,0
2011462,122092,Current,EUR,2022-02-23,2022-11-23,Closed,5208.39,1000
2011463,900305,Current,EUR,2023-09-17,,Closed,1416.07,500
2011464,113764,Current,EUR,2024-04-13,,Active,492.11,2500
2011465,119511,Current,EUR,2024-11-17,,Closed,3528.34,2500
2011466,108853,Business,EUR,2024-04-05,,Active,1170.21,2500
2011467,105644,Current,EUR,2024-12-30,,Active,1016.99,0
2011468,101688,Joint,EUR,2023-01-08,,Active,662.44,0
2011469,107804,Savings,EUR,2024-05-05,,Active,1621.2,0
2011470,129194,Current,EUR,2024-12-16,,Active,1564.09,2500
2011471,102742,Current,EUR,2023-01-30,,Active,3286.2,1000
2011472,115330,Business,EUR,2023-03-04,,Active,101.52,0
2011473,103791,Current,EUR,2022-07-11,2023-12-01,Closed,1958.59,0
2011474,112923,Current,EUR,2024-09-20,,Active,10761.66,2500
2011475,107242,Savings,PLN,2022-06-30,,Active,354.88,0
2011476,103620,Current,EUR,2022-07-08,,Dormant,16667.53,250
2011477,118585,Current,EUR,2023-06-15,,Active,1936.3,2500
2011478,106723,Savings,EUR,2025-01-01,,Active,1383.65,0
2011479,106728,Current,EUR,2022-03-31,,Active,2893.84,250
2011480,127552,Savings,EUR,2024-07-30,,Active,2465.46,0
2011481,114909,Current,EUR,2024-06-23,,Active,404.54,2500
2011482,107243,Current,EUR,2024-02-12,,Active,1444.39,2500
2011483,117978,Current,EUR,2023-06-02,,Active,1159.66,1000
2011484,127206,Savings,EUR,2024-09-02,,Active,1598.98,0
2011485,119040,Business,SEK,2022-06-22,,Active,333.52,1000
2011486,114848,Current,EUR,2024-11-21,,Active,910.14,0
2011487,107632,Current,EUR,2022-05-03,,Active,950.55,1000
2011488,102731,Current,EUR,2024-04-26,,Active,4154.51,0
2011489,104116,Savings,SEK,2022-03-24,,Active,97.22,0
2011490,111539,Joint,EUR,2022-07-06,,Active,152.98,0
2011491,128751,Savings,EUR,2023-11-21,,Active,954.41,0
2011492,119582,Business,EUR,2022-04-26,,Active,309.77,250
2011493,107888,Current,EUR,2024-01-15,,Active,1064.01,0
2011494,119451,Current,EUR,2022-05-12,,Active,127.82,1000
2011495,124511,Current,SEK,2023-10-21,,Active,892.37,0
2011496,123460,Current,EUR,2024-11-07,,Active,-286.58,500
2011497,128441,Current,EUR,2024-05-02,,Active,-1756.98,1000
2011498,124265,Business,EUR,2023-12-30,,Active,5677.26,0
2011499,128333,Current,EUR,2023-05-29,2023-09-23,Closed,894.44,250
2011500,900087,Business,EUR,2024-12-31,,Active,9157.88,2500
2011501,113108,Joint,EUR,2022-07-31,,Active,1360.52,0
2011502,100221,Savings,EUR,2024-08-16,,Active,1026.4,0
2011503,122596,Savings,EUR,2022-11-04,,Active,4495.0,0
2011504,125954,Current,EUR,2023-02-20,,Active,3538.09,250
2011505,108799,Current,EUR,2023-08-05,,Active,1242.08,2500
2011506,100857,Savings,EUR,2024-05-05,,Closed,1111.89,0
2011507,127458,Savings,EUR,2024-09-18,,Active,2887.82,0
2011508,127184,Current,EUR,2023-11-16,,Active,1355.67,500
2011509,128708,Current,EUR,2023-04-13,,Active,860.92,2500
2011510,117908,Savings,SEK,2023-01-07,,Active,2845.51,0
2011511,111312,Joint,PLN,2022-08-28,2024-01-22,Closed,1380.87,0
2011512,114987,Current,EUR,2022-06-19,,Dormant,2936.75,2500
2011513,121761,Current,EUR,2024-08-09,,Closed,1674.01,0
2011514,106475,Current,PLN,2022-12-06,,Active,567.61,500
2011515,122753,Current,EUR,2023-04-22,2024-10-02,Closed,2798.36,2500
2011516,107159,Current,EUR,2024-03-31,,Dormant,520.7,1000
2011517,121093,Current,SEK,2022-04-04,,Active,772.24,2500
2011518,110116,Current,EUR,2022-02-14,2022-08-27,Closed,602.73,1000
2011519,121044,Current,EUR,2022-06-03,,Active,394.19,500
2011520,105533,Current,EUR,2023-09-25,,Active,489.34,250
2011521,123966,Current,EUR,2024-11-28,,Active,974.81,2500
2011522,129869,Business,EUR,2022-08-05,2024-06-18,Closed,1514.67,250
2011523,124423,Current,EUR,2023-12-01,,Active,1740.43,0
2011524,121053,Business,EUR,2022-05-13,,Active,491.25,2500
2011525,112702,Current,PLN,2023-01-29,,Active,127.38,1000
2011526,120634,Current,PLN,2022-05-15,,Active,301.1,250
2011527,117259,Current,EUR,2023-11-23,,Active,461.74,2500
2011528,101342,Savings,SEK,2024-12-05,,Active,338.41,0
2011529,109659,Savings,EUR,2023-09-20,,Active,18698.32,0
