card_id,customer_id,account_id,card_type,card_status,issued_date,expiry_date,contactless_enabled
3002904,124569,2007835,Debit,Active,2022-06-30,2026-12-03,True
3002905,103840,2012985,Debit,Expired,2023-06-08,2026-08-08,True
3002906,101495,2012262,Debit,Active,2023-05-25,2026-05-05,True
3002907,106174,2016546,Virtual,Active,2022-03-05,2024-12-09,True
3002908,117880,2036078,Debit,Cancelled,2024-02-21,2028-12-04,False
3002909,122624,2004317,Debit,Active,2022-06-25,2026-09-17,True
3002910,114219,2004551,Credit,Active,2022-10-24,2026-07-25,True
3002911,125694,2027136,Debit,Active,2022-02-17,2027-02-04,True
3002912,106502,2025407,Virtual,Active,2023-01-31,2025-11-26,True
3002913,127034,2025731,Debit,Active,2023-11-18,2027-03-21,True
3002914,127147,2033726,Credit,Expired,2023-04-24,2027-05-05,True
3002915,102870,2034356,Debit,Active,2022-05-22,2024-12-31,True
3002916,110563,2017251,Debit,Active,2024-06-02,2028-01-18,False
3002917,119856,2020578,Debit,Cancelled,2022-04-05,2025-06-30,True
3002918,120047,2030485,Debit,Active,2023-01-02,2027-07-24,True
3002919,120470,2035122,Debit,Active,2024-08-30,2027-06-22,True
3002920,107136,2016548,Debit,Cancelled,2022-07-06,2027-06-29,False
3002921,110781,2028777,Debit,Expired,2023-08-02,2026-03-07,True
3002922,102877,2002843,Debit,Blocked,2024-01-09,2028-05-23,True
3002923,115350,2027716,Debit,Expired,2023-03-07,2027-03-24,True
3002924,111119,2024968,Credit,Cancelled,2023-09-24,2026-11-12,True
3002925,118668,2020297,Debit,Blocked,2022-02-14,2025-08-12,True
3002926,115717,2019799,Virtual,Active,2023-09-14,2028-09-25,True
3002927,900261,2039465,Debit,Active,2022-08-18,2027-02-03,True
3002928,111222,2010675,Credit,Active,2022-10-15,2026-12-09,True
3002929,122815,2026631,Debit,Active,2024-05-08,2027-03-01,True
3002930,107525,2021149,Debit,Active,2022-12-30,2027-04-11,True
3002931,126053,2009117,Debit,Active,2024-08-15,2028-09-06,True
3002932,101692,2010065,Debit,Active,2024-11-23,2029-05-07,True
3002933,118748,2036747,Debit,Active,2023-07-31,2027-11-30,True
3002934,110181,2023465,Credit,Active,2024-03-02,2029-01-22,True
3002935,107361,2031746,Debit,Active,2022-05-19,2026-04-22,True
3002936,124274,2005694,Virtual,Active,2022-10-09,2027-09-14,True
3002937,108577,2038936,Credit,Expired,2024-03-06,2028-05-22,False
3002938,101217,2027773,Debit,Active,2022-05-10,2025-12-15,True
3002939,102785,2025666,Debit,Cancelled,2022-06-12,2025-01-21,True
3002940,106136,2006184,Debit,Active,2023-11-05,2028-05-11,True
3002941,113706,2033297,Credit,Active,2022-10-22,2027-03-05,True
3002942,100891,2028292,Debit,Active,2022-10-23,2026-04-09,True
3002943,122463,2004400,Credit,Active,2023-12-04,2028-12-29,True
3002944,107113,2034323,Debit,Active,2024-08-09,2028-12-27,False
3002945,114822,2029477,Debit,Cancelled,2022-06-02,2025-12-28,True
3002946,120768,2020107,Credit,Active,2023-02-12,2027-12-14,True
3002947,105163,2030696,Debit,Active,2023-10-31,2026-06-28,True
3002948,100221,2024761,Debit,Active,2023-04-20,2026-06-21,True
3002949,114929,2012732,Debit,Active,2024-03-20,2027-09-10,True
3002950,115470,2028428,Debit,Active,2023-01-20,2027-10-09,True
3002951,121576,2010055,Credit,Active,2024-10-29,2028-10-03,True
3002952,109289,2031892,Debit,Expired,2024-10-01,2028-12-18,False
3002953,116911,2040264,Debit,Active,2024-11-12,2027-07-14,False
3002954,119914,2037238,Credit,Active,2022-05-08,2025-03-20,True
3002955,111909,2034040,Virtual,Active,2024-09-05,2028-07-15,True
3002956,117946,2031877,Debit,Expired,2022-11-07,2025-07-01,False
3002957,125635,2033097,Debit,Expired,2022-03-25,2026-02-27,True
3002958,122568,2022662,Debit,Active,2024-08-25,2028-05-28,True
3002959,128533,2019451,Debit,Active,2024-07-21,2028-09-18,True
3002960,100126,2037425,Debit,Active,2023-09-13,2028-01-05,True
3002961,110566,2030669,Credit,Active,2022-08-25,2025-02-17,False
3002962,109701,2024329,Credit,Expired,2022-04-28,2026-06-17,True
3002963,103224,2036542,Credit,Active,2024-03-03,2026-11-28,True
3002964,110550,2035841,Debit,Active,2023-12-15,2028-12-04,True
3002965,123880,2016015,Virtual,Cancelled,2022-06-13,2025-01-06,True
3002966,119562,2024903,Debit,Expired,2022-10-12,2026-06-16,False
3002967,103431,2001022,Debit,Active,2023-10-19,2026-08-20,True
3002968,113369,2000112,Debit,Active,2022-05-02,2027-02-24,True
3002969,121310,2021871,Debit,Expired,2022-06-26,2026-05-13,True
3002970,100635,2008175,Debit,Active,2024-04-29,2027-07-29,True
3002971,107886,2005317,Debit,Active,2024-04-22,2027-11-28,True
3002972,115821,2021296,Debit,Blocked,2023-04-25,2027-12-15,True
3002973,110948,2029464,Credit,Active,2023-02-03,2026-06-20,True
3002974,103121,2028904,Debit,Active,2023-02-25,2026-04-23,True
3002975,127097,2026339,Debit,Active,2023-06-13,2028-04-11,True
3002976,114056,2017591,Credit,Active,2022-01-24,2025-01-12,True
3002977,120619,2021287,Debit,Active,2022-05-10,2026-11-26,False
3002978,102830,2032337,Debit,Active,2022-12-12,2026-11-19,True
3002979,102825,2041930,Debit,Active,2024-02-26,2029-01-06,True
3002980,118234,2019521,Debit,Active,2024-03-10,2027-08-27,True
3002981,115953,2021726,Debit,Active,2024-08-17,2027-05-13,True
3002982,114232,2027039,Debit,Cancelled,2023-05-26,2028-03-27,True
3002983,112948,2036509,Credit,Expired,2022-03-28,2026-08-23,True
3002984,129458,2023546,Debit,Active,2024-09-20,2028-06-03,True
3002985,900302,2016827,Debit,Active,2022-03-09,2026-10-30,True
3002986,116251,2012434,Debit,Active,2023-11-23,2028-08-29,True
3002987,117529,2016628,Credit,Active,2023-11-24,2028-02-04,True
3002988,100258,2009912,Debit,Active,2023-11-09,2028-07-24,True
3002989,104047,2011596,Debit,Active,2024-01-11,2028-08-12,False
3002990,117343,2002165,Debit,Active,2022-04-25,2025-01-17,True
3002991,111220,2028352,Debit,Blocked,2024-09-07,2027-07-31,True
3002992,126529,2029864,Credit,Active,2023-04-01,2027-10-24,False
3002993,112148,2019930,Debit,Active,2022-05-31,2025-08-19,True
3002994,108316,2019445,Debit,Active,2023-10-14,2028-12-17,False
3002995,124798,2030733,Debit,Expired,2022-02-25,2027-04-01,True
3002996,111990,2039037,Credit,Active,2022-02-18,2026-12-16,True
3002997,124750,2009832,Debit,Active,2022-02-11,2026-01-17,True
3002998,115440,2007361,Debit,Active,2024-11-07,2029-08-03,True
3002999,120102,2017072,Virtual,Active,2022-07-26,2026-01-11,True
3003000,129487,2002090,Credit,Active,2024-04-25,2028-09-09,True
3003001,108129,2007049,Virtual,Active,2023-08-04,2027-07-07,True
3003002,114916,2009784,Debit,Blocked,2024-04-28,2026-12-18,True
3003003,100938,2010691,Debit,Active,2023-10-05,2028-10-04,True
3003004,114596,2000351,Debit,Active,2023-03-20,2027-02-28,True
3003005,111073,2037162,Debit,Cancelled,2024-04-10,2028-04-13,True
3003006,128108,2006198,Credit,Active,2023-01-25,2027-12-12,False
3003007,126490,2005585,Virtual,Active,2022-10-01,2025-05-28,False
3003008,115345,2036738,Debit,Active,2022-01-02,2025-08-13,True
3003009,109639,2008786,Debit,Active,2023-12-24,2026-08-24,True
3003010,117384,2038551,Credit,Active,2022-03-24,2026-06-12,True
3003011,104907,2015316,Debit,Active,2023-08-25,2027-01-15,True
3003012,112967,2014909,Credit,Active,2024-07-14,2028-08-17,True
3003013,110265,2033130,Debit,Active,2024-08-15,2027-12-28,True
3003014,112722,2025612,Debit,Active,2023-03-07,2027-11-20,True
3003015,118745,2018345,Debit,Active,2022-11-27,2025-11-26,True
3003016,104512,2034711,Debit,Active,2023-08-11,2028-03-13,True
3003017,900012,2019402,Credit,Active,2024-02-29,2027-07-03,True
3003018,106471,2029215,Debit,Active,2024-02-28,2026-11-13,True
3003019,127374,2010557,Credit,Cancelled,2023-10-15,2026-07-25,True
3003020,106593,2026419,Debit,Active,2023-01-12,2025-07-27,True
3003021,125421,2036424,Debit,Active,2024-11-18,2027-07-29,True
3003022,113983,2024308,Virtual,Expired,2024-08-31,2028-09-06,True
3003023,104769,2024869,Credit,Active,2022-09-22,2027-03-28,True
3003024,116360,2033774,Credit,Active,2022-01-27,2027-01-18,True
3003025,112680,2024791,Debit,Active,2022-04-08,2024-09-24,False
3003026,900321,2016139,Debit,Active,2024-02-24,2029-01-11,True
3003027,107545,2020220,Debit,Active,2023-08-14,2028-08-31,True
3003028,101779,2001800,Debit,Cancelled,2024-01-14,2027-01-21,True
3003029,129549,2038236,Debit,Expired,2024-01-01,2027-08-23,True
3003030,126276,2030438,Debit,Cancelled,2024-07-19,2028-05-02,True
3003031,119970,2025570,Debit,Active,2023-06-20,2027-04-13,True
3003032,121822,2031973,Debit,Expired,2022-12-31,2026-10-21,True
3003033,120192,2013060,Virtual,Expired,2024-08-20,2027-10-19,True
3003034,104873,2027644,Debit,Active,2024-01-10,2028-05-24,True
3003035,125808,2007456,Debit,Active,2023-03-19,2028-01-03,False
3003036,108600,2005748,Virtual,Active,2024-05-30,2028-06-14,False
3003037,128392,2036347,Credit,Blocked,2022-05-21,2025-06-20,True
3003038,129461,2017812,Credit,Active,2024-02-02,2028-01-09,True
3003039,127271,2027753,Debit,Active,2024-11-06,2029-07-31,True
3003040,112626,2017469,Debit,Active,2023-03-01,2027-11-26,True
3003041,121162,2017412,Credit,Active,2022-09-13,2025-05-20,True
3003042,107629,2034807,Debit,Cancelled,2023-05-24,2027-08-18,True
3003043,119757,2001845,Credit,Expired,2023-10-20,2028-03-06,True
3003044,125829,2012198,Debit,Active,2022-11-14,2028-01-25,True
3003045,112285,2020145,Debit,Active,2024-01-07,2027-06-24,True
3003046,118808,2027923,Credit,Active,2022-11-15,2026-07-21,True
3003047,113951,2009052,Debit,Cancelled,2024-02-27,2027-04-27,True
3003048,120255,2041478,Debit,Active,2024-09-04,2028-07-13,True
3003049,129986,2020532,Debit,Active,2022-02-10,2025-01-12,False
3003050,116849,2023316,Virtual,Active,2022-08-07,2026-08-19,False
3003051,123388,2029041,Debit,Active,2022-07-29,2027-03-05,True
3003052,126043,2041362,Debit,Active,2023-10-22,2026-04-14,False
3003053,126929,2024868,Debit,Active,2024-04-09,2027-05-12,True
3003054,103606,2039358,Debit,Active,2024-01-08,2027-02-11,True
3003055,111601,2028763,Debit,Active,2022-07-11,2025-05-17,True
3003056,117669,2023839,Debit,Active,2023-03-19,2028-03-21,False
3003057,900134,2033282,Credit,Active,2023-09-26,2028-03-05,True
3003058,123433,2006928,Debit,Active,2022-04-11,2025-04-10,True
3003059,128675,2001019,Debit,Blocked,2022-01-10,2024-08-08,True
3003060,110757,2015437,Debit,Active,2022-06-09,2026-03-19,True
3003061,126451,2013514,Debit,Active,2022-05-15,2026-09-03,True
3003062,103185,2004742,Debit,Active,2022-03-06,2025-11-20,True
3003063,115503,2036669,Debit,Active,2023-02-13,2026-06-05,True
3003064,112178,2029966,Debit,Active,2023-07-23,2027-12-30,True
3003065,102254,2027441,Virtual,Active,2022-09-09,2025-11-18,True
3003066,118013,2013106,Virtual,Active,2023-04-16,2027-05-18,True
3003067,112299,2003267,Debit,Expired,2024-01-12,2027-11-29,True
3003068,112250,2011806,Debit,Active,2022-07-31,2026-01-25,True
3003069,115977,2012355,Debit,Active,2024-06-15,2028-02-24,True
3003070,112475,2027339,Debit,Active,2022-02-10,2027-02-10,True
3003071,107381,2007373,Debit,Active,2023-08-26,2027-01-16,True
3003072,122189,2025145,Credit,Active,2022-08-20,2026-04-04,True
3003073,104587,2031932,Debit,Expired,2023-10-05,2027-07-05,True
3003074,103995,2029530,Debit,Active,2022-06-06,2027-06-25,True
3003075,109134,2039891,Credit,Active,2022-11-21,2027-10-19,True
3003076,121334,2028088,Virtual,Active,2024-04-01,2029-06-12,False
3003077,117877,2032497,Debit,Active,2022-07-27,2026-08-02,True
3003078,126544,2034894,Virtual,Expired,2024-04-18,2027-06-29,True
3003079,116987,2020477,Debit,Active,2023-10-16,2027-03-14,True
3003080,129160,2007606,Debit,Active,2024-03-30,2029-06-07,True
3003081,118773,2005322,Credit,Active,2022-08-09,2025-04-08,True
3003082,123325,2010449,Debit,Active,2024-05-01,2028-01-08,True
3003083,122746,2034261,Credit,Active,2023-10-07,2027-02-23,False
3003084,127645,2035972,Debit,Cancelled,2022-07-02,2027-07-16,False
3003085,128034,2019119,Debit,Active,2023-11-02,2026-04-27,True
3003086,129702,2037321,Credit,Active,2023-11-26,2026-07-10,True
3003087,108711,2029784,Debit,Active,2023-04-28,2028-03-05,True
3003088,111605,2025999,Credit,Active,2024-08-07,2029-02-18,True
3003089,128227,2015880,Credit,Cancelled,2024-05-24,2028-09-29,True
3003090,107975,2040049,Debit,Active,2024-05-08,2029-05-12,True
3003091,109207,2008746,Debit,Cancelled,2024-02-16,2027-06-20,True
3003092,124777,2004696,Debit,Active,2022-02-09,2026-12-18,True
3003093,105158,2034386,Debit,Active,2022-12-17,2026-03-03,False
3003094,122798,2022687,Credit,Active,2023-03-07,2026-01-06,True
3003095,100785,2007723,Debit,Active,2024-08-27,2027-09-07,True
3003096,124829,2016547,Debit,Active,2024-04-07,2029-06-06,True
3003097,112588,2007519,Virtual,Active,2022-12-30,2025-09-16,True
3003098,114928,2033148,Credit,Active,2023-07-08,2028-07-15,False
3003099,116207,2007019,Virtual,Active,2022-06-03,2027-04-10,False
3003100,110737,2013296,Virtual,Blocked,2023-11-27,2028-04-07,True
3003101,107966,2014144,Debit,Expired,2024-03-16,2029-03-23,True
3003102,101461,2022243,Debit,Active,2023-12-21,2027-08-12,True
3003103,112500,2015752,Debit,Cancelled,2022-05-29,2026-10-22,True
3003104,124186,2019483,Credit,Expired,2022-12-13,2025-08-30,True
3003105,129061,2037640,Debit,Active,2022-09-15,2027-03-30,True
3003106,120710,2026152,Debit,Expired,2023-04-04,2026-11-14,True
3003107,118037,2032489,Credit,Active,2023-06-08,2027-07-18,True
3003108,123148,2033197,Virtual,Active,2024-03-02,2028-02-04,True
3003109,122012,2028629,Debit,Active,2023-04-29,2026-08-05,True
3003110,126119,2022112,Debit,Active,2022-10-29,2025-06-21,True
3003111,109991,2025410,Virtual,Active,2024-01-04,2028-03-21,True
3003112,118284,2017863,Virtual,Active,2023-01-15,2027-07-08,True
3003113,127898,2023816,Virtual,Active,2023-03-30,2026-12-26,False
3003114,110718,2021501,Credit,Active,2022-04-05,2025-12-07,True
3003115,125287,2028624,Debit,Cancelled,2023-12-02,2026-12-16,True
3003116,104466,2024648,Debit,Expired,2022-01-17,2024-12-29,True
3003117,116508,2036670,Debit,Active,2022-12-03,2028-01-25,True
3003118,102556,2033975,Debit,Active,2024-06-04,2028-12-25,True
3003119,127996,2019185,Debit,Active,2022-12-19,2026-08-29,True
3003120,126090,2008309,Debit,Active,2022-02-15,2026-10-11,True
3003121,128936,2026389,Debit,Expired,2023-10-24,2028-06-17,True
3003122,110094,2000162,Credit,Active,2023-09-02,2027-09-05,True
3003123,105660,2019282,Debit,Active,2024-08-24,2028-09-17,True
3003124,102131,2041644,Debit,Expired,2024-08-12,2027-05-18,True
3003125,129710,2037319,Credit,Expired,2023-12-26,2028-06-04,True
3003126,120145,2033364,Debit,Active,2022-08-08,2027-09-12,True
3003127,116298,2023460,Credit,Active,2023-10-30,2026-11-16,True
3003128,121420,2016821,Credit,Active,2022-08-13,2026-10-18,True
3003129,126032,2027687,Debit,Cancelled,2024-11-01,2028-06-13,True
3003130,900279,2035466,Debit,Active,2023-01-16,2026-07-04,False
3003131,103209,2036921,Debit,Active,2022-03-12,2024-12-26,True
3003132,111605,2025999,Debit,Active,2022-02-07,2026-07-15,True
3003133,103853,2035915,Credit,Active,2023-12-16,2027-10-09,False
3003134,128438,2004414,Credit,Active,2022-02-11,2025-08-28,True
3003135,127121,2038034,Debit,Active,2022-08-14,2026-04-16,False
3003136,107854,2021779,Debit,Active,2022-09-03,2026-09-20,True
3003137,122569,2032419,Debit,Expired,2023-09-28,2028-08-06,True
3003138,110691,2037296,Debit,Active,2023-08-27,2028-09-18,True
3003139,113008,2010670,Debit,Active,2022-05-10,2025-07-06,True
3003140,900360,2009463,Debit,Active,2022-07-19,2027-09-09,True
3003141,111497,2008372,Debit,Active,2023-12-16,2028-08-14,True
3003142,127323,2007397,Debit,Active,2024-05-01,2027-03-26,False
3003143,129438,2041599,Debit,Active,2022-03-16,2025-07-04,True
3003144,128009,2004084,Credit,Active,2022-01-11,2025-04-29,True
3003145,123192,2007260,Debit,Active,2023-01-17,2025-12-20,True
3003146,127389,2016717,Virtual,Active,2023-11-13,2028-01-10,True
3003147,113788,2010095,Debit,Active,2023-11-19,2028-02-13,True
3003148,119992,2036971,Debit,Active,2022-06-04,2026-03-05,True
3003149,101942,2032470,Debit,Active,2024-03-07,2028-12-29,True
3003150,104413,2035999,Debit,Active,2023-09-26,2028-01-27,True
3003151,109893,2024719,Credit,Active,2024-01-24,2028-05-19,True
3003152,126956,2022397,Debit,Active,2023-01-14,2027-08-04,True
3003153,126857,2012024,Debit,Active,2023-08-02,2027-01-22,True
3003154,127563,2024340,Credit,Active,2022-10-20,2026-10-30,True
3003155,113225,2019110,Credit,Cancelled,2022-07-07,2025-02-05,True
3003156,102643,2009139,Virtual,Cancelled,2024-09-08,2027-12-09,True
3003157,103344,2009162,Debit,Active,2022-11-20,2026-11-16,False
3003158,120905,2009594,Credit,Active,2024-05-05,2027-11-25,True
3003159,102073,2033606,Debit,Active,2024-01-27,2029-03-12,True
3003160,129088,2032504,Debit,Active,2022-04-10,2025-08-31,False
3003161,115851,2022331,Credit,Active,2024-10-09,2028-01-18,True
3003162,122683,2005153,Debit,Cancelled,2023-10-12,2028-04-10,False
3003163,105634,2031109,Debit,Blocked,2023-04-22,2027-03-29,True
3003164,115619,2021630,Debit,Active,2022-07-27,2025-02-28,True
3003165,127202,2035369,Virtual,Expired,2022-02-18,2025-03-28,True
3003166,107861,2006261,Debit,Active,2024-03-09,2026-11-16,True
3003167,100780,2029219,Debit,Active,2023-01-12,2027-04-13,True
3003168,116319,2004076,Credit,Active,2022-08-11,2025-06-14,True
3003169,109167,2015067,Debit,Active,2023-12-02,2028-03-08,True
3003170,123483,2031147,Debit,Active,2024-10-17,2029-04-22,True
3003171,125356,2029451,Debit,Active,2024-11-02,2029-11-10,True
3003172,121622,2027976,Debit,Active,2022-01-17,2025-02-16,False
3003173,108567,2014767,Credit,Active,2024-02-10,2028-11-18,True
3003174,110718,2021501,Credit,Active,2024-02-15,2028-01-09,True
3003175,107811,2035126,Credit,Active,2024-10-20,2027-05-05,True
3003176,129829,2017652,Debit,Active,2024-09-04,2029-06-25,False
3003177,114880,2017668,Credit,Active,2023-01-08,2027-10-30,True
3003178,111435,2001913,Virtual,Active,2022-03-31,2025-05-13,True
3003179,107457,2003709,Debit,Active,2023-09-28,2028-09-05,True
3003180,120620,2026806,Debit,Active,2024-06-09,2027-01-25,True
3003181,116801,2039704,Virtual,Active,2023-09-02,2026-02-27,True
3003182,129117,2041502,Virtual,Active,2024-09-16,2028-10-24,True
3003183,112679,2003828,Debit,Active,2024-06-18,2029-01-14,True
3003184,116476,2005571,Credit,Active,2022-02-23,2025-11-09,False
3003185,102282,2028364,Credit,Expired,2023-09-27,2028-05-31,True
3003186,109678,2041865,Debit,Active,2023-12-23,2026-07-02,True
3003187,103360,2040384,Debit,Expired,2022-05-14,2026-08-02,True
3003188,108982,2011140,Debit,Cancelled,2024-08-06,2027-12-08,True
3003189,111990,2020944,Debit,Active,2024-03-08,2027-10-05,True
3003190,129239,2017421,Debit,Blocked,2022-10-01,2026-09-14,True
3003191,100964,2009614,Debit,Active,2023-10-11,2027-04-21,True
3003192,111321,2037632,Debit,Active,2023-10-09,2027-02-04,True
3003193,129760,2015413,Debit,Active,2022-04-27,2026-07-31,True
3003194,119400,2019604,Virtual,Active,2022-09-20,2027-12-02,True
3003195,101214,2026466,Credit,Active,2024-05-14,2028-04-26,False
3003196,124597,2002120,Debit,Active,2022-11-25,2027-04-06,True
3003197,115774,2018863,Credit,Active,2023-07-08,2028-08-14,True
3003198,123984,2008928,Credit,Expired,2022-12-05,2026-04-25,True
3003199,121574,2020120,Debit,Active,2023-07-09,2027-07-21,True
3003200,109902,2000435,Debit,Expired,2024-05-04,2028-11-18,True
3003201,125317,2009641,Debit,Active,2022-09-14,2027-11-06,True
3003202,104371,2000365,Credit,Active,2023-12-30,2027-07-28,True
3003203,123138,2022731,Credit,Active,2023-04-04,2026-04-24,False
3003204,109645,2018999,Virtual,Active,2023-03-11,2027-04-15,True
3003205,116140,2031419,Credit,Active,2024-11-03,2028-11-23,True
3003206,126577,2026254,Credit,Active,2023-01-21,2026-05-22,True
3003207,114233,2008758,Debit,Active,2022-06-09,2025-04-22,True
3003208,124213,2023243,Debit,Active,2022-03-24,2027-04-27,True
3003209,110962,2006422,Debit,Active,2023-04-04,2026-05-15,True
3003210,101937,2007203,Debit,Active,2024-05-06,2027-03-16,True
3003211,106192,2000529,Virtual,Active,2022-09-27,2027-05-10,True
3003212,103909,2041568,Debit,Active,2023-04-01,2026-04-24,True
3003213,103150,2038557,Debit,Active,2023-06-16,2027-05-26,True
3003214,106346,2020939,Debit,Cancelled,2022-08-25,2025-04-05,True
3003215,124853,2036352,Debit,Active,2023-07-16,2027-08-26,True
3003216,100185,2041894,Debit,Active,2023-04-13,2028-05-11,False
3003217,104145,2038232,Debit,Active,2023-03-07,2026-04-19,True
3003218,112784,2000170,Virtual,Active,2022-11-18,2025-09-22,True
3003219,105644,2011467,Debit,Active,2022-07-07,2026-11-21,True
3003220,127600,2008860,Credit,Active,2022-09-11,2026-12-08,True
3003221,103294,2010611,Debit,Blocked,2024-05-13,2027-04-12,True
3003222,110567,2023379,Debit,Active,2024-07-25,2027-02-06,True
3003223,102738,2006017,Credit,Active,2024-02-03,2029-01-29,True
3003224,110134,2037298,Virtual,Active,2022-12-21,2027-05-15,True
3003225,128349,2018933,Virtual,Expired,2024-11-28,2028-07-12,True
3003226,112111,2010273,Debit,Active,2022-02-01,2025-11-01,True
3003227,118912,2007894,Debit,Active,2022-11-02,2027-04-10,False
3003228,118534,2028669,Credit,Cancelled,2023-08-10,2028-05-23,True
3003229,113368,2021843,Credit,Cancelled,2024-10-21,2028-09-15,True
3003230,127470,2012919,Debit,Active,2024-07-12,2028-09-30,True
3003231,109513,2035890,Credit,Active,2022-04-10,2025-05-29,True
3003232,119744,2023142,Debit,Active,2022-05-21,2026-10-09,True
3003233,126092,2027243,Credit,Active,2022-03-18,2024-10-06,True
3003234,108458,2039391,Debit,Active,2024-10-12,2029-03-09,True
3003235,105828,2006418,Credit,Active,2023-12-12,2027-01-16,True
3003236,109266,2018432,Debit,Active,2024-07-10,2027-07-26,True
3003237,104242,2036733,Debit,Active,2023-11-09,2027-11-21,True
3003238,106269,2038293,Debit,Active,2024-06-26,2028-04-15,True
3003239,110274,2001185,Debit,Active,2024-07-10,2027-03-04,True
3003240,116178,2027703,Debit,Active,2022-12-08,2026-01-28,True
3003241,100870,2032915,Debit,Active,2024-04-04,2027-08-31,True
3003242,113686,2028619,Debit,Active,2023-06-05,2027-08-01,True
3003243,101713,2010242,Credit,Active,2023-12-23,2027-11-05,True
3003244,100740,2033608,Debit,Active,2023-05-16,2027-06-21,True
3003245,112034,2030035,Virtual,Cancelled,2024-02-29,2028-11-03,True
3003246,113570,2011382,Virtual,Active,2022-01-04,2026-11-24,True
3003247,123071,2016260,Debit,Active,2023-01-30,2027-07-14,True
3003248,120792,2000980,Credit,Active,2023-01-05,2026-10-04,True
3003249,102794,2030207,Debit,Active,2022-12-25,2026-03-19,False
3003250,111055,2009515,Debit,Active,2024-02-09,2028-07-14,True
3003251,101126,2012474,Virtual,Expired,2022-05-05,2024-12-19,True
3003252,125739,2015165,Debit,Expired,2022-06-20,2027-04-12,True
3003253,112440,2010187,Virtual,Active,2022-10-08,2026-11-01,True
3003254,123231,2012827,Debit,Active,2022-09-04,2025-09-09,True
3003255,118054,2033999,Debit,Expired,2022-01-22,2026-11-14,True
3003256,111806,2037176,Credit,Active,2022-10-06,2025-11-22,True
3003257,107777,2022004,Debit,Cancelled,2023-02-01,2025-10-12,True
3003258,121724,2021964,Debit,Active,2024-09-21,2029-09-08,True
3003259,115420,2030692,Debit,Active,2022-11-01,2025-08-17,True
3003260,103027,2034895,Debit,Active,2022-10-04,2026-08-18,True
3003261,103360,2038919,Debit,Active,2024-04-24,2028-02-29,True
3003262,112963,2034729,Debit,Cancelled,2023-09-24,2027-02-03,True
3003263,112980,2005314,Credit,Cancelled,2024-09-04,2028-09-07,True
3003264,115613,2017007,Debit,Active,2023-12-20,2028-01-03,True
3003265,114274,2020868,Debit,Active,2022-10-15,2027-04-22,False
3003266,122283,2038137,Debit,Active,2022-11-15,2025-12-16,True
3003267,114626,2039564,Virtual,Active,2023-11-16,2026-08-20,True
3003268,116233,2012034,Debit,Active,2022-12-08,2027-02-11,True
3003269,900227,2022281,Debit,Active,2023-08-04,2028-02-28,True
3003270,112300,2024591,Debit,Active,2024-01-25,2028-04-20,True
3003271,107051,2041451,Debit,Active,2023-10-02,2026-06-02,False
3003272,113969,2036168,Debit,Blocked,2022-02-26,2026-02-13,False
3003273,115142,2035193,Virtual,Active,2023-08-02,2026-10-09,False
3003274,126405,2013402,Debit,Active,2022-08-06,2027-05-05,True
3003275,125270,2003110,Debit,Active,2022-09-03,2027-10-10,True
3003276,128434,2015057,Virtual,Blocked,2024-03-26,2027-08-25,True
3003277,128947,2000630,Debit,Active,2024-10-22,2027-11-26,True
3003278,109303,2002737,Debit,Active,2024-04-06,2027-01-11,True
3003279,100429,2035644,Debit,Active,2023-06-30,2026-09-21,True
3003280,113541,2023312,Debit,Active,2023-12-26,2026-11-28,False
3003281,100054,2034385,Virtual,Active,2024-03-05,2028-03-05,True
3003282,127347,2000690,Credit,Active,2022-09-24,2026-03-06,True
3003283,114923,2006648,Debit,Active,2022-05-01,2025-04-09,True
3003284,110547,2003793,Debit,Active,2024-07-07,2028-11-11,True
3003285,100032,2031742,Debit,Active,2022-09-28,2027-02-24,True
3003286,112096,2009066,Debit,Active,2023-12-14,2028-06-09,True
3003287,104691,2002483,Debit,Active,2024-07-29,2029-06-11,False
3003288,112081,2025381,Debit,Expired,2022-02-05,2025-06-09,True
3003289,126661,2019845,Credit,Cancelled,2022-10-24,2027-07-16,True
3003290,117546,2030114,Debit,Active,2023-12-08,2029-01-27,True
3003291,115493,2033717,Debit,Active,2024-05-09,2029-06-19,True
3003292,100645,2031862,Debit,Active,2024-05-08,2027-06-21,True
3003293,116314,2019888,Debit,Active,2023-02-04,2026-03-01,True
3003294,106654,2007584,Virtual,Active,2024-01-10,2028-08-17,True
3003295,110922,2010134,Virtual,Active,2023-05-24,2026-05-01,True
3003296,106143,2035327,Debit,Active,2022-05-21,2026-10-09,True
3003297,110893,2005300,Debit,Active,2023-04-22,2026-07-18,True
3003298,110980,2040689,Virtual,Active,2022-02-15,2026-11-28,True
3003299,106427,2034666,Debit,Active,2022-09-21,2027-02-15,True
3003300,106724,2038986,Credit,Cancelled,2022-02-25,2026-07-10,True
3003301,101707,2001737,Debit,Active,2024-09-18,2028-06-25,True
3003302,124722,2029698,Debit,Active,2022-08-23,2027-02-27,False
3003303,108676,2025116,Virtual,Expired,2023-09-07,2027-10-15,True
3003304,120942,2011623,Debit,Cancelled,2022-06-18,2026-04-25,True
3003305,114527,2026716,Virtual,Active,2024-07-18,2027-07-07,True
3003306,123048,2019170,Debit,Active,2023-03-13,2027-10-17,True
3003307,112130,2016902,Debit,Active,2023-01-08,2026-06-27,True
